"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/all_with_default_time.csv --bytes --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones 1 600",,,,"Date:","23 Mar 2023 13:32:03 -03"
"total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
10.578,2.952,86.347,0.123,0,0,884736,0,0,0,119,0,1.310,1.190,1.260,5371867136,2704855040,7898058752,11114455040,6184,7646,0,0,8,0,74,108527616,914878464,2583,7192,0,14112,181659,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,0,1706,2657,5029,0,0,0,0,0,159503,3141,497484,22688
9.023,3.832,87.021,0.124,0,0,0,0,0,0,118,0,1.280,1.190,1.260,5373120512,2703736832,7897923584,11113218048,6184,7788,3,0,8,0,0,108527616,914878464,2607,6979,0,14080,181659,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,0,2044,2524,1913,0,0,0,0,0,159503,3141,497261,22688
9.291,4.279,86.430,0,0,0,0,0,0,0,123,0,1.280,1.190,1.260,5374054400,2702802944,7897923584,11112316928,6294,7840,1,0,0,0,0,108527616,914878464,2513,5726,0,14080,181658,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,0,101,510,531,0,0,0,0,0,159503,3141,496917,22688
12.748,2.351,84.777,0.124,0,0,0,0,0,0,122,0,1.280,1.190,1.260,5377638400,2697555968,7899586560,11107209216,6258,8122,1,0,0,0,0,108527616,914878464,2734,7114,0,14016,181683,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,0,3225,4384,3283,0,0,0,0,0,159503,3141,495752,22688
8.900,3.090,88.010,0,0,0,2703360,0,0,0,159,0,1.280,1.190,1.260,5378838528,2695659520,7900282880,11106775040,6593,8128,0,0,1,0,38,108527616,914878464,2588,6197,0,14016,181686,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,6,1,25,14,56,975,55,920,0,604,1319,1129,0,0,0,0,0,159503,3141,495289,22688
9.317,3.354,87.205,0.124,0,0,499712,0,0,0,117,0,1.280,1.190,1.260,5268725760,2805747712,7900307456,11108487168,6294,7840,0,0,8,0,24,108527616,914878464,2637,7164,0,14080,181696,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,6,1,25,14,56,975,55,920,0,2408,3214,29530,0,0,0,0,0,159503,3141,522043,22688
9.705,3.563,86.609,0.123,0,0,0,0,0,0,120,0,1.340,1.200,1.260,5272932352,2803810304,7898038272,11104309248,6351,7975,1,0,8,0,0,108527616,914878464,2676,7046,0,14080,181668,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,6,1,25,14,56,975,55,920,0,1527,2018,2551,0,0,0,0,0,159503,3141,521693,22688
9.988,3.083,86.930,0,0,0,0,0,0,0,120,0,1.340,1.200,1.260,5288538112,2786865152,7899377664,11089731584,6726,8320,2,0,0,0,0,108527616,914878464,2706,6220,0,14080,181714,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,6,1,25,14,56,975,55,920,0,5930,7493,1522,0,0,0,0,0,159503,3141,517556,22688
9.963,3.813,86.101,0.123,0,0,0,0,0,0,142,0,1.340,1.200,1.260,5289435136,2785959936,7899385856,11088875520,23405,14062,1,0,0,0,0,108527616,914878464,2620,6612,0,14048,181715,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,135,583,582,0,0,0,0,0,159503,3141,517335,22688
9.939,3.558,86.503,0,0,0,7659520,0,0,0,127,0,1.340,1.200,1.260,5289861120,2785529856,7899389952,11088449536,6824,7615,0,0,0,0,152,108527616,914878464,2633,6016,0,14080,181714,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,39,1451,1821,0,0,0,0,0,159503,3141,517230,22688
19.852,3.699,76.202,0.247,0,0,696320,0,0,0,166,0,1.340,1.200,1.260,5297094656,2759553024,7918129152,11063627776,6294,7982,1,0,27,0,44,108527616,914878464,3657,10545,0,14112,181821,0,0,5,83,12,13,82,0,1208,27,33,0,0,7,25,0,7,1,25,13,56,979,55,924,0,12658,17327,6993,0,0,0,0,0,159503,3141,510888,22688
9.530,3.465,87.005,0,0,0,0,0,0,0,147,0,1.310,1.200,1.260,5296877568,2758836224,7919058944,11064434688,10178,95502,0,0,9,0,0,108527616,914878464,3081,7974,0,14112,181823,0,0,5,83,12,13,82,0,1208,27,33,0,0,7,25,0,7,1,25,13,56,979,55,924,0,2614,3558,3809,0,0,0,0,0,159503,3141,510713,22688
9.170,3.470,87.237,0.124,0,0,221184,0,0,0,128,0,1.310,1.200,1.260,5301927936,2757169152,7915675648,11062775808,7448,8277,2,0,0,0,20,108527616,914878464,2612,5972,0,14080,181807,0,0,5,83,12,13,82,0,1208,27,33,0,0,7,25,0,7,1,25,13,56,979,55,924,0,232,1130,2290,0,0,0,0,0,159503,3141,510306,22688
10.172,3.064,86.642,0.123,0,0,0,0,0,0,123,0,1.310,1.200,1.260,5299699712,2764582912,7910490112,11069038592,6531,8385,0,0,0,0,0,108527616,914878464,2579,5936,0,14080,181788,0,0,5,83,12,13,82,0,1208,27,33,0,0,7,25,0,7,1,25,13,56,979,55,924,0,468,996,2849,0,0,0,0,0,159503,3141,512116,22688
9.951,3.686,86.364,0,0,0,5095424,0,0,0,138,0,1.310,1.200,1.260,5303046144,2761322496,7910404096,11078463488,12339,13964,1,0,0,0,52,108527616,914878464,2568,6117,0,14080,181803,0,0,5,83,12,13,82,0,1209,27,33,0,0,7,25,0,7,1,25,14,56,979,55,924,0,4602,6489,6615,0,0,0,0,0,159503,3141,514249,22688
9.091,4.054,86.732,0.123,0,0,0,0,0,0,122,0,1.310,1.200,1.260,5292449792,2779860992,7902461952,11098365952,6461,8027,0,0,8,0,0,108527616,914878464,2692,7241,0,14176,181825,0,0,5,83,12,13,82,0,1209,27,33,0,0,7,25,0,6,1,25,14,56,979,55,924,0,1491,2402,4643,0,0,0,0,0,159503,3141,515846,22688
10.507,3.090,86.403,0,0,0,0,0,0,0,145,0,1.370,1.210,1.270,5294399488,2777112576,7903260672,11095621632,6314,7788,0,0,9,0,0,108527616,914878464,2643,7179,0,14208,181826,0,0,5,83,12,13,82,0,1209,27,33,0,0,7,25,0,6,1,25,14,56,979,55,924,0,1876,2411,2056,0,0,0,0,0,159503,3141,515175,22688
17.589,4.182,77.983,0.246,0,0,811008,0,0,0,143,0,1.370,1.210,1.270,5331202048,2730586112,7912984576,11051687936,13229,14608,1,0,40,0,18,108527616,914878464,4115,18706,0,14176,182000,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,32612,34957,21963,0,0,0,0,0,159503,3141,503816,22688
9.618,3.206,87.176,0,0,0,0,0,0,0,121,0,1.370,1.210,1.270,5331292160,2730586112,7912894464,11060600832,6592,8990,0,0,0,0,0,108527616,914878464,2619,6611,0,14208,182004,0,0,5,84,12,13,83,0,1225,28,33,0,0,7,24,1,6,2,25,15,56,993,55,938,0,91,926,1015,0,0,0,0,0,159503,3141,503816,22688
9.271,3.956,86.650,0.124,0,0,8216576,0,0,0,141,0,1.370,1.210,1.270,5330776064,2736701440,7907295232,11083800576,23193,13042,0,0,0,0,166,108527616,914878464,2648,6394,0,14208,180893,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,7,1,25,15,56,993,55,938,0,86,1560,3890,0,0,0,0,0,159503,3141,505187,22688
10.345,3.571,86.084,0,0,0,0,0,0,0,116,0,1.370,1.210,1.270,5330202624,2737999872,7906570240,11085193216,6224,7804,1,0,8,0,0,108527616,914878464,2602,7774,0,14240,180907,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,7,1,25,15,56,993,55,938,0,1921,4535,4807,0,0,0,0,0,159503,3141,505696,22688
9.852,3.571,86.453,0.123,0,0,0,0,0,0,123,0,1.340,1.210,1.260,5332951040,2737319936,7904501760,11082383360,6294,8764,3,0,8,0,0,108527616,914878464,2675,7044,0,14240,180881,0,0,5,84,12,13,83,0,1227,27,36,0,0,7,25,0,7,1,28,15,56,993,55,938,0,1457,2061,2519,0,0,0,0,0,159503,3141,505460,22688
10.409,3.346,86.121,0.124,0,0,1949696,0,0,0,142,0,1.340,1.210,1.260,5348413440,2722029568,7904325632,11074727936,6314,8570,1,0,8,0,52,108527616,914878464,2811,8878,0,14240,180844,0,0,5,84,12,13,83,0,1227,27,36,0,0,7,25,0,7,1,28,15,56,993,55,938,0,7809,9503,5728,0,0,0,0,0,159503,3141,501727,22688
9.193,2.981,87.702,0.124,0,0,0,0,0,0,119,0,1.340,1.210,1.260,5349335040,2721103872,7904329728,11073859584,6294,8627,0,0,0,0,0,108527616,914878464,2608,5735,0,14240,180844,0,0,5,84,12,13,83,0,1227,27,36,0,0,7,25,0,7,1,28,15,56,993,55,938,0,118,604,623,0,0,0,0,0,159503,3141,501501,22688
12.855,2.719,84.302,0.124,0,0,12861440,0,0,0,122,0,1.340,1.210,1.260,5340143616,2728882176,7905742848,11072966656,6463,9410,2,0,0,0,302,108527616,914878464,3068,10264,0,14208,180868,0,0,5,84,12,13,83,0,1227,27,36,0,0,7,25,0,7,1,28,15,56,993,55,938,0,1218,3898,7132,0,0,0,0,0,159503,3141,503400,22688
9.630,2.963,87.407,0,0,0,0,0,0,0,118,0,1.340,1.210,1.260,5342236672,2725797888,7906955264,11072729088,6184,7646,2,0,8,0,0,108527616,914878464,2646,7333,0,14144,180869,0,0,5,84,12,13,83,0,1227,27,36,0,0,7,25,0,7,1,28,15,56,993,55,938,0,1363,2273,2048,0,0,0,0,0,159503,3141,502647,22688
9.215,3.113,87.547,0.125,0,0,0,0,0,0,124,0,1.230,1.190,1.260,5343412224,2724880384,7906697216,11071811584,6665,8306,0,0,8,0,0,108527616,914878464,2637,7063,0,14144,180866,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,7,1,25,15,56,993,55,938,0,1473,2019,1895,0,0,0,0,0,159503,3141,502423,22688
10.565,2.703,86.609,0.123,0,0,2465792,0,0,0,130,0,1.230,1.190,1.260,5344571392,2723717120,7906701312,11070648320,6995,8686,0,0,0,0,72,108527616,914878464,2568,5838,0,14144,180866,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,326,1119,1133,0,0,0,0,0,159503,3141,502139,22688
10.798,4.540,84.663,0,0,0,0,0,0,0,143,0,1.230,1.190,1.260,5441241088,2624331776,7909416960,10953564160,6184,7646,0,0,0,0,0,108527616,914878464,3367,35927,0,14208,181908,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,32984,54279,30334,0,0,0,0,0,159503,3141,478135,22688
9.814,2.609,87.453,0.124,0,0,0,0,0,0,138,0,1.230,1.190,1.260,5440995328,2624495616,7909498880,10953809920,8414,12891,0,0,1,0,0,108527616,914878464,2599,6730,0,14176,181909,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,7,1,25,15,56,993,55,938,1,3443,4524,4011,0,0,0,0,0,159503,3141,476823,22688
9.193,3.602,87.081,0.124,0,0,8077312,0,0,0,133,0,1.230,1.190,1.260,5447925760,2616188928,7910871040,10944663552,21876,9516,0,0,8,0,148,108527616,914878464,2797,7646,0,14144,181954,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,7,1,25,15,56,993,55,938,0,3829,5847,5464,0,0,0,0,0,159503,3141,475952,22688
12.748,2.228,85.025,0,0,0,0,0,0,0,120,0,1.210,1.180,1.260,5431902208,2630557696,7912525824,10950471680,6690,8286,1,0,8,0,0,108527616,914878464,2792,8125,0,14176,181978,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,7,1,25,15,56,993,55,938,0,3478,4639,5795,0,0,0,0,0,159503,3141,479335,22688
8.772,2.632,88.346,0.251,0,0,2555904,0,0,0,120,0,1.210,1.180,1.260,5421101056,2642882560,7910998016,10963988480,6184,7646,0,0,0,0,42,108527616,914878464,2603,6891,0,14176,181913,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,7,1,25,15,56,987,55,932,0,671,1670,3991,0,0,0,0,0,159503,3141,482404,22688
8.978,2.369,88.653,0,0,0,0,0,0,0,114,0,1.210,1.180,1.260,5422292992,2641948672,7910739968,10963070976,6184,7764,0,0,0,0,0,108527616,914878464,2507,5970,0,14208,181913,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,7,1,25,15,56,987,55,932,0,49,536,535,0,0,0,0,0,159503,3141,482176,22688
9.729,3.079,87.069,0.123,0,0,0,0,0,0,153,0,1.210,1.180,1.260,5422981120,2641260544,7910739968,10962382848,7127,8464,0,0,0,0,0,108527616,914878464,2614,5907,0,14176,181913,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,7,1,25,15,56,987,55,932,0,46,517,519,0,0,0,0,0,159503,3141,482008,22688
10.234,3.946,85.820,0,0,0,9650176,0,0,0,120,0,1.210,1.180,1.260,5414084608,2652348416,7908548608,11092717568,6446,8188,0,0,8,0,720,108527616,914878464,2854,7883,0,14176,181895,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,7,1,25,15,56,987,55,932,0,1607,3411,5864,0,0,0,0,0,159503,3141,484652,22688
9.023,3.008,87.845,0.125,0,0,0,0,0,0,126,0,1.440,1.230,1.270,5414936576,2651729920,7908315136,11092086784,7757,10157,1,0,8,0,0,108527616,914878464,2689,7142,0,14176,181895,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,7,1,25,15,56,987,55,932,0,1525,2610,2848,0,0,0,0,0,159503,3141,484564,22688
9.542,2.850,87.485,0.124,0,0,507904,0,0,0,123,0,1.440,1.230,1.270,5413216256,2650812416,7910952960,11086602240,6856,8320,0,0,0,0,14,108527616,914878464,2535,6281,0,14144,181942,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,6,1,25,15,56,987,55,932,0,4533,6410,6841,0,0,0,0,0,159503,3141,484278,22688
11.500,1.625,86.750,0.125,0,0,0,0,0,0,118,0,1.440,1.230,1.270,5415071744,2648334336,7911575552,11092570112,6184,7509,1,0,0,0,0,108527616,914878464,2662,6942,0,14112,181965,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,6,1,25,15,56,987,55,932,0,1040,2143,1072,0,0,0,0,0,159503,3141,483735,22688
9.317,2.112,88.571,0,0,0,0,0,0,0,124,0,1.440,1.230,1.270,5415550976,2647150592,7912280064,11092881408,6795,13022,1,0,0,0,0,108527616,914878464,2552,6044,0,14112,181969,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,6,1,25,15,56,987,55,932,0,130,1371,1175,0,0,0,0,0,159503,3141,483576,22688
9.653,4.579,85.644,0.124,0,0,5087232,0,0,0,171,0,1.440,1.230,1.270,5411471360,2653605888,7909904384,11099344896,24066,13906,2,0,8,0,262,108527616,914878464,2924,8683,0,14144,181912,0,0,5,84,12,13,83,0,1214,27,33,0,0,7,25,0,7,1,25,15,56,983,55,928,0,1818,3221,5417,0,0,0,0,0,159503,3141,485022,22688
9.828,3.440,86.609,0.123,0,0,0,0,0,0,126,0,1.480,1.240,1.280,5409079296,2658119680,7907782656,11101884416,6815,11396,0,0,9,0,0,108527616,914878464,2539,7218,0,14144,181884,0,0,5,84,12,13,83,0,1214,27,33,0,0,7,25,0,7,1,25,15,56,983,55,928,0,2074,2754,4046,0,0,0,0,0,159503,3141,486124,22688
9.181,2.730,88.089,0,0,0,0,0,0,0,122,0,1.480,1.240,1.280,5409857536,2657492992,7907631104,11101106176,7170,8284,0,0,0,0,0,108527616,914878464,2488,5779,0,14144,181884,0,0,5,84,12,13,83,0,1214,27,33,0,0,7,25,0,7,1,25,15,56,983,55,928,0,168,622,528,0,0,0,0,0,159503,3141,485971,22688
8.447,2.981,88.447,0.124,0,0,0,0,0,0,119,0,1.480,1.240,1.280,5290950656,2776309760,7907721216,11100553216,6184,7646,0,0,0,0,0,108527616,914878464,2587,5872,0,14112,181893,0,0,5,84,12,13,83,0,1213,27,33,0,0,7,25,0,7,1,25,14,56,983,55,928,0,278,844,30084,0,0,0,0,0,159503,3141,514979,22688
8.489,2.871,88.639,0,0,0,0,0,0,0,121,0,1.480,1.240,1.280,5273219072,2793975808,7907786752,11116863488,6463,8246,0,0,0,0,0,108527616,914878464,2592,5729,0,14112,181894,0,0,5,84,12,13,83,0,1213,27,33,0,0,7,25,0,7,1,25,14,56,983,55,928,0,1667,2714,4531,0,0,0,0,0,159503,3141,518158,22688
12.114,4.079,83.684,0.124,0,0,8503296,0,0,0,121,0,1.480,1.240,1.280,5283954688,2780262400,7910764544,11108605952,6294,8198,1,0,8,0,162,108527616,914878464,2804,8665,0,14080,181963,0,0,5,84,12,13,83,0,1213,27,33,0,0,7,25,0,6,1,25,14,56,983,55,928,0,6588,9321,5862,0,0,0,0,0,159503,3141,515944,22688
10.422,2.730,86.725,0.124,0,0,794624,0,0,0,181,0,1.600,1.270,1.280,5281890304,2781646848,7911444480,11105378304,37960,14141,2,0,8,0,56,108527616,914878464,2770,8322,0,14112,181973,0,0,5,84,12,13,83,0,1212,27,33,0,0,7,25,0,7,1,25,13,56,983,55,928,0,1572,2668,4101,0,0,0,0,0,159503,3141,516348,22688
9.938,3.354,86.460,0.248,0,0,737280,0,0,0,124,0,1.600,1.270,1.280,5256617984,2812215296,7906148352,11136045056,6726,8320,0,0,3,0,140,108527616,914878464,3056,7054,0,14080,181881,0,0,5,84,12,13,83,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,855,1391,8924,0,0,0,0,0,159503,3141,523810,22688
8.647,2.506,88.847,0,0,0,0,0,0,0,119,0,1.600,1.270,1.280,5256482816,2812346368,7906152448,11136180224,6258,7646,0,0,0,0,0,108527616,914878464,2505,5806,0,14112,181881,0,0,5,84,12,13,83,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,49,560,540,0,0,0,0,0,159503,3141,523840,22688
8.989,2.497,88.390,0.125,0,0,0,0,0,0,115,0,1.600,1.270,1.280,5258428416,2812682240,7903870976,11134234624,6184,7646,0,0,0,0,0,108527616,914878464,2495,5724,0,14080,181853,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,116,489,1433,0,0,0,0,0,159503,3141,523859,22688
9.850,4.115,85.910,0.125,0,811008,5881856,0,0,0,164,0,1.600,1.270,1.280,5263699968,2806915072,7904366592,11129577472,17478,21173,1,0,9,18,168,108527616,914878464,2820,8169,0,14080,181867,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,24,1,6,2,25,14,56,975,55,920,0,5250,7201,3442,0,0,0,0,0,159503,3141,522451,22688
8.989,3.121,87.890,0,0,0,0,0,0,0,147,0,1.640,1.280,1.290,5264863232,2805751808,7904366592,11128414208,23559,12364,1,0,0,0,0,108527616,914878464,2676,6486,0,14080,181867,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,0,865,1142,819,0,0,0,0,0,159503,3141,522167,22688
11.404,2.882,85.589,0.125,0,0,434176,0,0,0,160,0,1.640,1.280,1.290,5283913728,2783690752,7907368960,11101638656,6314,7788,1,0,8,0,22,108527616,914878464,3007,8620,0,14112,181936,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,0,7773,10301,5424,0,0,0,0,0,159503,3141,516781,22688
8.978,2.120,88.778,0.125,0,8192,0,0,0,0,122,0,1.640,1.280,1.290,5284171776,2782457856,7908343808,11101851648,6294,7977,0,0,1,2,0,108527616,914878464,2557,6077,0,14080,181940,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,1,906,1473,1299,0,0,0,0,0,159503,3141,516485,22688
9,2.375,88.500,0.125,0,0,0,0,0,0,122,0,1.640,1.280,1.290,5268840448,2798047232,7908085760,11117486080,6549,7960,2,0,0,0,0,108527616,914878464,2452,5719,0,14080,181939,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,0,58,532,3165,0,0,0,0,0,159503,3141,520226,22688
8.385,4.380,87.109,0.125,0,0,7610368,0,0,0,123,0,1.640,1.280,1.290,5276934144,2797473792,7900549120,11150168064,6294,7958,2,0,8,0,90,108527616,914878464,2703,7425,0,14048,180802,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,0,1393,2912,5531,0,0,0,0,0,159503,3141,520087,22688
9.273,2.506,88.221,0,0,0,696320,0,0,0,130,0,1.500,1.260,1.280,5276794880,2797604864,7900557312,11150303232,8960,8894,0,0,0,0,8,108527616,914878464,2621,5993,0,14048,180802,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,0,1016,1646,1267,0,0,0,0,0,159503,3141,520178,22688
9.465,3.238,87.173,0.125,0,0,2170880,0,0,0,133,0,1.500,1.260,1.280,5278728192,2794610688,7901618176,11147317248,7907,8568,0,0,8,0,20,108527616,914878464,2691,6922,0,14080,180803,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,0,1972,2984,2405,0,0,0,0,0,159503,3141,519447,22688
9.512,2.503,87.985,0,0,0,0,0,0,0,168,0,1.500,1.260,1.280,5277470720,2796576768,7900909568,11149729792,7458,9364,0,0,0,0,0,108527616,914878464,2663,5915,0,14080,180815,0,0,5,83,12,13,82,0,1206,27,33,0,0,7,25,1,6,1,25,14,56,975,55,920,0,679,1208,2514,0,0,0,0,0,159503,3141,519927,22688
12.313,2.736,84.826,0.124,0,0,0,0,0,0,150,0,1.500,1.260,1.280,5276123136,2797850624,7900983296,11152035840,11544,12492,1,0,0,0,0,108527616,914878464,2773,7188,0,14112,180749,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,6,2,25,14,56,975,55,920,0,3685,5256,3613,0,0,0,0,0,159503,3141,520238,22688
9.726,3.865,86.284,0.125,0,0,14245888,0,0,0,126,0,1.500,1.260,1.280,5290999808,2780688384,7903260672,11138265088,6518,8280,0,0,8,0,1908,108527616,914878464,4070,12395,0,14144,180799,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,6,2,25,14,56,975,55,920,0,6649,10449,6509,0,0,0,0,0,159503,3141,516048,22688
8.783,3.388,87.829,0,0,0,0,0,0,0,137,0,1.460,1.260,1.280,5292224512,2779787264,7902937088,11137392640,7913,12330,1,0,0,0,0,108527616,914878464,2630,6664,0,14144,180799,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,275,668,1040,0,0,0,0,0,159503,3141,515828,22688
8.323,3.478,88.075,0.124,0,0,0,0,0,0,132,0,1.460,1.260,1.280,5293355008,2780946432,7900647424,11136262144,21786,9096,0,0,8,0,0,108527616,914878464,2582,6928,0,14112,180770,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,1341,1886,2425,0,0,0,0,0,159503,3141,516111,22688
9.170,2.974,87.856,0,0,0,0,0,0,0,122,0,1.460,1.260,1.280,5293170688,2781130752,7900647424,11136446464,6294,7982,0,0,0,0,0,108527616,914878464,2622,5907,0,14112,180770,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,64,519,658,0,0,0,0,0,159503,3141,516219,22688
9.926,2.481,87.469,0.124,0,0,0,0,0,0,164,0,1.460,1.260,1.280,5293871104,2780430336,7900647424,11135746048,6463,8128,0,0,0,0,0,108527616,914878464,2494,5802,0,14112,180771,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,442,943,507,0,0,0,0,0,159503,3141,515985,22688
8.864,4.370,86.017,0.749,0,0,6447104,0,0,0,117,0,1.460,1.260,1.280,5292867584,2780835840,7901245440,11116728320,6184,7764,1,0,9,0,100,108527616,914878464,3492,16047,0,15456,181837,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,19834,40179,28563,0,0,0,0,0,159503,3141,507275,22688
11.125,3.250,85.375,0.250,0,0,2596864,0,0,0,129,0,1.510,1.270,1.280,5389574144,2678247424,7907127296,11018002432,8417,10396,1,0,0,0,74,108527616,914878464,2836,28114,0,14080,181865,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,16165,20221,3370,0,0,0,0,0,159503,3141,491038,22688
9.887,2.378,87.735,0,0,0,0,0,0,0,127,0,1.510,1.270,1.280,5412417536,2652786688,7909744640,10995326976,6746,8263,0,0,8,0,0,108527616,914878464,2715,7849,0,14144,181915,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,6478,8437,2861,0,0,0,0,0,159503,3141,484822,22688
8.125,3,88.750,0.125,0,0,0,0,0,0,118,0,1.510,1.270,1.280,5412618240,2652844032,7909486592,10995384320,6184,7372,0,0,0,0,0,108527616,914878464,2493,5682,0,14144,181915,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,6,2,25,14,56,975,55,920,0,27,487,477,0,0,0,0,0,159503,3141,484836,22688
8.625,2.750,88.625,0,0,0,0,0,0,0,118,0,1.510,1.270,1.280,5413322752,2652139520,7909486592,11003101184,6424,8114,0,0,0,0,0,108527616,914878464,2377,5690,0,14112,181915,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,6,2,25,14,56,975,55,920,0,150,521,1493,0,0,0,0,0,159503,3141,484664,22688
7.885,3.504,88.486,0.125,0,0,0,0,0,0,162,0,1.510,1.270,1.280,5416456192,2651230208,7907262464,10999902208,6184,7906,0,0,8,0,0,108527616,914878464,2617,7029,0,14080,181888,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,6,2,25,14,56,975,55,920,0,1334,2448,1906,0,0,0,0,0,159503,3141,484335,22688
7.509,4.255,87.735,0.501,0,0,12328960,0,0,0,124,0,1.390,1.250,1.280,5421809664,2645946368,7907192832,10994618368,6857,8544,0,0,0,0,636,108527616,914878464,2719,6853,0,14112,181887,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,6,2,25,14,56,975,55,920,0,504,1941,2812,0,0,0,0,0,159503,3141,483152,22688
8.783,3.764,87.453,0,0,0,0,0,0,0,145,0,1.390,1.250,1.280,5420277760,2647207936,7907463168,10992640000,22730,13925,1,0,8,0,0,108527616,914878464,2784,7807,0,14080,181889,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,1404,2176,2862,0,0,0,0,0,159503,3141,483460,22688
11.375,2.125,86.375,0.125,0,0,0,0,0,0,136,0,1.390,1.250,1.280,5419483136,2646544384,7908921344,10999971840,9214,10112,1,0,0,0,0,108527616,914878464,2702,7047,0,14112,181922,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,1113,2002,2273,0,0,0,0,0,159503,3141,483298,22688
