"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/mem_socket_vm_tcp_net_load_raw_fs_io_swap.csv --mem --socket --vm --tcp --net --load --raw --fs --io --swap 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"memory usage",,,,"sockets",,,,,"virtual memory",,,,"tcp sockets",,,,,"net/total",,"load avg",,,"raw","filesystem",,"io/total",,"swap",
5250297856,2758656000,7965777920,11155718144,1203,27,33,0,0,0,1677,3409,3494,7,23,0,9,2,6463,8388,0.500,0.750,1,0,14112,183006,0,458,108527616,914878464
5252194304,2756173824,7966363648,11154448384,1203,27,33,0,0,0,3033,4182,2701,7,23,0,9,2,6566,8030,0.500,0.750,1,0,14080,183028,0,48,108527616,914878464
5250666496,2756112384,7967952896,11156062208,1203,27,33,0,0,0,236,1119,1158,7,23,0,9,2,6184,7836,0.500,0.750,1,0,14048,183033,0,0,108527616,914878464
5253283840,2753228800,7968219136,11153178624,1203,27,33,0,0,0,1157,1783,1224,7,23,0,8,2,6800,8320,0.460,0.730,0.990,0,14080,183033,0,0,108527616,914878464
5267705856,2738405376,7968620544,11137544192,1203,27,33,0,0,0,5774,7250,2215,7,23,0,8,2,6314,8146,0.460,0.730,0.990,0,14080,183034,0,0,108527616,914878464
5270437888,2741571584,7962710016,11132526592,1203,27,33,0,0,0,1525,3593,6980,7,23,0,9,2,23670,13847,0.460,0.730,0.990,0,14080,181923,0,488,108527616,914878464
5269762048,2744561664,7960395776,11133149184,1203,27,33,0,0,0,2237,2769,3419,7,23,0,9,2,6350,8032,0.460,0.730,0.990,0,14048,181904,0,24,108527616,914878464
5270282240,2743701504,7960735744,11132440576,1203,27,33,0,0,0,247,890,728,7,23,0,9,2,6882,7646,0.460,0.730,0.990,0,14048,181905,0,0,108527616,914878464
5259714560,2752876544,7962128384,11137384448,1203,27,33,0,0,0,3598,4544,5573,7,23,0,9,2,6351,8041,0.510,0.740,0.990,0,14080,181929,0,46,108527616,914878464
5261504512,2749353984,7963860992,11135623168,1203,27,33,0,0,0,1905,3255,2242,7,23,0,9,2,6628,8709,0.510,0.740,0.990,0,14080,181934,0,28,108527616,914878464
5261344768,2749255680,7964119040,11135545344,1203,27,33,0,0,0,1516,3413,3521,7,23,0,9,2,6663,7996,0.510,0.740,0.990,0,14080,181934,0,1676,108527616,914878464
5262761984,2748112896,7963844608,11134402560,1203,27,33,0,0,0,1516,2248,2883,7,23,0,9,2,6294,8232,0.510,0.740,0.990,0,14048,181932,0,0,108527616,914878464
5278961664,2732748800,7963009024,11119325184,1202,26,33,0,0,0,5982,7469,3305,7,23,0,9,1,6184,7833,0.510,0.740,0.990,0,14080,181930,0,0,108527616,914878464
5336174592,2677714944,7960829952,11089268736,1202,26,33,0,0,0,17928,36381,20265,7,23,0,8,1,6616,7994,0.470,0.720,0.990,0,15616,182967,0,0,108527616,914878464
5407891456,2600919040,7965908992,11017637888,1202,26,33,0,0,0,18787,22566,2765,7,23,0,8,1,6690,8423,0.470,0.720,0.990,0,14112,182972,0,42,108527616,914878464
5399396352,2607779840,7967543296,11046043648,1203,27,33,0,0,0,1674,3949,7156,7,22,1,8,2,7096,10075,0.470,0.720,0.990,0,14112,182996,0,60,108527616,914878464
5395714048,2610655232,7968350208,11043778560,1202,26,33,0,0,0,1769,2580,4350,7,23,0,9,1,23571,12215,0.470,0.720,0.990,0,14080,182999,0,0,108527616,914878464
5419827200,2586537984,7968354304,11019661312,1205,26,36,0,0,0,6264,6776,1290,7,23,0,9,1,6699,8757,0.470,0.720,0.990,0,14080,183002,0,0,108527616,914878464
5421223936,2586136576,7967358976,11017932800,1205,26,36,0,0,0,787,1308,1586,7,23,0,9,1,6184,8570,0.430,0.710,0.980,0,14048,182958,0,0,108527616,914878464
5433253888,2574819328,7966646272,11004329984,1205,26,36,0,0,0,7095,8654,4416,7,23,0,9,1,6591,9069,0.430,0.710,0.980,0,14112,182982,0,16,108527616,914878464
5417316352,2591305728,7966097408,11020599296,1205,26,36,0,0,0,1708,2166,6356,7,23,0,9,1,6630,9410,0.430,0.710,0.980,0,14080,182978,0,0,108527616,914878464
5421125632,2587332608,7966261248,11017043968,1205,26,36,0,0,0,3027,4640,3536,7,23,0,9,1,6184,7646,0.430,0.710,0.980,0,14080,182988,0,102,108527616,914878464
5418663936,2588725248,7967330304,11056242688,1202,26,33,0,0,0,3333,4365,5984,7,23,0,9,1,6294,7840,0.430,0.710,0.980,0,14144,183008,0,0,108527616,914878464
5416816640,2588598272,7969304576,11057590272,1202,26,33,0,0,0,1022,2016,1345,7,23,0,8,1,6857,8455,0.470,0.720,0.980,0,14112,183014,0,0,108527616,914878464
5412753408,2593181696,7968784384,11064049664,1202,26,33,0,0,0,731,1222,3859,7,23,0,8,1,7331,8855,0.470,0.720,0.980,0,14112,183013,0,26,108527616,914878464
5400551424,2605391872,7968792576,11063848960,1202,26,33,0,0,0,2196,2771,5374,7,23,0,8,1,6695,8747,0.470,0.720,0.980,0,14112,183013,0,0,108527616,914878464
5410717696,2598797312,7965220864,11053428736,1202,26,33,0,0,0,3005,4971,5218,7,23,0,9,1,11146,14815,0.470,0.720,0.980,0,14080,182943,0,154,108527616,914878464
5397680128,2610049024,7967006720,11037745152,1203,26,34,0,0,0,5624,7328,9583,7,23,0,9,1,22407,10226,0.470,0.720,0.980,0,14080,182990,0,0,108527616,914878464
5399040000,2608091136,7967604736,11043782656,1205,27,33,0,0,0,803,1957,1606,7,23,1,9,1,6940,7994,0.600,0.740,0.990,0,14080,183002,0,0,108527616,914878464
5398171648,2608803840,7967760384,11052240896,1205,27,33,0,0,0,2522,4512,3103,7,23,1,8,1,6604,8469,0.600,0.740,0.990,0,14080,183024,0,24,108527616,914878464
5395410944,2596868096,7982456832,11041697792,1205,27,33,0,0,0,2952,8138,4011,7,23,1,8,1,7054,8627,0.600,0.740,0.990,0,14112,183042,0,36,108527616,914878464
5397680128,2597142528,7979909120,11041984512,1205,27,33,0,0,0,1503,3557,4222,7,23,1,8,1,6448,8396,0.600,0.740,0.990,0,14112,183039,0,76,108527616,914878464
5399339008,2596331520,7979061248,11041173504,1205,27,33,0,0,0,387,1581,2163,7,23,1,8,1,6372,8088,0.600,0.740,0.990,0,14112,183031,0,0,108527616,914878464
5400883200,2597183488,7976665088,11039633408,1205,27,33,0,0,0,735,2047,2405,7,23,1,7,1,6746,8126,0.630,0.740,0.990,0,14112,183003,0,0,108527616,914878464
5413277696,2582695936,7978758144,11024134144,1205,27,33,0,0,0,5556,8250,6352,7,23,1,7,1,6580,8210,0.630,0.740,0.990,0,14144,183051,0,0,108527616,914878464
5416820736,2588790784,7969120256,11028787200,1205,27,33,0,0,0,1539,3069,5460,7,23,1,6,1,6294,8046,0.630,0.740,0.990,0,14080,183000,0,42,108527616,914878464
5403209728,2602000384,7969521664,11044921344,1205,27,33,0,0,0,3581,6785,8928,7,23,1,6,1,6184,8004,0.630,0.740,0.990,0,14080,183033,0,400,108527616,914878464
5402509312,2601177088,7971045376,11045826560,1205,27,33,0,0,0,354,2061,1691,7,23,1,7,1,20047,12388,0.630,0.740,0.990,0,14016,183039,0,0,108527616,914878464
5374930944,2628255744,7971545088,11155468288,1205,27,33,0,0,0,835,2817,9479,7,23,1,7,1,11616,13695,0.580,0.730,0.980,0,14016,183038,0,0,108527616,914878464
5376245760,2627399680,7971086336,11154415616,1209,29,33,0,0,0,595,2503,2281,7,22,3,7,2,11561,98159,0.580,0.730,0.980,0,13984,183042,0,0,108527616,914878464
5360562176,2643361792,7970807808,11154939904,1205,27,33,0,0,0,1689,3126,7096,7,21,1,7,3,19574,12766,0.580,0.730,0.980,0,13984,183036,0,16,108527616,914878464
5345574912,2667470848,7961673728,11169071104,1204,26,33,0,0,0,1553,4359,10145,7,21,1,7,2,6519,7907,0.580,0.730,0.980,0,14016,181852,0,542,108527616,914878464
5340073984,2671194112,7963451392,11153756160,1204,26,33,0,0,0,5559,8760,8341,7,21,1,7,2,7378,12846,0.580,0.730,0.980,0,14016,181899,0,0,108527616,914878464
5234012160,2775998464,7964708864,11157897216,1204,26,33,0,0,0,2210,3849,27082,7,21,1,7,2,6726,8663,0.610,0.740,0.980,0,14048,181921,0,0,108527616,914878464
5236703232,2772303872,7965712384,11155484672,1204,26,33,0,0,0,1405,3010,1888,7,21,1,7,2,6400,7752,0.610,0.740,0.980,0,14112,181936,0,0,108527616,914878464
5237297152,2771668992,7965753344,11154894848,1204,26,33,0,0,0,1988,3794,4093,7,21,1,7,2,6184,7788,0.610,0.740,0.980,0,14080,181936,0,0,108527616,914878464
5244473344,2766831616,7963631616,11147460608,1205,27,33,0,0,0,1514,6629,7715,7,22,2,6,1,6626,8944,0.610,0.740,0.980,0,14080,181924,0,142,108527616,914878464
5244624896,2765385728,7964925952,11145863168,1205,27,33,0,0,0,177,1838,1797,7,23,1,6,1,22967,13530,0.610,0.740,0.980,0,14048,181925,0,0,108527616,914878464
5245599744,2765996032,7963340800,11146473472,1202,26,33,0,0,0,415,936,1309,7,23,0,7,1,22111,13149,0.640,0.740,0.980,0,14048,181920,0,42,108527616,914878464
5263691776,2746298368,7964946432,11132375040,1202,26,33,0,0,0,6106,7720,1499,7,23,0,7,1,7885,8606,0.640,0.740,0.980,0,14080,181966,0,0,108527616,914878464
5264248832,2745864192,7964823552,11132690432,1202,26,33,0,0,0,2301,3511,3315,7,23,0,7,1,6463,8128,0.640,0.740,0.980,0,14080,181942,0,0,108527616,914878464
5288718336,2714742784,7971475456,11110662144,1202,26,33,0,0,0,37576,60037,53089,7,23,0,7,1,6294,7958,0.640,0.740,0.980,0,14112,183017,0,40,108527616,914878464
5290205184,2713620480,7971110912,11109646336,1202,26,33,0,0,0,380,733,1228,7,23,0,7,1,8307,8191,0.640,0.740,0.980,0,14112,183017,0,0,108527616,914878464
5290876928,2712948736,7971110912,11108974592,1202,26,33,0,0,0,688,1488,1004,7,23,0,7,1,6746,8126,0.590,0.730,0.980,0,14080,183017,0,42,108527616,914878464
5294620672,2711101440,7969214464,11104718848,1202,26,33,0,0,0,228,898,1359,7,23,0,7,1,33975,14835,0.590,0.730,0.980,0,14048,182990,0,0,108527616,914878464
5295263744,2710962176,7968710656,11104591872,1202,26,33,0,0,0,1696,2013,2035,7,23,0,7,1,10799,7811,0.590,0.730,0.980,0,14048,182996,0,0,108527616,914878464
5289783296,2717908992,7967244288,11109801984,1203,26,33,0,0,0,2084,3799,4722,7,23,0,6,1,13942,14955,0.590,0.730,0.980,0,14048,182944,0,134,108527616,914878464
5286658048,2718642176,7969636352,11113799680,1203,26,33,0,0,0,7668,9842,9651,7,23,0,6,1,6396,7745,0.590,0.730,0.980,0,14080,183012,0,0,108527616,914878464
5286408192,2716925952,7971602432,11113861120,1203,26,33,0,0,0,1527,2467,1841,7,23,0,6,1,6314,8141,0.620,0.730,0.980,0,14016,183018,0,0,108527616,914878464
5286883328,2716352512,7971700736,11116638208,1203,26,33,0,0,0,825,1384,745,7,23,0,7,1,23515,14088,0.620,0.730,0.980,0,14080,183028,0,0,108527616,914878464
5287890944,2715934720,7971110912,11116273664,1203,26,33,0,0,0,324,693,812,7,23,0,7,1,6463,8128,0.620,0.730,0.980,0,14080,183028,0,0,108527616,914878464
5293379584,2712768512,7968788480,11110408192,1203,26,33,0,0,0,2773,4559,4517,7,23,0,7,1,6314,7646,0.620,0.730,0.980,0,14080,182999,0,174,108527616,914878464
5289570304,2716008448,7969357824,11113607168,1203,26,33,0,0,0,172,855,1743,7,23,0,7,1,6294,7840,0.620,0.730,0.980,0,14080,183001,0,0,108527616,914878464
5290450944,2715648000,7968837632,11113250816,1203,26,33,0,0,0,931,1375,1306,7,23,0,7,1,6616,8602,0.740,0.750,0.980,0,14048,183000,0,0,108527616,914878464
5280968704,2723938304,7970025472,11175546880,1203,26,33,0,0,0,2144,4173,5999,7,23,0,7,1,6294,7840,0.740,0.750,0.980,0,14112,183022,0,0,108527616,914878464
5279322112,2723405824,7972204544,11176366080,1203,26,33,0,0,0,209,1262,657,7,23,0,7,1,6502,7646,0.740,0.750,0.980,0,14144,183028,0,0,108527616,914878464
5281206272,2703831040,7989895168,11156484096,1207,26,33,0,0,1,11995,16387,7641,7,23,0,6,1,6290,7788,0.740,0.750,0.980,0,14112,183123,2,28,108527616,914878464
5288124416,2698227712,7988580352,11151257600,1207,26,33,0,0,3,456,2029,3162,7,23,0,6,1,6406,7988,0.740,0.750,0.980,0,14144,183119,14,154,108527616,914878464
5293379584,2698129408,7983423488,11148816384,1207,26,33,0,0,0,494,959,2588,7,23,0,6,1,7253,8517,0.680,0.740,0.980,0,14144,183077,0,86,108527616,914878464
5296898048,2697289728,7980744704,11147714560,1208,27,33,0,0,0,309,955,1727,7,22,1,6,2,6649,8983,0.680,0.740,0.980,0,14144,183077,0,16,108527616,914878464
5293903872,2700304384,7980724224,11150671872,1207,26,33,0,0,0,172,680,1697,7,23,0,7,1,23566,12975,0.680,0.740,0.980,0,14112,183076,0,0,108527616,914878464
5234511872,2770812928,7969607680,11162628096,1208,26,33,0,0,0,3721,4831,22073,7,23,0,7,1,11660,13447,0.680,0.740,0.980,0,14112,183042,0,0,108527616,914878464
5253955584,2747449344,7973527552,11141652480,1208,26,33,0,0,0,6620,9635,3712,7,23,0,7,1,6633,7965,0.680,0.740,0.980,0,14080,183091,0,452,108527616,914878464
5274337280,2719703040,7980892160,11113934848,1224,26,33,0,0,0,21037,21667,10238,7,23,0,7,1,21746,153664,0.700,0.750,0.980,0,14144,183243,0,92,108527616,914878464
5283336192,2710933504,7980662784,11105382400,1224,26,33,0,0,0,11438,14453,15564,7,23,0,7,1,14328,9587,0.700,0.750,0.980,0,14176,183251,0,54,108527616,914878464
5283721216,2712776704,7978434560,11104870400,1224,26,33,0,0,0,517,3011,3823,7,23,0,7,1,6294,7977,0.700,0.750,0.980,0,14176,183222,0,0,108527616,914878464
5285163008,2711633920,7978135552,11103723520,1226,26,33,0,0,0,2868,3469,4309,7,23,0,6,1,6224,7828,0.700,0.750,0.980,0,14176,183232,0,0,108527616,914878464
5286281216,2711052288,7977598976,11103158272,1224,26,33,0,0,0,325,1805,2059,7,23,0,6,1,6314,7646,0.700,0.750,0.980,0,14176,183225,0,292,108527616,914878464
5288435712,2695725056,7990771712,11088617472,1224,26,33,0,0,0,4084,8100,3302,7,23,0,6,1,6645,8145,0.730,0.750,0.980,0,14144,183262,0,0,108527616,914878464
5303984128,2683510784,7987437568,11097681920,1224,26,33,0,0,0,7615,9439,5415,7,23,0,6,1,6184,8004,0.730,0.750,0.980,0,14176,182159,0,42,108527616,914878464
5307437056,2682294272,7985201152,11096539136,1224,26,33,0,0,1,752,1200,1323,7,23,0,7,1,8278,13052,0.730,0.750,0.980,0,14144,182156,4,0,108527616,914878464
5311098880,2678296576,7985537024,11092541440,1224,26,33,0,0,0,6229,7229,6148,7,23,0,7,1,32901,13380,0.730,0.750,0.980,0,14144,182160,0,0,108527616,914878464
5313273856,2678407168,7983251456,11090370560,1224,26,33,0,0,0,1086,4375,4786,7,23,0,7,1,6732,8252,0.730,0.750,0.980,0,14176,182131,0,1526,108527616,914878464
5309018112,2691596288,7974318080,11103559680,1224,26,33,0,0,0,1364,2447,4643,7,23,0,7,1,7107,9186,0.670,0.740,0.970,0,14176,182126,0,60,108527616,914878464
5305786368,2693525504,7975620608,11105243136,1224,26,33,0,0,0,767,1945,2065,7,23,0,7,1,9211,10875,0.670,0.740,0.970,0,14144,182127,0,0,108527616,914878464
5306789888,2693582848,7974559744,11103363072,1223,26,33,0,0,0,1041,1907,2230,7,23,0,7,1,6351,7696,0.670,0.740,0.970,0,14144,182148,0,0,108527616,914878464
5309476864,2689523712,7975931904,11100196864,1223,26,33,0,0,0,2129,3280,3179,7,23,0,7,1,6502,8088,0.670,0.740,0.970,0,14176,182111,0,0,108527616,914878464
5318107136,2679947264,7976878080,11091406848,1223,26,33,0,0,0,6168,8377,6102,7,23,0,6,1,6396,8175,0.670,0.740,0.970,0,14144,182151,0,38,108527616,914878464
5319311360,2678755328,7976865792,11090206720,1223,26,33,0,0,0,369,872,776,7,23,0,6,1,6294,7703,0.690,0.740,0.970,0,14144,182152,0,20,108527616,914878464
5411811328,2582908928,7980212224,10977730560,1217,26,33,0,0,0,36979,58624,32619,7,23,0,6,1,6437,8199,0.690,0.740,0.970,0,14176,183126,0,0,108527616,914878464
5414944768,2582335488,7977652224,10990178304,1217,26,33,0,0,0,881,1380,3124,7,23,0,6,1,6901,8833,0.690,0.740,0.970,0,14176,183126,0,0,108527616,914878464
5415649280,2582216704,7977066496,10989891584,1217,26,33,0,0,0,1489,2478,2566,7,23,0,7,1,24684,15296,0.690,0.740,0.970,0,14144,183124,0,110,108527616,914878464
5418401792,2579320832,7977209856,11002245120,1217,26,33,0,0,0,2868,4140,3553,7,23,0,7,1,6314,7646,0.690,0.740,0.970,0,14144,183148,0,88,108527616,914878464
5416316928,2578415616,7980199936,11004780544,1217,26,33,0,0,0,260,1469,1028,7,23,0,7,1,6616,8268,0.720,0.750,0.980,0,14144,183153,0,0,108527616,914878464
5430054912,2564472832,7980404736,11010809856,1217,26,33,0,0,0,5968,7595,1964,7,23,0,7,1,6690,8286,0.720,0.750,0.980,0,14112,183153,0,0,108527616,914878464
5433118720,2561982464,7979827200,11008204800,1217,26,33,0,0,0,574,1353,1165,7,23,0,7,1,6184,7764,0.720,0.750,0.980,0,14112,183153,0,8,108527616,914878464
5430525952,2566455296,7977947136,11008405504,1213,26,33,0,0,0,1677,2297,6160,7,23,0,7,1,6294,7840,0.720,0.750,0.980,0,14080,183106,0,36,108527616,914878464
5430640640,2568650752,7975636992,11013398528,1213,26,33,0,0,0,1482,3371,4343,7,23,0,7,1,6184,7646,0.720,0.750,0.980,0,14080,183079,0,224,108527616,914878464
5431459840,2567876608,7975591936,11012644864,1213,26,33,0,0,0,804,1739,1798,7,23,0,7,1,8101,12157,0.740,0.750,0.980,0,14080,183078,0,0,108527616,914878464
5414666240,2585120768,7975141376,11013804032,1213,26,33,0,0,0,2368,3174,6554,7,23,0,6,1,6294,7840,0.740,0.750,0.980,0,14080,183101,0,0,108527616,914878464
5410635776,2586636288,7977656320,11018309632,1212,26,33,0,0,0,1042,1994,1681,7,23,0,6,1,6463,8246,0.740,0.750,0.980,0,14080,183105,0,0,108527616,914878464
5411364864,2585149440,7978414080,11016871936,1213,27,33,0,0,0,2341,3678,2820,7,22,1,6,2,10412,95865,0.740,0.750,0.980,0,14080,183107,0,24,108527616,914878464
5422718976,2573094912,7979114496,11007832064,1211,26,33,0,0,0,6581,9660,8169,7,23,0,7,1,23217,12904,0.740,0.750,0.980,0,14112,183106,0,62,108527616,914878464
5421711360,2577342464,7975874560,11009724416,1210,26,33,0,0,0,456,1624,2843,7,23,0,7,1,8787,13038,0.680,0.740,0.970,0,14080,183080,0,102,108527616,914878464
5400252416,2602704896,7971971072,11025506304,1202,26,33,0,0,0,992,1310,8973,7,23,0,7,1,6424,7977,0.680,0.740,0.970,0,14080,183005,0,0,108527616,914878464
5400911872,2602303488,7971713024,11025121280,1202,26,33,0,0,0,224,719,682,7,23,0,7,1,6442,8082,0.680,0.740,0.970,0,14112,183005,0,0,108527616,914878464
5376909312,2626523136,7971495936,11153047552,1202,26,33,0,0,0,1678,2514,8338,7,23,0,7,1,6226,7826,0.680,0.740,0.970,0,14080,183028,0,0,108527616,914878464
5375610880,2625540096,7973777408,11154771968,1202,26,33,0,0,0,1508,2696,2049,7,23,0,7,1,6294,7840,0.680,0.740,0.970,0,14080,183033,0,0,108527616,914878464
5374881792,2626064384,7973982208,11155324928,1202,26,33,0,0,0,762,1937,1816,7,23,0,7,1,6184,7646,0.630,0.720,0.970,0,14080,183033,0,530,108527616,914878464
5377646592,2622894080,7974387712,11151876096,1202,26,33,0,0,0,4850,6476,2248,7,23,0,6,1,6461,8027,0.630,0.720,0.970,0,14016,183032,0,0,108527616,914878464
5381263360,2622005248,7971659776,11148558336,1202,26,33,0,0,0,209,702,1461,7,23,0,6,1,6593,8128,0.630,0.720,0.970,0,14048,183004,0,0,108527616,914878464
5383958528,2619535360,7971434496,11146588160,1202,26,33,0,0,0,2008,2591,2045,7,23,0,6,1,6184,7646,0.630,0.720,0.970,0,14048,183014,0,0,108527616,914878464
5385256960,2617942016,7971729408,11145043968,1201,25,33,0,0,0,1672,2358,2239,7,21,0,7,2,8313,12842,0.630,0.720,0.970,0,14048,183014,0,64,108527616,914878464
5262942208,2739884032,7972102144,11150176256,1201,25,33,0,0,0,882,2984,31968,7,21,0,7,2,22308,9536,0.660,0.730,0.970,0,14080,183038,0,452,108527616,914878464
5262831616,2738036736,7974060032,11152084992,1204,25,33,0,0,0,550,1624,841,7,21,1,7,2,7102,8412,0.660,0.730,0.970,0,14112,183045,0,0,108527616,914878464
5262176256,2738552832,7974199296,11152666624,1204,25,33,0,0,0,297,944,1070,7,21,1,7,2,38103,14808,0.660,0.730,0.970,0,14080,183047,0,0,108527616,914878464
5262221312,2738110464,7974596608,11152240640,1201,25,33,0,0,1,3051,3112,2936,7,21,0,7,2,6956,8325,0.660,0.730,0.970,0,14048,183088,6,14,108527616,914878464
5284700160,2716393472,7973834752,11134238720,1201,25,33,0,0,0,7114,8857,3964,7,21,0,7,2,6678,8449,0.660,0.730,0.970,0,14080,183104,0,0,108527616,914878464
5284679680,2718412800,7971835904,11134783488,1201,25,33,0,0,0,333,1827,2382,7,21,0,7,2,6184,7920,0.610,0.720,0.960,0,14080,183057,0,78,108527616,914878464
5262741504,2745475072,7966695424,11146121216,1202,25,33,0,0,0,522,1650,8995,7,21,0,6,2,12171,52204,0.610,0.720,0.960,0,14080,181958,0,0,108527616,914878464
5247172608,2760687616,7967051776,11156807680,1203,25,33,0,0,0,2084,2832,7339,7,21,0,6,2,6841,11858,0.610,0.720,0.960,0,14080,181983,0,0,108527616,914878464
5243789312,2760810496,7970312192,11159310336,1203,25,33,0,0,0,2604,4826,3771,7,21,0,6,2,14469,17616,0.610,0.720,0.960,0,14048,181988,0,28,108527616,914878464
5244981248,2759626752,7970304000,11158183936,1203,25,33,0,0,0,2017,2612,2308,7,21,0,6,2,6184,7646,0.610,0.720,0.960,0,14048,181987,0,0,108527616,914878464
5249220608,2756669440,7969005568,11155251200,1203,25,33,0,0,0,402,2862,3277,7,21,0,7,2,23907,14172,0.640,0.720,0.960,0,14048,181987,0,1722,108527616,914878464
5267185664,2740781056,7966928896,11149541376,1203,25,33,0,0,0,5738,7335,2910,7,21,0,7,2,6314,7772,0.640,0.720,0.960,0,14048,181961,0,0,108527616,914878464
5256896512,2750697472,7967297536,11163774976,1203,25,33,0,0,0,226,734,3244,7,21,0,7,2,6294,7982,0.640,0.720,0.960,0,14016,181961,0,0,108527616,914878464
5252579328,2755604480,7966707712,11161284608,1203,25,33,0,0,0,2750,4212,5567,7,21,0,7,2,6184,8004,0.640,0.720,0.960,0,14016,181968,0,32,108527616,914878464
5397491712,2605481984,7971917824,11017674752,1203,25,33,0,0,0,38727,59948,22230,7,21,0,7,2,6184,7764,0.640,0.720,0.960,0,14112,183052,0,0,108527616,914878464
5397417984,2603077632,7974395904,11017342976,1203,25,33,0,0,0,1379,2939,1859,7,21,0,7,2,6517,8309,0.830,0.760,0.970,0,14080,183057,0,134,108527616,914878464
5398544384,2601492480,7974854656,11061555200,1206,25,36,0,0,0,303,1055,966,7,21,0,7,2,7272,8604,0.830,0.760,0.970,0,14080,183061,0,0,108527616,914878464
5399928832,2600370176,7974592512,11060465664,1203,25,33,0,0,0,216,1625,2123,7,21,0,6,2,8502,9811,0.830,0.760,0.970,0,14048,183072,0,0,108527616,914878464
5396299776,2608013312,7970578432,11057266688,1205,26,33,0,0,0,1530,2596,5250,7,23,0,6,1,14935,18259,0.830,0.760,0.970,0,14080,182992,0,42,108527616,914878464
5410615296,2592133120,7972143104,11039723520,1205,26,33,0,0,0,7379,9082,3787,7,23,0,6,1,21876,10052,0.830,0.760,0.970,0,14112,183035,0,0,108527616,914878464
5411000320,2591326208,7972564992,11044929536,1206,27,33,0,0,0,790,2375,2808,7,22,1,6,2,7024,9314,0.920,0.780,0.980,0,14112,183034,0,176,108527616,914878464
5363531776,2639151104,7972208640,11151831040,1205,26,33,0,0,0,1439,2388,13956,7,23,0,7,1,23589,12988,0.920,0.780,0.980,0,14112,183066,0,28,108527616,914878464
5361496064,2638667776,7974727680,11154554880,1205,26,33,0,0,0,473,1589,681,7,23,0,7,1,6314,7925,0.920,0.780,0.980,0,14112,183071,0,0,108527616,914878464
5362544640,2637279232,7975067648,11153207296,1205,26,33,0,0,0,4027,4698,4389,7,23,0,7,1,6721,8067,0.920,0.780,0.980,0,14048,183072,0,0,108527616,914878464
5365583872,2636374016,7972933632,11149910016,1208,26,36,0,0,0,1914,2539,3639,7,23,0,7,1,6565,9534,0.920,0.780,0.980,0,14048,183046,0,0,108527616,914878464
5364322304,2638258176,7972311040,11151761408,1208,26,36,0,0,0,1023,2696,2631,7,23,0,7,1,6565,9464,0.930,0.790,0.980,0,14048,183045,0,448,108527616,914878464
5359329280,2643128320,7972433920,11142062080,1208,26,36,0,0,0,8139,10330,11159,7,23,0,7,1,9266,11074,0.930,0.790,0.980,0,14048,183050,0,302,108527616,914878464
5359693824,2641408000,7973789696,11140464640,1208,26,36,0,0,0,370,1087,837,7,23,0,7,1,6761,9052,0.930,0.790,0.980,0,14048,183052,0,0,108527616,914878464
5356249088,2644525056,7974117376,11142807552,1208,26,36,0,0,0,3434,3983,3599,7,23,0,7,1,6592,7840,0.930,0.790,0.980,0,14048,183073,0,14,108527616,914878464
5250105344,2749378560,7975407616,11151720448,1205,26,33,0,0,0,1942,3328,28826,7,23,0,6,1,6270,8004,0.930,0.790,0.980,0,14080,183071,0,0,108527616,914878464
5250736128,2748981248,7975174144,11147124736,1205,26,33,0,0,0,628,1552,2260,7,23,0,6,1,6746,8263,0.930,0.790,0.980,0,14048,183070,0,54,108527616,914878464
5231161344,2768080896,7975649280,11165376512,1205,26,33,0,0,0,362,876,5027,7,23,0,7,1,8251,12739,0.930,0.790,0.980,0,14016,182983,0,0,108527616,914878464
