"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/net_mem_sys_fs_time_vm-adv_socket_aio.csv --net --mem --sys --fs --time --vm-adv --socket --aio 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"net/total",,"memory usage",,,,"system",,"filesystem",,"system","advanced virtual memory",,,,,"sockets",,,,,"async"
6424,7977,5399773184,2603720704,7971434496,11026522112,2896,6508,14080,183003,Mar-23 13:51:27,0,0,0,0,0,1202,26,33,0,0,0
6442,7945,5400915968,2602299392,7971713024,11025117184,2549,5838,14112,183005,Mar-23 13:51:28,0,0,0,0,0,1202,26,33,0,0,0
6184,7764,5376409600,2627022848,7971495936,11153547264,2666,7684,14080,183027,Mar-23 13:51:29,0,0,0,0,0,1202,26,33,0,0,0
6336,7902,5375868928,2625282048,7973777408,11154513920,2720,7818,14080,183033,Mar-23 13:51:30,0,0,0,0,0,1202,26,33,0,0,0
6184,7783,5374386176,2626826240,7973715968,11156086784,2640,6044,14080,183032,Mar-23 13:51:31,0,0,0,0,0,1202,26,33,0,0,0
6351,7833,5377646592,2622894080,7974387712,11151872000,2709,6237,14016,183032,Mar-23 13:51:32,0,0,0,0,0,1202,26,33,0,0,0
6703,8322,5378867200,2622005248,7974055936,11150954496,2428,5694,14048,183031,Mar-23 13:51:33,0,0,0,0,0,1202,26,33,0,0,0
6184,7509,5383958528,2619535360,7971434496,11146588160,2675,7045,14048,183014,Mar-23 13:51:34,0,0,0,0,0,1202,26,33,0,0,0
8313,12724,5385048064,2618417152,7971463168,11145519104,2762,7884,14048,183013,Mar-23 13:51:35,0,0,0,0,0,1201,25,33,0,0,0
22043,9467,5262696448,2740129792,7972102144,11150155776,2876,6720,14080,183038,Mar-23 13:51:36,0,0,0,0,0,1201,25,33,0,0,0
6845,8485,5262831616,2738036736,7974060032,11152084992,2500,6671,14112,183043,Mar-23 13:51:37,0,0,0,0,0,1202,25,34,0,0,0
38413,14808,5262176256,2738552832,7974199296,11152666624,2769,6851,14080,183047,Mar-23 13:51:38,0,0,0,0,0,1204,25,33,0,0,0
7168,8576,5262221312,2738110464,7974596608,11152240640,2664,7057,14080,183088,Mar-23 13:51:39,0,0,0,0,0,1201,25,33,0,0,0
6678,8449,5284700160,2716393472,7973834752,11134234624,2628,7323,14080,183104,Mar-23 13:51:40,0,0,0,0,0,1201,25,33,0,0,0
6184,7646,5284679680,2718412800,7971835904,11134783488,2645,5937,14080,183057,Mar-23 13:51:41,0,0,0,0,0,1201,25,33,0,0,0
12171,52341,5262716928,2745733120,7966461952,11146379264,2634,6063,14080,181957,Mar-23 13:51:42,0,0,0,0,0,1202,25,33,0,0,0
6573,8440,5247180800,2761203712,7966527488,11157323776,2615,6246,14080,181981,Mar-23 13:51:43,0,0,0,0,0,1202,25,33,0,0,0
14737,21171,5243822080,2761842688,7969247232,11160342528,2788,8545,14048,181987,Mar-23 13:51:44,0,0,0,0,0,1203,25,33,0,0,0
6184,7646,5245247488,2759360512,7970304000,11157917696,2755,7030,14048,181987,Mar-23 13:51:45,0,0,0,0,0,1203,25,33,0,0,0
23031,14172,5248761856,2757128192,7969005568,11155709952,3932,11634,14048,181987,Mar-23 13:51:46,0,0,0,0,0,1203,25,33,0,0,0
7190,7772,5267451904,2740781056,7966662656,11149541376,2854,6192,14048,181959,Mar-23 13:51:47,0,0,0,0,0,1203,25,33,0,0,0
6294,7982,5256896512,2750697472,7967297536,11163774976,2587,5780,14016,181961,Mar-23 13:51:48,0,0,0,0,0,1203,25,33,0,0,0
6184,7867,5258412032,2749771776,7966707712,11163172864,2687,6859,14048,181958,Mar-23 13:51:49,0,0,0,0,0,1203,25,33,0,0,0
6184,7764,5396975616,2605998080,7971917824,11018190848,3705,37617,14112,183052,Mar-23 13:51:50,0,0,0,0,0,1203,25,33,0,0,0
6517,8309,5397164032,2603331584,7974395904,11017596928,2710,7013,14080,183057,Mar-23 13:51:51,0,0,0,0,0,1203,25,33,0,0,0
7272,8604,5398544384,2601492480,7974854656,11061555200,2536,5719,14080,183061,Mar-23 13:51:52,0,0,0,0,0,1206,25,36,0,0,0
8502,9811,5399928832,2600370176,7974592512,11060465664,2662,5886,14048,183072,Mar-23 13:51:53,0,0,0,0,0,1203,25,33,0,0,0
14935,18396,5396303872,2608013312,7970574336,11057266688,2733,8030,14080,182992,Mar-23 13:51:54,0,0,0,0,0,1205,26,33,0,0,0
21876,9778,5410881536,2592133120,7971876864,11039723520,2658,7476,14144,183034,Mar-23 13:51:55,0,0,0,0,0,1205,26,33,0,0,0
6726,8320,5410717696,2591608832,7972564992,11045212160,2705,6284,14112,183032,Mar-23 13:51:56,0,0,0,0,0,1205,26,33,0,0,0
23887,14256,5363531776,2639151104,7972208640,11151294464,2998,7650,14112,183066,Mar-23 13:51:57,0,0,0,0,0,1205,26,33,0,0,0
6314,7925,5361496064,2638667776,7974727680,11154554880,2584,6913,14112,183071,Mar-23 13:51:58,0,0,0,0,0,1205,26,33,0,0,0
6334,7743,5362810880,2637279232,7974801408,11153207296,2825,7066,14048,183071,Mar-23 13:51:59,0,0,0,0,0,1205,26,33,0,0,0
6952,9721,5363187712,2636374016,7975329792,11152306176,2824,7199,14048,183074,Mar-23 13:52:00,0,0,0,0,0,1208,26,36,0,0,0
6565,9483,5364322304,2638258176,7972311040,11151761408,2622,6095,14048,183045,Mar-23 13:52:01,0,0,0,0,0,1208,26,36,0,0,0
9266,11192,5359329280,2643128320,7972433920,11142029312,3098,9408,14048,183050,Mar-23 13:52:02,0,0,0,0,0,1208,26,36,0,0,0
6655,9052,5360508928,2641924096,7972458496,11140980736,2499,5661,14048,183050,Mar-23 13:52:03,0,0,0,0,0,1208,26,36,0,0,0
6698,7840,5356249088,2644525056,7974117376,11142795264,2773,7540,14048,183073,Mar-23 13:52:04,0,0,0,0,0,1208,26,36,0,0,0
6270,7867,5250105344,2749378560,7975407616,11151720448,2736,7936,14080,183071,Mar-23 13:52:05,0,0,0,0,0,1205,26,33,0,0,0
6746,8126,5250482176,2749235200,7975174144,11147378688,2479,5945,14048,183070,Mar-23 13:52:06,0,0,0,0,0,1205,26,33,0,0,0
8251,12876,5246619648,2752622592,7975649280,11149918208,2707,6551,14048,183072,Mar-23 13:52:07,0,0,0,0,0,1205,26,33,0,0,0
