"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --bytes --time --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --output dstat/data/csv/dool/all.csv 1 600",,,,"Date:","22 Mar 2023 21:22:03 -03"
"system","total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
"time","usr","sys","idl","wai","stl","read","writ","in","out","138","139","140","1m","5m","15m","used","free","cach","avai","recv","send","run","blk","new","read","writ","used","free","int","csw","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH"
Mar-22 21:29:35,7.286,1.508,90.955,0.251,0,0,122880,0,0,0,16,0,0.860,4.150,4.510,3342368768,1995177984,10548998144,12773797888,0,0,0,0,0,0,20,1835008,1021571072,1424,2179,0,13184,349691,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,11,0,6,3,17,6,56,868,54,814,0,285,465,307,0,0,0,0,0,303844,3141,179932,22176,
Mar-22 21:29:36,7.431,2.015,90.428,0.126,0,0,303104,0,0,0,56,0,0.860,4.150,4.510,3341905920,1995550720,10549088256,12774182912,19793,10943,0,0,8,0,54,1835008,1021571072,1927,4693,0,13184,349695,0,0,6,56,12,10,58,0,1077,21,19,0,0,7,13,0,7,3,17,6,56,870,54,816,0,1440,1637,1633,0,0,0,0,0,303844,3141,180023,22176,
Mar-22 21:29:37,8.156,1.757,89.962,0.125,0,0,0,0,0,0,37,0,0.860,4.150,4.510,3342376960,1995079680,10549088256,12773687296,12758,6059,0,0,0,0,0,1835008,1021571072,1648,2604,0,13184,349696,0,0,6,56,12,10,58,0,1077,21,19,0,0,7,13,0,7,3,17,6,56,870,54,816,0,328,213,224,0,0,0,0,0,303844,3141,179908,22176,
Mar-22 21:29:38,6.801,2.393,90.806,0,0,0,0,0,0,0,52,0,0.860,4.150,4.510,3342475264,1994973184,10549096448,12773588992,12438,5433,0,0,8,0,0,1835008,1021571072,1728,3947,0,13184,349696,0,0,6,56,12,10,58,0,1077,21,19,0,0,7,13,0,7,3,17,6,56,870,54,816,0,1309,1526,1528,0,0,0,0,0,303844,3141,179882,22176,
Mar-22 21:29:39,7.431,1.637,90.806,0.126,0,0,0,0,0,0,38,0,0.790,4.080,4.490,3342639104,1994801152,10549104640,12773416960,12067,4377,0,0,1,0,0,1835008,1021571072,1676,3314,0,13184,349702,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,11,0,7,3,17,6,56,868,54,814,0,585,664,855,0,0,0,0,0,303844,3141,179910,22176,
Mar-22 21:29:40,7.644,1.378,90.727,0.251,0,0,0,0,0,0,39,0,0.790,4.080,4.490,3342053376,1995345920,10549145600,12773933056,28437,3909,0,0,0,0,0,1835008,1021571072,1559,2479,0,13184,349702,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,11,0,7,3,17,6,56,868,54,814,0,114,352,384,0,0,0,0,0,303844,3141,179973,22176,
Mar-22 21:29:41,6.700,2.023,90.771,0.506,0,0,1294336,0,0,0,17,0,0.790,4.080,4.490,3191939072,2151858176,10542747648,12772298752,56,74,0,0,8,0,26,1835008,1021571072,1605,3684,0,13184,348581,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,11,0,6,3,17,6,56,868,54,814,0,1657,1838,40635,0,0,0,0,0,303844,3141,218184,22176,
Mar-22 21:29:42,7.683,1.385,90.680,0.252,0,0,3260416,0,0,0,16,0,0.790,4.080,4.490,3192700928,2151186432,10542657536,12771512320,3335,120,0,0,0,0,472,1835008,1021571072,1655,2839,0,13184,348581,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,11,0,6,3,17,6,56,868,54,814,0,66,644,623,0,0,0,0,0,303844,3141,218020,22176,
Mar-22 21:29:43,7.431,1.763,90.806,0,0,0,0,0,0,0,15,0,0.790,4.080,4.490,3192918016,2150969344,10542657536,12772347904,0,0,1,0,8,0,0,1835008,1021571072,1647,3478,0,13184,348591,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,11,0,6,3,17,6,56,868,54,814,0,1462,1659,1463,0,0,0,0,0,303844,3141,217967,22176,
Mar-22 21:29:44,8.030,1.506,90.339,0.125,0,0,0,0,0,0,44,0,0.730,4.010,4.460,3193778176,2150014976,10542751744,12771426304,167,187,0,0,0,0,0,1835008,1021571072,1577,2587,0,13184,348591,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,11,0,6,3,17,6,56,868,54,814,0,119,214,265,0,0,0,0,0,303844,3141,217734,22176,
Mar-22 21:29:45,6.633,1.252,92.115,0,0,0,0,0,0,0,15,0,0.730,4.010,4.460,3193778176,2150014976,10542751744,12771426304,0,0,0,0,0,0,0,1835008,1021571072,1342,2168,0,13184,348591,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,11,0,6,3,17,6,56,868,54,814,0,361,226,197,0,0,0,0,0,303844,3141,217734,22176,
Mar-22 21:29:46,6.345,1.269,92.132,0.254,0,0,1794048,0,0,0,18,0,0.730,4.010,4.460,3194130432,2149666816,10542747648,12771344384,298,1707,1,0,4,0,30,1835008,1021571072,1672,4199,0,13184,348616,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,11,0,7,3,17,6,56,868,54,814,0,2250,2997,2149,0,0,0,0,0,303844,3141,217649,22176,
Mar-22 21:29:47,7.769,1.880,90.226,0.125,0,0,0,0,0,0,34,0,0.730,4.010,4.460,3194081280,2149543936,10542919680,12771307520,16963,4233,0,0,4,0,0,1835008,1021571072,1679,3039,0,13184,348611,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,11,0,7,3,17,6,56,868,54,814,0,46,202,197,0,0,0,0,0,303844,3141,217619,22176,
Mar-22 21:29:48,7.528,1.882,90.590,0,0,0,0,0,0,0,15,0,0.730,4.010,4.460,3194056704,2149568512,10542919680,12771332096,0,0,0,0,8,0,0,1835008,1021571072,1701,3736,0,13152,348611,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,11,0,7,3,17,6,56,868,54,814,0,1412,1531,1531,0,0,0,0,0,303844,3141,217625,22176,
Mar-22 21:29:49,7.915,1.131,90.829,0.126,0,0,0,0,0,0,18,0,0.670,3.940,4.440,3194753024,2148859904,10542931968,12770635776,167,187,0,0,0,0,0,1835008,1021571072,1519,2413,0,13152,348611,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,11,0,7,3,17,6,56,868,54,814,0,331,197,193,0,0,0,0,0,303844,3141,217452,22176,
Mar-22 21:29:50,13.551,0.753,85.571,0.125,0,0,2072576,0,0,0,74,0,0.670,3.940,4.440,3212460032,2131152896,10542931968,12752396288,9738,4928,1,0,0,0,70,1835008,1021571072,1765,3076,0,13152,348622,0,0,6,56,12,10,58,0,1074,19,19,0,0,7,11,0,7,3,17,7,56,868,54,814,0,7223,8447,1955,0,0,0,0,0,303844,3141,213003,22176,
Mar-22 21:29:51,7.585,2.402,89.633,0.379,0,0,56532992,0,0,0,20,0,0.670,3.940,4.440,3177480192,2165993472,10543071232,12787347456,424,0,0,0,1,0,238,1835008,1021571072,1654,2488,0,13152,348632,0,0,6,56,12,10,58,0,1074,19,19,0,0,7,11,0,7,3,17,7,56,868,54,814,0,15152,28810,34845,0,0,0,0,0,303844,3141,221635,22176,
Mar-22 21:29:52,7.692,2.018,90.164,0.126,0,0,663552,0,0,0,15,0,0.670,3.940,4.440,3178754048,2164719616,10543071232,12786053120,0,0,0,0,8,0,22,1835008,1021571072,1715,3626,0,13152,348632,0,0,6,56,12,10,58,0,1074,19,19,0,0,7,11,0,7,3,17,7,56,868,54,814,0,1414,1590,1617,0,0,0,0,0,303844,3141,221324,22176,
Mar-22 21:29:53,7.779,1.882,90.213,0.125,0,0,0,0,0,0,15,0,0.670,3.940,4.440,3179667456,2163761152,10543116288,12786036736,0,0,0,0,8,0,0,1835008,1021571072,1685,3452,0,13152,348642,0,0,6,56,12,10,58,0,1074,19,19,0,0,7,11,0,7,3,17,7,56,868,54,814,0,1648,1563,1851,0,0,0,0,0,303844,3141,221090,22176,
Mar-22 21:29:54,6.792,2.264,90.943,0,0,0,0,0,0,0,18,0,0.610,3.880,4.410,3181948928,2161479680,10543116288,12783755264,396,446,0,0,0,0,0,1835008,1021571072,1569,2353,0,13152,348642,0,0,6,56,12,10,58,0,1074,19,19,0,0,7,11,0,6,3,17,7,56,868,54,814,0,61,258,18147,0,0,0,0,0,303844,3141,220533,22176,
Mar-22 21:29:55,7.615,1.248,91.011,0.125,0,0,0,0,0,0,18,0,0.610,3.880,4.410,3182194688,2161233920,10543116288,12783509504,167,187,0,0,0,0,0,1835008,1021571072,1495,2358,0,13152,348642,0,0,6,56,12,10,58,0,1074,19,19,0,0,7,11,0,6,3,17,7,56,868,54,814,0,47,199,195,0,0,0,0,0,303844,3141,220473,22176,
Mar-22 21:29:56,6.801,0.882,92.065,0.252,0,0,0,0,0,0,33,0,0.610,3.880,4.410,3183157248,2160271360,10543116288,12782546944,0,0,0,0,0,0,0,1835008,1021571072,1477,2437,0,13152,348642,0,0,6,56,12,10,58,0,1074,19,19,0,0,7,11,0,6,3,17,7,56,868,54,814,0,117,216,226,0,0,0,0,0,303844,3141,220238,22176,
Mar-22 21:29:57,8.323,2.144,89.155,0.378,0,0,163840,0,0,0,27,0,0.610,3.880,4.410,3183902720,2159534080,10543108096,12781809664,1209,3192,0,0,8,0,18,1835008,1021571072,1803,4528,0,13152,348643,0,0,6,56,12,10,58,0,1074,19,19,0,0,7,11,0,7,3,17,7,56,868,54,814,0,1679,1608,1592,0,0,0,0,0,303844,3141,220058,22176,
Mar-22 21:29:58,9.079,3.405,87.516,0,0,0,0,0,0,0,43,0,0.610,3.880,4.410,3386613760,1950859264,10549071872,12578164736,17449,6289,0,0,8,0,0,1835008,1021571072,3067,37465,0,13120,349713,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,13,0,7,2,17,7,56,868,54,814,0,52999,74894,22564,0,0,0,0,0,303844,3141,168986,22176,
Mar-22 21:29:59,7.296,1.635,90.943,0.126,0,0,0,0,0,0,32,0,0.640,3.830,4.400,3401342976,1935376384,10549825536,12564705280,15938,3514,0,0,0,0,0,1835008,1021571072,1796,3277,0,13152,349759,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,13,0,7,2,17,7,56,868,54,814,0,3568,4694,1182,0,0,0,0,0,303844,3141,165332,22176,
Mar-22 21:30:00,7.635,1.502,90.864,0,0,0,0,0,0,0,15,0,0.640,3.830,4.400,3400957952,1935917056,10549669888,12565245952,0,0,0,0,0,0,0,1835008,1021571072,1600,2475,0,13152,349768,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,13,0,7,2,17,7,56,868,54,814,0,324,474,296,0,0,0,0,0,303844,3141,165464,22176,
Mar-22 21:30:01,7.403,2.384,90.088,0.125,0,0,0,0,0,0,17,0,0.640,3.830,4.400,3401027584,1935695872,10549821440,12565073920,0,0,1,0,9,0,0,1835008,1021571072,1627,4851,0,13152,349771,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,13,0,7,2,17,7,56,868,54,814,0,2234,1744,1730,0,0,0,0,0,303844,3141,165475,22176,
Mar-22 21:30:02,8.281,2.133,89.335,0.251,0,0,0,0,0,0,63,0,0.640,3.830,4.400,3401461760,1935261696,10549821440,12564545536,0,358,0,0,9,0,0,1835008,1021571072,1915,3971,0,13152,349768,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,13,0,7,2,17,7,56,868,54,814,0,1424,1593,1631,0,0,0,0,0,303844,3141,165304,22176,
Mar-22 21:30:03,7.654,1.882,90.088,0.376,0,0,2359296,0,0,0,16,0,0.640,3.830,4.400,3401863168,1934807040,10549874688,12564090880,0,0,1,0,5,0,22,1835008,1021571072,1626,3230,0,13152,349774,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,13,0,7,2,17,7,56,868,54,814,0,1625,2001,1969,0,0,0,0,0,303844,3141,165130,22176,
Mar-22 21:30:04,6.700,1.643,91.656,0,0,0,0,0,0,0,19,0,0.750,3.800,4.380,3402612736,1934045184,10549886976,12563341312,86,106,0,0,4,0,0,1835008,1021571072,1606,3006,0,13152,349769,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,13,0,6,2,17,7,56,868,54,814,0,119,190,203,0,0,0,0,0,303844,3141,165007,22176,
Mar-22 21:30:05,6.667,0.881,92.327,0.126,0,0,0,0,0,0,17,0,0.750,3.800,4.380,3401764864,1934880768,10549899264,12564185088,167,187,0,0,0,0,0,1835008,1021571072,1465,2279,0,13152,349779,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,13,0,6,2,17,7,56,868,54,814,0,1434,1353,659,0,0,0,0,0,303844,3141,165211,22176,
Mar-22 21:30:06,6.910,1.382,91.709,0,0,0,0,0,0,0,15,0,0.750,3.800,4.380,3402416128,1934102528,10550026240,12564922368,0,0,0,0,0,0,0,1835008,1021571072,1478,2334,0,13152,349789,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,13,0,6,2,17,7,56,868,54,814,0,64,367,424,0,0,0,0,0,303844,3141,165021,22176,
Mar-22 21:30:07,8.135,2.128,89.487,0.250,0,0,0,0,0,0,15,0,0.750,3.800,4.380,3403448320,1935998976,10547097600,12563927040,0,358,0,0,8,0,0,1835008,1021571072,1744,3601,0,13152,349770,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,13,0,6,2,17,7,56,868,54,814,0,1538,1719,2570,0,0,0,0,0,304549,3141,164779,22176,
Mar-22 21:30:08,8.281,2.133,89.335,0.251,0,0,0,0,0,0,58,0,0.750,3.800,4.380,3403448320,1935998976,10547097600,12563927040,2317,4490,0,0,0,0,0,1835008,1021571072,1752,3215,0,13152,349771,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,13,0,7,2,17,7,56,868,54,814,0,116,267,310,0,0,0,0,0,304549,3141,164779,22176,
Mar-22 21:30:09,8.532,1.882,89.210,0.376,0,0,352256,0,0,0,28,0,0.770,3.750,4.360,3404206080,1935241216,10547097600,12563197952,15769,1637,0,0,8,0,20,1835008,1021571072,1740,3498,0,13152,349791,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,13,0,7,2,17,7,56,868,54,814,0,1628,1793,1776,0,0,0,0,0,304549,3141,164594,22176,
Mar-22 21:30:10,8.250,1.750,90,0,0,0,0,0,0,0,17,0,0.770,3.750,4.360,3404206080,1935241216,10547097600,12563730432,167,187,0,0,0,0,0,1835008,1021571072,1633,2522,0,13152,349791,0,0,6,56,12,10,58,0,1075,19,19,0,0,7,13,0,7,1,17,7,56,868,54,814,0,39,994,990,0,0,0,0,0,304549,3141,164594,22176,
Mar-22 21:30:11,7.683,1.637,90.554,0.126,0,0,0,0,0,0,26,0,0.770,3.750,4.360,3404943360,1934741504,10546860032,12563357696,1689,4490,0,0,0,0,0,1835008,1021571072,1596,3254,0,13152,349731,0,0,6,56,12,10,58,0,1075,19,19,0,0,7,13,0,8,1,17,7,56,868,54,814,0,59,263,369,0,0,0,0,0,304549,3141,164472,22176,
Mar-22 21:30:12,7.431,2.015,90.428,0.126,0,0,434176,0,0,0,28,0,0.770,3.750,4.360,3405709312,1933967360,10546868224,12562591744,15568,2512,0,0,8,0,52,1835008,1021571072,1693,3689,0,13152,349723,0,0,6,56,12,10,58,0,1075,19,19,0,0,7,13,0,8,1,17,7,56,868,54,814,0,1428,1723,1725,0,0,0,0,0,304549,3141,164283,22176,
Mar-22 21:30:13,6.801,1.134,91.940,0.126,0,0,393216,0,0,0,16,0,0.770,3.750,4.360,3406180352,1933504512,10546860032,12563140608,0,0,0,0,0,0,58,1835008,1021571072,1356,2293,0,13152,349733,0,0,6,56,12,10,58,0,1075,19,19,0,0,7,13,0,8,1,17,7,56,868,54,814,0,560,483,272,0,0,0,0,0,304549,3141,164170,22176,
Mar-22 21:30:14,8.532,2.008,89.335,0.125,0,0,0,0,0,0,56,0,0.790,3.700,4.350,3406741504,1933320192,10546483200,12562321408,396,446,0,0,8,0,0,1835008,1021571072,1885,3986,0,13152,349697,0,0,6,56,12,10,58,0,1074,19,19,0,0,7,13,0,7,1,17,7,56,868,54,814,0,1568,1771,1957,0,0,0,0,0,304549,3141,164125,22176,
Mar-22 21:30:15,7.170,1.258,91.572,0,0,0,0,0,0,0,14,0,0.790,3.700,4.350,3406458880,1933561856,10546524160,12562391040,0,0,0,0,0,0,0,1835008,1021571072,1458,2321,0,13152,349697,0,0,6,56,12,10,58,0,1074,19,19,0,0,7,13,0,7,1,17,7,56,868,54,814,0,56,208,203,0,0,0,0,0,304549,3141,164184,22176,
Mar-22 21:30:16,8.489,1.498,89.888,0.125,0,0,0,0,0,0,26,0,0.790,3.700,4.350,3407187968,1932816384,10546540544,12561645568,736,1510,0,0,1,0,0,1835008,1021571072,1649,2572,0,13152,349700,0,0,6,56,12,10,58,0,1077,19,22,0,0,7,13,0,7,1,20,7,56,868,54,814,0,431,372,390,0,0,0,0,0,304549,3141,164002,22176,
Mar-22 21:30:17,6.423,1.637,91.688,0.252,0,0,0,0,0,0,17,0,0.790,3.700,4.350,3407187968,1932816384,10546540544,12561645568,0,920,0,0,8,0,0,1835008,1021571072,1566,3558,0,13184,349700,0,0,6,56,12,10,58,0,1077,19,22,0,0,7,13,0,7,1,20,7,56,868,54,814,0,1629,1502,1490,0,0,0,0,0,304549,3141,164002,22176,
Mar-22 21:30:18,6.767,1.504,90.852,0.877,0,0,3940352,0,0,0,18,0,0.790,3.700,4.350,3407876096,1932128256,10546540544,12560969728,0,1278,0,0,0,0,312,1835008,1021571072,1582,2890,0,13184,349700,0,0,6,56,12,10,58,0,1077,19,22,0,0,7,13,0,7,1,20,7,56,868,54,814,0,67,1137,1099,0,0,0,0,0,304549,3141,163834,22176,
Mar-22 21:30:19,7.702,2.399,89.899,0,0,0,0,0,0,0,35,0,0.810,3.660,4.330,3407605760,1932398592,10546540544,12561076224,15817,5936,0,0,8,0,0,1835008,1021571072,2005,4616,0,13184,349700,0,0,6,56,12,10,58,0,1076,19,22,0,0,7,13,0,8,1,20,6,56,868,54,814,0,1324,1567,1609,0,0,0,0,0,304549,3141,163900,22176,
Mar-22 21:30:20,7.557,1.385,90.932,0.126,0,0,0,0,0,0,68,0,0.810,3.660,4.330,3407761408,1932152832,10546630656,12561940480,3560,4072,0,0,0,0,0,1835008,1021571072,1662,2525,0,13184,349710,0,0,6,56,12,10,58,0,1076,19,22,0,0,7,13,0,8,1,20,6,56,868,54,814,0,275,415,287,0,0,0,0,0,304549,3141,163840,22176,
Mar-22 21:30:21,8.396,1.504,89.975,0.125,0,0,0,0,0,0,17,0,0.810,3.660,4.330,3407761408,1932152832,10546630656,12560609280,78,106,0,0,0,0,0,1835008,1021571072,1567,2616,0,13184,349727,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,8,1,17,6,56,868,54,814,0,1432,1491,1076,0,0,0,0,0,304549,3141,163840,22176,
Mar-22 21:30:22,7.440,1.513,90.794,0.252,0,0,0,0,0,0,15,0,0.810,3.660,4.330,3407581184,1932152832,10546810880,12560564224,0,0,0,0,8,0,0,1835008,1021571072,1619,3481,0,13216,349726,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,8,1,17,6,56,868,54,814,0,1334,1495,1479,0,0,0,0,0,304549,3141,163840,22176,
Mar-22 21:30:23,6.313,1.136,92.045,0.505,0,0,1875968,0,0,0,16,0,0.810,3.660,4.330,3407794176,1931948032,10546802688,12560359424,0,358,0,0,0,0,274,1835008,1021571072,1586,2635,0,13216,349726,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,8,1,17,6,56,868,54,814,0,51,447,443,0,0,0,0,0,304549,3141,163790,22176,
Mar-22 21:30:24,7.885,2.003,89.987,0.125,0,0,0,0,0,0,16,0,0.740,3.600,4.300,3408252928,1931481088,10546810880,12559953920,87,1260,0,0,8,0,0,1835008,1021571072,1697,3621,0,13216,349726,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,8,1,17,6,56,868,54,814,0,1413,1667,1658,0,0,0,0,0,304549,3141,163676,22176,
Mar-22 21:30:25,6.910,1.633,91.457,0,0,0,0,0,0,0,14,0,0.740,3.600,4.300,3407974400,1931751424,10546819072,12560224256,0,0,0,0,0,0,0,1835008,1021571072,1412,2223,0,13216,349726,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,8,1,17,6,56,868,54,814,0,334,200,194,0,0,0,0,0,304549,3141,163742,22176,
Mar-22 21:30:26,6.818,1.010,92.045,0.126,0,0,0,0,0,0,51,0,0.740,3.600,4.300,3405680640,1940537344,10540326912,12780830720,42,62,0,0,0,0,0,1835008,1021571072,1434,2244,0,13216,348606,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,7,1,17,6,56,868,54,814,0,46,223,16706,0,0,0,0,0,304549,3141,167001,22176,
Mar-22 21:30:27,6.274,2.635,90.841,0.251,0,0,0,0,0,0,15,0,0.740,3.600,4.300,3401928704,1944289280,10540326912,12784545792,0,0,0,0,8,0,0,1835008,1021571072,1824,3478,0,13216,348606,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,7,1,17,6,56,868,54,814,0,1339,1513,3512,0,0,0,0,0,304549,3141,166803,22176,
Mar-22 21:30:28,7.286,1.508,90.829,0.377,0,0,2408448,0,0,0,15,0,0.740,3.600,4.300,3400867840,1945260032,10540417024,12785106944,0,358,0,0,1,0,186,1835008,1021571072,1643,2627,0,13216,348626,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,7,1,17,6,56,868,54,814,0,1234,1332,825,0,0,0,0,0,304549,3141,167040,22176,
Mar-22 21:30:29,8.783,2.008,89.210,0,0,0,0,0,0,0,19,0,0.680,3.540,4.280,3401535488,1944502272,10540507136,12784508928,167,187,0,0,8,0,0,1835008,1021571072,1708,3716,0,13216,348636,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,7,1,17,6,56,868,54,814,0,1613,1643,1623,0,0,0,0,0,304549,3141,166855,22176,
Mar-22 21:30:30,7.809,1.763,90.302,0.126,0,0,0,0,0,0,34,0,0.680,3.540,4.280,3401793536,1944244224,10540507136,12784250880,15817,5309,0,0,0,0,0,1835008,1021571072,1602,3199,0,13216,348637,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,8,1,17,6,56,868,54,814,0,76,309,296,0,0,0,0,0,304549,3141,166792,22176,
Mar-22 21:30:31,7.865,1.498,90.637,0,0,0,0,0,0,0,23,0,0.680,3.540,4.280,3401793536,1944244224,10540507136,12784259072,1404,631,0,0,0,0,0,1835008,1021571072,1549,2376,0,13216,348637,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,8,1,17,6,56,868,54,814,0,49,207,206,0,0,0,0,0,304549,3141,166792,22176,
Mar-22 21:30:32,6.566,1.263,91.919,0.253,0,0,0,0,0,0,42,0,0.680,3.540,4.280,3402272768,1943756800,10540515328,12783779840,0,0,0,0,8,0,0,1835008,1021571072,1629,3577,0,13216,348636,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,8,1,17,6,56,868,54,814,0,1419,1514,1537,0,0,0,0,0,304549,3141,166673,22176,
Mar-22 21:30:33,7.955,1.768,89.773,0.505,0,0,13688832,0,0,0,15,0,0.680,3.540,4.280,3405860864,1940172800,10540511232,12780199936,0,0,1,0,0,0,1556,1835008,1021571072,2768,7106,0,13216,348636,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,8,1,17,6,56,868,54,814,0,359,1932,1897,0,0,0,0,0,304549,3141,165798,22176,
Mar-22 21:30:34,6.901,1.757,91.217,0.125,0,0,0,0,0,0,22,0,0.710,3.500,4.260,3406843904,1939169280,10540531712,12779216896,396,804,0,0,8,0,0,1835008,1021571072,1702,3588,0,13216,348636,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,8,1,17,6,56,868,54,814,0,1316,1490,1484,0,0,0,0,0,304549,3141,165553,22176,
Mar-22 21:30:35,6.642,1.128,92.105,0.125,0,0,0,0,0,0,15,0,0.710,3.500,4.260,3406225408,1939746816,10540572672,12781699072,0,0,0,0,0,0,0,1835008,1021571072,1463,2232,0,13216,348646,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,8,1,17,6,56,868,54,814,0,58,356,539,0,0,0,0,0,304549,3141,165694,22176,
Mar-22 21:30:36,8,1.375,90.625,0,0,0,0,0,0,0,14,0,0.710,3.500,4.260,3405590528,1940291584,10540662784,12782981120,0,0,0,0,0,0,0,1835008,1021571072,1468,2254,0,13216,348656,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,8,1,17,6,56,868,54,814,0,327,433,269,0,0,0,0,0,304549,3141,165827,22176,
Mar-22 21:30:37,7.799,1.761,90.189,0.252,0,0,0,0,0,0,16,0,0.710,3.500,4.260,3405529088,1940353024,10540662784,12783042560,0,0,0,0,8,0,0,1835008,1021571072,1777,3606,0,13152,348656,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,7,1,17,6,56,868,54,814,0,1634,1501,1555,0,0,0,0,0,304549,3141,165842,22176,
Mar-22 21:30:38,7.170,0.881,91.447,0.503,0,0,1925120,0,0,0,44,0,0.710,3.500,4.260,3405438976,1940443136,10540662784,12782788608,0,0,0,0,0,0,32,1835008,1021571072,1496,2468,0,13152,348656,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,7,1,17,6,56,868,54,814,0,44,457,490,0,0,0,0,0,304549,3141,165864,22176,
Mar-22 21:30:39,6.179,1.639,92.182,0,0,0,0,0,0,0,18,0,0.650,3.440,4.240,3405393920,1940488192,10540662784,12782833664,0,358,0,0,8,0,0,1835008,1021571072,1654,3619,0,13152,348656,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,7,1,17,6,56,868,54,814,0,1321,1504,1492,0,0,0,0,0,304549,3141,165875,22176,
Mar-22 21:30:40,7.421,1.635,90.818,0.126,0,0,0,0,0,0,14,0,0.650,3.440,4.240,3405557760,1940324352,10540662784,12782669824,0,0,0,0,3,0,0,1835008,1021571072,1643,2832,0,13152,348656,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,7,1,17,6,56,868,54,814,0,1141,648,658,0,0,0,0,0,304549,3141,165835,22176,
Mar-22 21:30:41,7.393,1.504,90.977,0.125,0,0,0,0,0,0,46,0,0.650,3.440,4.240,3405537280,1940336640,10540670976,12782669824,17563,6985,0,0,0,0,0,1835008,1021571072,1612,3268,0,13152,348658,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,7,1,17,6,56,868,54,814,0,361,398,598,0,0,0,0,0,304549,3141,165838,22176,
Mar-22 21:30:42,6.810,2.018,91.173,0,0,0,0,0,0,0,39,0,0.650,3.440,4.240,3404410880,1941463040,10540670976,12783529984,16805,5573,0,0,8,0,0,1835008,1021571072,1768,4387,0,13152,348669,0,0,6,56,12,10,58,0,1073,19,19,0,0,7,13,0,8,1,17,6,56,868,54,814,0,1545,1768,1979,0,0,0,0,0,304549,3141,166113,22176,
