"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/io_net_zones_time_lock_vm-adv_udp_raw_sys_page_proc.csv --io --net --zones --time --lock --vm-adv --udp --raw --sys --page --proc 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"io/total",,"net/total",,"zones memory",,,,"system","file locks",,,,"advanced virtual memory",,,,,"udp",,"raw","system",,"paging",,"procs",,
0,0,6580,7955,159767,3141,462997,22688,Mar-23 13:51:17,84,12,13,83,0,0,0,0,0,25,16,0,2595,6188,0,0,1,0,0
0,8,6184,7764,159767,3141,462329,22688,Mar-23 13:51:18,84,12,13,83,0,0,0,0,0,25,16,0,2612,5742,0,0,2,0,0
0,36,6294,7840,159767,3141,463267,22688,Mar-23 13:51:19,84,12,13,83,0,0,0,0,0,25,16,0,2789,7837,0,0,3,0,12
0,224,6184,7646,159767,3141,464087,22688,Mar-23 13:51:20,84,12,13,83,0,0,0,0,0,25,16,0,2704,6633,0,0,0,0,4
0,0,8101,12294,159767,3141,463828,22688,Mar-23 13:51:21,84,12,13,83,0,0,0,0,0,25,16,0,2506,5807,0,0,0,0,0
0,0,6294,7840,159767,3141,468038,22688,Mar-23 13:51:22,84,12,13,83,0,0,0,0,0,25,16,0,2880,6850,0,0,1,0,0
0,0,6463,8109,159767,3141,468425,22688,Mar-23 13:51:23,84,12,13,83,0,0,0,0,0,25,15,0,2622,6293,0,0,3,0,0
0,24,10522,96890,159767,3141,468045,22688,Mar-23 13:51:24,84,12,13,83,0,0,0,0,0,25,15,0,2797,8068,0,0,9,0,8
0,62,23107,11742,159767,3141,465102,22688,Mar-23 13:51:25,84,12,13,83,0,0,0,0,0,25,14,0,2890,7235,0,0,0,0,8
0,102,8787,13449,159767,3141,466050,22688,Mar-23 13:51:26,84,12,13,83,0,0,0,0,0,25,13,0,2976,6769,0,0,1,0,3
0,0,6424,7840,159767,3141,472271,22688,Mar-23 13:51:27,84,12,13,83,0,0,0,0,0,25,13,0,2815,6143,0,0,1,0,1
0,0,6442,8082,159767,3141,472233,22688,Mar-23 13:51:28,84,12,13,83,0,0,0,0,0,25,13,0,2578,5945,0,0,1,0,0
0,0,6226,7826,159767,3141,478146,22688,Mar-23 13:51:29,83,12,13,82,0,0,0,0,0,25,13,0,2658,7928,0,0,1,0,8
0,0,6294,7840,159767,3141,477550,22688,Mar-23 13:51:30,83,12,13,82,0,0,0,0,0,25,13,0,2731,7776,0,0,2,2,8
0,530,6184,7646,159767,3141,478103,22688,Mar-23 13:51:31,83,12,13,82,0,0,0,0,0,25,13,0,2629,5775,0,0,0,0,0
0,0,6461,7890,159767,3141,477137,22688,Mar-23 13:51:32,83,12,13,82,0,0,0,0,0,25,13,0,2691,6268,0,0,1,0,0
0,0,6593,8128,159767,3141,477043,22688,Mar-23 13:51:33,83,12,13,82,0,0,0,0,0,25,13,0,2440,5677,0,0,4,0,0
0,64,6184,7646,159767,3141,476447,22688,Mar-23 13:51:34,83,12,13,82,0,0,0,0,0,25,13,0,2722,7125,0,0,2,0,8
0,0,22471,13368,159767,3141,476051,22688,Mar-23 13:51:35,83,12,13,82,0,0,0,0,0,25,13,0,2763,7880,0,0,3,0,8
0,452,8150,9010,159767,3141,505790,22688,Mar-23 13:51:36,83,12,13,82,0,0,0,0,0,25,13,0,2867,6983,0,0,2,0,0
0,0,7102,8412,159767,3141,505441,22688,Mar-23 13:51:37,83,12,13,82,0,0,0,0,0,25,13,0,2508,6392,0,0,3,0,0
0,0,38270,14995,159767,3141,505392,22688,Mar-23 13:51:38,83,12,13,82,0,0,0,0,0,25,13,0,2753,6811,0,0,1,0,0
6,14,6789,8412,159767,3141,505389,22688,Mar-23 13:51:39,83,12,13,82,0,0,0,0,0,25,13,0,2643,7024,0,0,0,0,9
0,0,6678,8449,159767,3141,500087,22688,Mar-23 13:51:40,83,12,13,82,0,0,0,0,0,25,13,0,2671,7400,0,0,1,0,8
0,78,6184,7646,159767,3141,500464,22688,Mar-23 13:51:41,83,12,13,82,0,0,0,0,0,25,13,0,2581,5844,0,0,2,0,0
0,0,12171,52341,159767,3141,507070,22688,Mar-23 13:51:42,83,12,13,82,0,0,0,0,0,25,14,0,2634,6105,0,0,1,0,0
0,0,10967,18150,159767,3141,510865,22688,Mar-23 13:51:43,83,12,13,82,0,0,0,0,0,25,15,0,2705,6888,0,0,1,0,0
0,28,10343,11324,159767,3141,510931,22688,Mar-23 13:51:44,83,12,13,82,0,0,0,0,0,25,15,0,2711,7838,0,0,1,0,8
0,0,6184,7646,159767,3141,510642,22688,Mar-23 13:51:45,83,12,13,82,0,0,0,0,0,25,15,0,2753,7044,0,0,1,0,8
0,1722,23907,14298,159767,3141,509920,22688,Mar-23 13:51:46,83,12,13,82,0,0,0,0,0,25,15,0,3961,11693,0,0,4,0,0
0,0,6314,7509,159767,3141,505859,22688,Mar-23 13:51:47,83,12,13,82,0,0,0,0,0,25,15,0,2817,6190,0,0,1,0,0
0,0,6294,7982,159767,3141,508462,22688,Mar-23 13:51:48,83,12,13,82,0,0,0,0,0,25,15,0,2591,5756,0,0,3,0,0
0,32,6184,8004,159767,3141,492587,22688,Mar-23 13:51:49,83,12,13,82,0,0,0,0,0,25,15,0,3507,22465,0,0,4,0,8
0,0,6184,7764,159767,3141,473009,22688,Mar-23 13:51:50,83,12,13,82,0,0,0,0,0,25,15,0,2911,22314,0,0,1,0,8
0,134,6517,8446,159767,3141,472309,22688,Mar-23 13:51:51,83,12,13,82,0,0,0,0,0,25,15,0,2688,6747,0,0,3,0,1
0,0,8604,9670,159767,3141,472035,22688,Mar-23 13:51:52,83,12,13,82,0,0,0,0,0,25,15,0,2520,5707,0,0,0,0,0
0,0,7170,8745,159767,3141,471761,22688,Mar-23 13:51:53,83,12,13,82,0,0,0,0,0,25,15,0,2669,5889,0,0,4,0,0
0,42,29093,18785,159767,3141,473515,22688,Mar-23 13:51:54,83,12,13,82,0,0,0,0,0,25,16,0,2771,8060,0,0,1,0,8
0,0,7718,9389,159767,3141,469690,22688,Mar-23 13:51:55,83,12,13,82,0,0,0,0,0,25,16,0,2629,7408,0,0,1,0,8
0,176,7024,10145,159767,3141,469553,22688,Mar-23 13:51:56,83,12,13,82,0,0,0,0,0,25,16,0,2795,7122,0,0,3,0,0
0,28,23589,12431,159767,3141,481234,22688,Mar-23 13:51:57,83,12,13,82,0,0,0,0,0,25,16,0,2906,7152,0,0,1,0,0
0,0,6314,7788,159767,3141,481111,22688,Mar-23 13:51:58,83,12,13,82,0,0,0,0,0,25,16,0,2629,6715,0,0,1,0,0
0,0,6721,8486,159767,3141,480712,22688,Mar-23 13:51:59,83,12,13,82,0,0,0,0,0,25,16,0,2796,6998,0,0,1,0,8
0,0,6565,9562,159767,3141,480681,22688,Mar-23 13:52:00,83,12,13,82,0,0,0,0,0,28,16,0,2825,7235,0,0,1,0,8
0,448,6695,9017,159767,3141,481014,22688,Mar-23 13:52:01,83,12,13,82,0,0,0,0,0,28,16,0,2605,6103,0,0,3,0,0
0,302,9136,10937,159767,3141,482081,22688,Mar-23 13:52:02,83,12,13,82,0,0,0,0,0,28,16,0,3048,9244,0,0,0,0,11
0,0,6867,9052,159767,3141,481724,22688,Mar-23 13:52:03,83,12,13,82,0,0,0,0,0,28,16,0,2594,5851,0,0,4,0,0
0,14,6486,7840,159767,3141,482541,22688,Mar-23 13:52:04,83,12,13,82,0,0,0,0,0,28,16,0,2763,7701,0,0,1,0,9
0,0,6400,8004,159767,3141,508140,22688,Mar-23 13:52:05,83,12,13,82,0,0,0,0,0,25,16,0,2696,7692,0,0,2,0,8
0,54,6616,8126,159767,3141,508043,22688,Mar-23 13:52:06,83,12,13,82,0,0,0,0,0,25,16,0,2471,5880,0,0,0,0,0
0,0,22409,13402,159767,3141,514876,22688,Mar-23 13:52:07,83,12,13,82,0,0,0,0,0,25,16,0,2735,6570,0,0,5,0,0
