"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/cpu_io_load_udp_tcp_disk_mem_int_vm.csv --cpu --io --load --udp --tcp --disk --mem --int --vm 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"total cpu usage",,,,,"io/total",,"load avg",,,"udp",,"tcp sockets",,,,,"dsk/total",,"memory usage",,,,"interrupts",,,"virtual memory",,,
5.038,1.134,93.577,0.252,0,0,0,0.170,0.750,2.490,17,6,7,11,0,7,1,0,0,3402809344,1765847040,10717831168,12476903424,0,30,0,0,561,796,6033
3.535,1.389,94.823,0.253,0,0,20,0.160,0.740,2.470,17,6,7,11,0,7,1,0,212992,3403313152,1765339136,10717835264,12476395520,0,23,0,0,1219,1369,1371
1.253,1.128,97.494,0.125,0,0,0,0.160,0.740,2.470,17,6,7,11,0,7,1,0,0,3403542528,1764577280,10718367744,12475633664,0,48,0,0,17,190,86
2.008,0.502,97.365,0.125,0,0,0,0.160,0.740,2.470,17,6,7,11,0,7,1,0,0,3401252864,1767436288,10717798400,12475822080,0,15,0,0,296,102,900
1.387,1.009,97.604,0,0,0,0,0.160,0.740,2.470,17,6,7,11,0,6,1,0,0,3401019392,1767718912,10717749248,12476145664,0,20,0,0,1389,1397,1371
3.885,1.754,94.110,0.251,0,0,0,0.160,0.740,2.470,17,6,7,11,0,6,1,0,0,3401244672,1767460864,10717782016,12475899904,0,17,0,0,108,227,198
1.757,1.380,96.487,0.376,0,0,16,0.150,0.730,2.460,17,6,7,11,0,6,1,0,122880,3401224192,1767469056,10717794304,12475916288,0,15,0,0,1292,1367,1446
3.793,1.264,94.943,0,0,0,0,0.150,0.730,2.460,17,6,7,11,0,6,1,0,0,3332202496,1835216896,10719068160,12587737088,0,18,0,0,427,667,17483
1.380,2.008,96.361,0.251,0,0,610,0.150,0.730,2.460,17,6,7,11,0,6,1,0,4808704,3329175552,1837809664,10719502336,12590333952,0,37,0,0,1528,2064,1934
5.556,1.894,92.551,0,0,0,0,0.150,0.730,2.460,17,6,7,11,0,6,1,0,0,3331198976,1836797952,10718490624,12589338624,0,17,0,0,1379,1507,1760
2.757,1.504,95.614,0.125,0,0,0,0.150,0.730,2.460,17,6,7,11,0,7,1,0,0,3330629632,1837576192,10718281728,12589768704,0,30,0,0,707,476,734
2.141,1.134,96.599,0.126,0,0,40,0.130,0.720,2.450,17,6,7,11,0,7,1,0,450560,3331379200,1837084672,10718023680,12589285376,0,29,0,0,1577,1413,1431
3.246,1.998,94.632,0.125,0,0,0,0.130,0.720,2.450,17,6,7,11,0,7,1,0,0,3331883008,1836580864,10718023680,12588781568,0,14,0,0,21,183,157
5.276,1.884,92.839,0,0,0,0,0.130,0.720,2.450,17,6,7,11,0,7,1,0,0,3331612672,1836838912,10718035968,12589039616,0,16,0,0,92,192,175
2.133,1.757,95.985,0.125,0,0,0,0.130,0.720,2.450,17,6,7,11,0,7,1,0,0,3302490112,1866305536,10717691904,12610949120,0,46,0,0,1329,1401,7164
2.753,1.377,95.870,0,0,0,0,0.130,0.720,2.450,17,6,7,11,0,7,1,0,0,3191103488,1977167872,10718216192,12610109440,0,15,0,0,447,468,27488
5.757,2.253,91.740,0.250,0,0,0,0.120,0.700,2.430,17,6,7,11,0,7,1,0,0,3191369728,1976668160,10718449664,12609609728,0,16,0,0,1286,1974,1895
4.642,1.380,93.476,0.502,0,0,22,0.120,0.700,2.430,17,6,7,11,0,6,1,0,311296,3190947840,1977225216,10718314496,12610371584,0,18,0,0,282,1054,1155
3.731,1.617,94.527,0.124,0,0,0,0.120,0.700,2.430,17,6,7,11,0,6,1,0,0,3191533568,1977225216,10717728768,12610109440,0,17,0,0,30,109,182
3.401,2.015,94.584,0,0,0,0,0.120,0.700,2.430,17,6,7,13,0,6,1,0,0,3192537088,1976221696,10717728768,12609118208,0,33,0,0,1572,1410,1430
1.877,1.252,96.746,0.125,0,0,0,0.120,0.700,2.430,17,6,7,13,0,6,1,0,0,3192524800,1976221696,10717741056,12609118208,0,43,0,0,51,79,94
3.141,2.387,94.221,0.251,0,0,0,0.110,0.690,2.420,17,6,7,13,0,7,1,0,0,3193286656,1982181376,10711027712,12610072576,0,34,0,0,1392,1417,3154
2.747,1.748,94.881,0.624,0,0,44,0.110,0.690,2.420,20,6,7,13,0,7,1,0,1474560,3192295424,1981431808,10712768512,12609331200,0,30,0,0,153,1019,433
4.654,2.013,93.333,0,0,0,0,0.110,0.690,2.420,20,6,7,13,0,7,1,0,0,3193012224,1980932096,10712551424,12608479232,0,23,0,0,611,346,533
7.412,2.638,89.824,0.126,0,0,24,0.110,0.690,2.420,20,6,7,13,0,7,1,0,1482752,3138068480,2142060544,10606366720,12770410496,0,17,0,0,2810,7557,44561
2,1.875,96,0.125,0,0,0,0.110,0.690,2.420,20,6,7,13,0,7,1,0,0,3135348736,2163150848,10587996160,12791525376,0,18,0,0,182,139,21442
3.034,2.023,94.943,0,0,0,0,0.100,0.680,2.410,20,6,7,13,0,7,1,0,0,3141304320,2189414400,10555777024,12817788928,0,36,0,0,1372,1518,8631
2.506,0.877,96.491,0.125,0,0,0,0.100,0.680,2.410,17,6,7,13,0,6,1,0,0,3141287936,2189414400,10555793408,12817809408,0,11,0,0,451,286,463
2.904,1.515,95.328,0.253,0,0,0,0.100,0.680,2.410,17,6,7,13,0,6,1,0,0,3141767168,2188898304,10555830272,12817141760,0,20,0,0,483,451,468
6.758,4.130,88.235,0.876,0,0,526,0.100,0.680,2.410,17,6,7,13,0,6,1,0,4636672,3183157248,2145910784,10557427712,12774187008,0,14,0,0,18629,18746,6717
10.959,3.611,85.056,0.374,0,4,52,0.100,0.680,2.410,17,6,7,13,0,6,1,16384,1900544,3179569152,1870356480,10836570112,12501012480,0,16,0,0,67427,71475,2224
7.576,2.273,89.899,0.253,0,0,0,0.340,0.720,2.410,17,6,7,13,0,6,1,0,0,3188080640,1922322432,10776092672,12552527872,0,16,0,0,1749,4044,19245
7.206,3.161,89.633,0,0,0,0,0.340,0.720,2.410,17,6,7,13,0,7,1,0,0,3188133888,1973751808,10724610048,12603957248,0,63,0,0,43,522,13129
6.700,2.655,90.518,0.126,0,0,0,0.340,0.720,2.410,17,6,7,13,0,7,1,0,0,3171110912,1935351808,10780033024,12565557248,0,26,0,0,109,19790,6179
7.143,3.509,89.348,0,0,0,0,0.340,0.720,2.410,17,6,7,13,0,7,1,0,0,3169710080,1992458240,10724327424,12622880768,0,16,0,0,1386,1780,15521
7.205,2.981,89.317,0.497,0,0,30,0.340,0.720,2.410,17,6,7,13,0,7,1,0,237568,3174694912,1991172096,10720628736,12621606912,0,15,0,0,734,734,1671
4.130,2.128,93.617,0.125,0,0,0,0.550,0.760,2.410,17,6,7,13,0,7,1,0,0,3175313408,1990656000,10720526336,12621090816,0,16,0,0,1286,1439,1457
4.988,2.244,92.768,0,0,0,0,0.550,0.760,2.410,17,6,7,13,0,7,1,0,0,3177144320,1998422016,10710929408,12628856832,0,17,0,0,75,113,2466
5.395,3.137,91.217,0.251,0,0,124,0.550,0.760,2.410,17,6,7,13,0,7,1,0,2211840,3386601472,1782497280,10717396992,12418691072,0,34,0,0,51917,74060,21603
1.882,1.506,96.612,0,0,0,0,0.550,0.760,2.410,17,6,7,13,0,6,1,0,0,3388633088,1780207616,10717655040,12416413696,0,16,0,0,1566,1330,1399
0.881,1.006,97.987,0.126,0,0,0,0.550,0.760,2.410,17,6,7,13,0,6,1,0,0,3389063168,1780207616,10717224960,12416413696,0,15,0,0,455,79,188
4.619,2.122,93.258,0,0,0,0,0.500,0.740,2.400,17,6,7,13,0,6,1,0,0,3390062592,1779433472,10716999680,12415639552,0,20,0,0,1497,1521,1483
2.871,1.373,95.630,0.125,0,0,0,0.500,0.740,2.400,17,6,7,13,0,6,1,0,0,3390152704,1779204096,10717138944,12415401984,0,14,0,0,61,148,109
2.767,1.509,95.472,0.252,0,0,0,0.500,0.740,2.400,17,6,7,13,0,7,1,0,0,3407249408,1761398784,10717847552,12398600192,0,35,0,0,5042,5708,1051
2.771,2.897,93.955,0.378,0,0,1920,0.500,0.740,2.400,17,6,7,13,0,8,1,0,18604032,3415027712,1753784320,10717683712,12473933824,0,62,0,0,1389,3807,4261
2.375,1.875,95.625,0.125,0,0,0,0.500,0.740,2.400,17,6,7,13,0,8,1,0,0,3344044032,1824292864,10718158848,12479533056,0,15,0,0,512,708,18330
7.214,3.109,89.677,0,0,0,0,0.540,0.750,2.390,17,6,7,13,0,8,1,0,0,3345260544,1822744576,10718490624,12478038016,0,16,0,0,1370,1638,1622
4.726,1.866,93.284,0.124,0,0,0,0.540,0.750,2.390,17,6,7,13,0,8,1,0,0,3345793024,1822744576,10717958144,12478038016,0,15,0,0,764,261,416
7.054,2.475,90.470,0,0,0,0,0.540,0.750,2.390,17,6,7,13,0,8,1,0,0,3345981440,1822498816,10718015488,12477558784,0,24,0,0,92,262,308
3.509,1.754,94.236,0.501,0,0,28,0.540,0.750,2.390,17,6,7,13,0,8,1,0,1417216,3346022400,1822793728,10717679616,12477521920,0,16,0,0,1398,1581,1663
1.754,1.253,96.867,0.125,0,0,0,0.540,0.750,2.390,17,6,7,13,0,7,1,0,0,3346497536,1822318592,10717679616,12477046784,0,36,0,0,30,58,86
1.754,1.128,97.118,0,0,0,0,0.500,0.740,2.380,17,6,7,13,0,7,1,0,0,3346571264,1822318592,10717605888,12477075456,0,17,0,0,1570,1358,1500
2.503,1.252,96.120,0.125,0,0,0,0.500,0.740,2.380,17,6,7,12,1,7,2,0,0,3322470400,1845829632,10718195712,12601507840,0,21,0,0,47,401,5796
2.133,0.878,96.989,0,0,0,0,0.500,0.740,2.380,17,6,7,13,0,8,1,0,0,3323146240,1845583872,10717765632,12601851904,0,33,0,0,313,271,241
2.141,1.511,95.592,0.756,0,0,38,0.500,0.740,2.380,17,6,7,13,0,9,1,0,385024,3324047360,1844826112,10717622272,12601098240,0,29,0,0,1342,1466,1436
1.752,1.001,97.121,0.125,0,0,0,0.500,0.740,2.380,17,6,7,13,0,9,1,0,0,3324293120,1844580352,10717622272,12600860672,0,29,0,0,316,60,84
1.892,1.261,96.847,0,0,0,0,0.460,0.720,2.370,17,6,7,13,0,9,1,0,0,3324764160,1844097024,10717634560,12600389632,0,43,0,0,1295,1356,1353
3.995,1.748,94.132,0.125,0,0,0,0.460,0.720,2.370,17,6,7,13,0,9,1,0,0,3324678144,1844097024,10717720576,12600389632,0,17,0,0,116,220,172
4.494,1.748,93.758,0,0,0,0,0.460,0.720,2.370,17,6,7,12,1,8,2,0,0,3323564032,1844097024,10718834688,12600389632,0,23,0,0,27,494,217
2.889,1.633,95.101,0.377,0,0,0,0.460,0.720,2.370,17,6,7,13,0,9,1,0,0,3326074880,1840795648,10719625216,12602580992,0,35,0,0,3226,3211,4211
7.453,3.230,89.193,0.124,0,0,20,0.460,0.720,2.370,17,6,7,13,0,8,1,0,253952,3325177856,1834602496,10726715392,12596404224,0,15,0,0,240,2867,1095
8.838,2.652,88.384,0.126,0,0,18,0.420,0.710,2.350,17,6,7,13,0,8,1,0,1474560,3271462912,1966448640,10648584192,12728283136,0,22,0,0,1851,6758,37831
4.750,1.875,93.250,0.125,0,0,12,0.420,0.710,2.350,17,6,7,13,0,8,1,0,147456,3264892928,2019233792,10602369024,12789813248,0,57,0,0,169,3181,14551
5.514,3.008,91.353,0.125,0,0,62,0.420,0.710,2.350,17,7,7,13,0,8,1,0,393216,3286777856,1994301440,10605416448,12764569600,0,37,0,0,13660,19858,12231
3.741,1.621,94.514,0.125,0,0,0,0.420,0.710,2.350,17,7,7,13,0,8,1,0,0,3183554560,2107387904,10595553280,12765401088,0,16,0,0,1310,1498,31337
2.897,0.882,96.222,0,0,0,0,0.420,0.710,2.350,17,7,7,13,0,9,1,0,0,3183714304,2106781696,10595999744,12764803072,0,37,0,0,167,422,382
4.156,2.267,93.451,0.126,0,0,0,0.390,0.700,2.340,17,8,7,13,0,9,1,0,0,3183439872,2113880064,10589175808,12766105600,0,47,0,0,1924,4162,5994
3.019,1.384,95.346,0.252,0,0,0,0.390,0.700,2.340,17,8,7,13,0,9,1,0,0,3184267264,2112303104,10589925376,12764536832,0,15,0,0,346,579,539
4.613,1.746,93.142,0.499,0,0,46,0.390,0.700,2.340,17,8,7,13,0,9,1,0,1843200,3185360896,2111913984,10589220864,12764278784,0,51,0,0,1817,2067,1983
3.137,1.506,95.232,0.125,0,0,0,0.390,0.700,2.340,17,8,7,12,1,9,2,0,0,3186065408,2110607360,10589822976,12762972160,0,18,0,0,1534,1834,1760
3.518,1.759,94.598,0.126,0,0,770,0.390,0.700,2.340,17,8,7,13,0,10,1,0,7340032,3189248000,2107146240,10590101504,12759605248,0,36,0,0,13,1220,1103
4.602,2.239,93.159,0,0,0,0,0.360,0.690,2.330,17,8,7,13,0,10,1,0,0,3191418880,2105630720,10589446144,12758097920,0,14,0,0,1532,1390,1655
2.764,0.879,96.106,0.251,0,0,64,0.360,0.690,2.330,17,8,7,13,0,9,1,0,794624,3191250944,2105888768,10589356032,12758355968,0,16,0,0,523,363,366
2.757,0.877,96.241,0.125,0,0,20,0.360,0.690,2.330,17,8,7,13,0,9,1,0,663552,3193307136,2104082432,10589106176,12754518016,0,19,0,0,555,1082,1540
2.144,1.261,96.595,0,0,0,0,0.360,0.690,2.330,17,8,7,13,0,9,1,0,0,3193569280,2104086528,10588839936,12754550784,0,40,0,0,1641,1379,1504
2.889,0.503,96.482,0.126,0,0,0,0.360,0.690,2.330,17,8,7,13,0,9,1,0,0,3193712640,2104111104,10588672000,12754616320,0,14,0,0,380,255,365
3.141,2.010,94.849,0,0,0,0,0.330,0.680,2.310,17,8,7,13,0,10,1,0,0,3194736640,2103361536,10588397568,12753866752,0,33,0,0,1293,1574,1714
2.757,1.003,95.990,0.251,0,0,0,0.330,0.680,2.310,17,8,7,13,0,10,1,0,0,3194875904,2102927360,10588692480,12753432576,0,22,0,0,90,368,240
3.392,2.261,93.844,0.503,0,0,40,0.330,0.680,2.310,17,8,7,13,0,10,1,0,532480,3167342592,2138169344,10581000192,12788682752,0,19,0,0,266,670,18585
3.880,2.128,93.867,0.125,0,0,0,0.330,0.680,2.310,17,8,7,13,0,10,1,0,0,3163119616,2142662656,10580729856,12793176064,0,15,0,0,1328,1359,3911
2.513,1.005,96.482,0,0,0,0,0.330,0.680,2.310,17,8,7,13,0,10,1,0,0,3163836416,2142212096,10580463616,12792668160,0,53,0,0,201,135,272
2.645,1.134,96.096,0.126,0,0,0,0.300,0.660,2.300,17,8,7,13,0,10,1,0,0,3165364224,2141216768,10579931136,12791693312,0,19,0,0,1441,1571,1670
2.642,1.509,95.849,0,0,0,0,0.300,0.660,2.300,17,8,7,13,0,9,1,0,0,3165847552,2139926528,10580738048,12790403072,0,15,0,0,12,368,103
5.157,2.264,92.075,0.503,0,0,46,0.300,0.660,2.300,17,8,7,13,0,9,1,0,2318336,3213139968,2087370752,10586001408,12730753024,0,20,0,0,50397,72831,61504
2.513,1.131,96.231,0.126,0,0,0,0.300,0.660,2.300,17,8,7,13,0,9,1,0,0,3214557184,2085388288,10586566656,12728774656,0,14,0,0,1813,1668,1493
2.764,0.754,96.482,0,0,0,0,0.300,0.660,2.300,17,8,7,13,0,9,1,0,0,3215314944,2084896768,10586300416,12728336384,0,15,0,0,84,96,219
2.506,1.378,95.990,0.125,0,0,10,0.360,0.670,2.290,17,8,7,13,0,9,1,0,1138688,3215757312,2085511168,10585243648,12728958976,0,58,0,0,1673,2058,2062
3.396,1.132,95.472,0,0,0,0,0.360,0.670,2.290,17,8,7,13,0,10,1,0,0,3215441920,2084462592,10586607616,12763815936,0,43,0,0,224,754,173
2.513,0.628,96.734,0.126,0,0,28,0.360,0.670,2.290,17,8,7,13,0,10,1,0,1826816,3198164992,2101895168,10586451968,12782854144,0,16,0,0,366,699,5641
2.008,1.255,96.738,0,0,0,0,0.360,0.670,2.290,17,8,7,13,0,10,1,0,0,3199156224,2101137408,10586218496,12782129152,0,18,0,0,1380,1383,1400
3,1.500,95.375,0.125,0,0,0,0.360,0.670,2.290,17,8,7,13,0,10,1,0,0,3199553536,2100183040,10586775552,12781572096,0,15,0,0,203,442,135
2.897,2.645,94.332,0.126,0,2,2622,0.330,0.660,2.280,17,8,7,13,0,10,1,8192,18292736,3192176640,2107547648,10586787840,12788948992,0,15,0,0,1296,3664,3680
2.519,1.134,96.222,0.126,0,0,32,0.330,0.660,2.280,17,7,7,13,0,10,1,0,1818624,3192885248,2106839040,10586787840,12788285440,0,42,0,0,217,754,764
2.886,0.753,96.110,0.251,0,0,66,0.330,0.660,2.280,17,7,7,13,0,9,1,0,303104,3191259136,2108469248,10586783744,12789895168,0,16,0,0,152,209,1034
3.275,1.637,94.962,0.126,0,0,0,0.330,0.660,2.280,17,7,7,13,0,10,1,0,0,3157835776,2142953472,10585722880,12787056640,0,24,0,0,2338,2874,11625
3.401,1.259,95.340,0,0,0,0,0.330,0.660,2.280,17,6,7,13,0,10,1,0,0,3157725184,2141978624,10586808320,12787159040,0,30,0,0,25,497,140
2.645,1.259,95.970,0.126,0,0,0,0.300,0.650,2.270,17,6,7,13,0,10,1,0,0,3157278720,2142126080,10587107328,12787355648,0,17,0,0,1951,1823,2195
1.884,1.131,96.985,0,0,0,0,0.300,0.650,2.270,17,6,7,12,1,10,2,0,0,3158265856,2141405184,10586841088,12786200576,0,18,0,0,77,149,529
3.254,0.751,95.745,0.250,0,0,0,0.300,0.650,2.270,17,6,7,13,0,11,1,0,0,3158364160,2140946432,10587201536,12785037312,0,77,0,0,444,719,480
2.136,1.256,96.106,0.503,0,0,30,0.300,0.650,2.270,17,6,7,13,0,11,1,0,385024,3159973888,2140729344,10585808896,12784873472,0,18,0,0,1314,1412,1792
2.390,0.503,97.107,0,0,0,0,0.300,0.650,2.270,17,6,7,13,0,11,1,0,0,3159109632,2140770304,10586632192,12785233920,0,15,0,0,282,354,257
2.261,1.131,96.482,0.126,0,0,0,0.280,0.640,2.260,17,6,7,13,0,11,1,0,0,3156475904,2142588928,10587447296,12786327552,0,18,0,0,1564,2017,1890
2.638,1.005,96.231,0.126,0,0,0,0.280,0.640,2.260,17,6,7,13,0,11,1,0,0,3157725184,2141843456,10586943488,12785582080,0,15,0,0,32,110,206
3.616,1.247,95.137,0,0,0,0,0.280,0.640,2.260,17,6,7,13,0,11,1,0,0,3158228992,2141597696,10586685440,12785348608,0,15,0,0,13,83,80
2.897,0.756,96.096,0.252,0,0,0,0.280,0.640,2.260,17,6,7,13,1,11,1,0,0,3159482368,2140618752,10586411008,12784369664,0,42,0,0,768,591,623
2.010,1.256,96.106,0.628,0,0,28,0.280,0.640,2.260,17,6,7,14,0,9,1,0,147456,3160367104,2139111424,10587033600,12782940160,0,17,0,0,1048,1487,1281
1.639,1.261,97.100,0,0,0,0,0.280,0.640,2.260,17,6,7,13,0,10,1,0,0,3161354240,2138370048,10586787840,12782198784,0,19,0,0,1276,1649,1638
2.133,0.878,96.863,0.125,0,0,0,0.420,0.660,2.260,17,6,7,13,0,10,1,0,0,3161600000,2137600000,10587312128,12781490176,0,25,0,0,15,237,106
2.270,1.261,96.469,0,0,0,0,0.420,0.660,2.260,17,6,7,13,0,11,1,0,0,3161804800,2137354240,10587353088,12781244416,0,24,0,0,639,307,297
2.642,1.006,96.226,0.126,0,0,0,0.420,0.660,2.260,17,6,7,13,0,11,1,0,0,3162234880,2138476544,10585800704,12782411776,0,30,0,0,76,95,478
3.145,1.509,94.843,0.503,0,0,20,0.420,0.660,2.260,17,6,7,13,0,11,1,0,212992,3161894912,2137243648,10587373568,12781182976,0,27,0,0,1312,1815,1432
2.893,1.761,95.220,0.126,0,0,610,0.420,0.660,2.260,17,6,7,13,0,11,1,0,4546560,3160256512,2146758656,10579492864,12785618944,0,15,0,0,1285,1961,4172
2.882,0.877,96.115,0.125,0,0,0,0.460,0.660,2.250,17,6,7,13,0,11,1,0,0,3160469504,2145673216,10580365312,12784553984,0,22,0,0,294,355,117
2.387,1.256,96.357,0,0,0,0,0.460,0.660,2.250,17,6,7,13,0,10,1,0,0,3160338432,2144927744,10581241856,12783431680,0,41,0,0,339,741,526
2.760,1.255,95.859,0.125,0,0,0,0.460,0.660,2.250,17,6,7,13,0,10,1,0,0,3160834048,2144948224,10580725760,12783452160,0,23,0,0,38,114,219
3.513,1.380,95.107,0,0,0,0,0.460,0.660,2.250,17,6,7,13,0,9,1,0,0,3161985024,2143481856,10581041152,12782055424,0,22,0,0,1414,1655,1388
2.384,1.129,96.110,0.376,0,0,42,0.460,0.660,2.250,17,6,7,13,0,9,1,0,1654784,3162226688,2144030720,10580250624,12782694400,0,33,0,0,275,308,617
2.003,1.377,96.496,0.125,0,0,0,0.510,0.670,2.240,17,6,7,13,0,9,1,0,0,3162664960,2143047680,10580795392,12781735936,0,15,0,0,1376,1667,1505
2.136,1.131,96.734,0,0,0,0,0.510,0.670,2.240,17,6,7,13,0,9,1,0,0,3162841088,2142597120,10581069824,12781285376,0,15,0,0,14,243,118
2.625,1.250,96,0.125,0,0,0,0.510,0.670,2.240,17,6,7,13,0,9,1,0,0,3163770880,2143404032,10579333120,12781760512,0,27,0,0,334,470,828
2.023,1.517,96.334,0.126,0,0,0,0.510,0.670,2.240,17,6,7,13,0,9,1,0,0,3162136576,2143707136,10580664320,12782596096,0,33,0,0,1859,2092,1699
2.513,1.382,95.603,0.503,0,0,24,0.510,0.670,2.240,17,6,7,13,0,10,1,0,450560,3161903104,2143731712,10580873216,12782800896,0,38,0,0,760,570,439
2.757,1.504,95.614,0.125,0,0,0,0.550,0.680,2.240,17,6,7,13,0,10,1,0,0,3161567232,2143895552,10581045248,12782813184,0,51,0,0,1500,2073,2355
2.005,1.253,96.617,0.125,0,0,32,0.550,0.680,2.240,17,6,7,13,0,10,1,0,196608,3162828800,2143166464,10580512768,12782084096,0,24,0,0,11,377,509
3.121,1.373,95.381,0.125,0,0,0,0.550,0.680,2.240,17,6,7,13,0,10,1,0,0,3162222592,2143764480,10580520960,12782698496,0,17,0,0,269,85,104
3.388,1.631,94.981,0,0,0,0,0.550,0.680,2.240,17,6,7,13,0,9,1,0,0,3162009600,2143711232,10580787200,12782379008,0,18,0,0,1365,1510,1442
2.760,1.129,95.859,0.251,0,0,28,0.550,0.680,2.240,17,6,7,13,0,9,1,0,172032,3161014272,2145779712,10579714048,12784410624,0,15,0,0,34,164,514
1.765,1.387,96.721,0.126,0,0,506,0.500,0.660,2.220,17,6,7,13,0,9,1,0,3719168,3154939904,2144641024,10586927104,12783300608,0,14,0,0,1300,5790,3960
5.570,2.532,91.899,0,0,0,0,0.500,0.660,2.220,17,6,7,13,0,9,1,0,0,3346210816,1976315904,10563977216,12632293376,0,59,0,0,51441,73044,29599
3.004,1.252,95.620,0.125,0,0,0,0.500,0.660,2.220,17,6,7,13,0,9,1,0,0,3346251776,1976123392,10564128768,12632449024,0,15,0,0,916,1121,358
2.276,1.391,96.334,0,0,0,0,0.500,0.660,2.220,17,6,7,13,0,10,1,0,0,3347238912,1975115776,10564149248,12631453696,0,25,0,0,1297,1546,1422
2.889,1.382,95.101,0.628,0,0,42,0.500,0.660,2.220,17,6,7,13,0,9,1,0,2842624,3349487616,1973407744,10563608576,12629745664,0,26,0,0,25,482,938
3.015,1.508,95.477,0,0,0,0,0.540,0.670,2.220,17,6,7,13,0,9,1,0,0,3349950464,1972412416,10564141056,12628762624,0,18,0,0,1565,1651,1516
2.393,1.385,96.096,0.126,0,0,0,0.540,0.670,2.220,17,6,7,13,0,9,1,0,0,3360260096,1960861696,10565382144,12629762048,0,15,0,0,5071,6062,1601
1.884,0.879,97.236,0,0,0,0,0.540,0.670,2.220,17,6,7,13,0,9,1,0,0,3357552640,1963806720,10565144576,12632715264,0,39,0,0,12,101,1790
