"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/io_unix_aio_time_fs_vm-adv_tcp_zones_mem_raw_swap.csv --io --unix --aio --time --fs --vm-adv --tcp --zones --mem --raw --swap 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"io/total",,"unix sockets",,,,"async","system","filesystem",,"advanced virtual memory",,,,,"tcp sockets",,,,,"zones memory",,,,"memory usage",,,,"raw","swap",
0,50,56,975,55,920,0,Mar-23 13:49:19,14048,183006,0,0,0,0,0,7,25,0,9,0,159767,3141,471599,22688,5408038912,2599706624,7966986240,10998071296,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:20,14080,182979,0,0,0,0,0,7,25,0,9,0,159767,3141,470115,22688,5416194048,2593628160,7964909568,10989359104,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:21,14080,182978,0,0,0,0,0,7,25,0,9,0,159767,3141,472540,22688,5407248384,2603560960,7963922432,11001434112,0,108527616,914878464
0,40,56,975,55,920,0,Mar-23 13:49:22,14080,182978,0,0,0,0,0,7,25,0,9,0,159767,3141,472535,22688,5407035392,2603540480,7964155904,11001413632,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:23,14016,183007,0,0,0,0,0,7,25,0,8,0,159767,3141,473227,22688,5401190400,2606374912,7967166464,10998624256,0,108527616,914878464
0,18,56,975,55,920,0,Mar-23 13:49:24,14080,183007,0,0,0,0,0,7,25,0,8,0,159767,3141,471980,22688,5406396416,2601267200,7967068160,11040555008,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:25,14048,183006,0,0,0,0,0,7,25,0,8,0,159767,3141,471679,22688,5407887360,2600034304,7966810112,11039535104,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:26,14048,183016,0,0,0,0,0,7,25,0,9,0,159767,3141,481292,22688,5368483840,2639409152,7966838784,11046412288,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:27,14048,182989,0,0,0,0,0,7,23,0,9,1,159767,3141,481119,22688,5371064320,2638700544,7964966912,11043303424,0,108527616,914878464
0,254,56,975,55,920,0,Mar-23 13:49:28,14112,182988,0,0,0,0,0,7,23,0,9,1,159767,3141,480348,22688,5374156800,2635542528,7965032448,11040174080,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:29,14080,182987,0,0,0,0,0,7,23,0,9,1,159767,3141,480321,22688,5374791680,2635431936,7964508160,11044589568,0,108527616,914878464
0,32,56,975,55,920,0,Mar-23 13:49:30,14048,183015,0,0,0,0,0,7,23,0,9,1,159767,3141,480119,22688,5373173760,2634604544,7966953472,11054866432,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:31,14080,183017,0,0,0,0,0,7,23,0,9,1,159767,3141,480002,22688,5373018112,2634125312,7967588352,11054260224,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:32,14112,183063,0,0,0,0,0,7,23,0,9,1,159767,3141,478482,22688,5377667072,2627899392,7969165312,11051622400,0,108527616,914878464
0,64,56,975,55,920,0,Mar-23 13:49:33,14144,183016,0,0,0,0,0,7,23,0,8,1,159767,3141,477879,22688,5381005312,2625429504,7968296960,11048628224,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:34,14112,182999,0,0,0,0,0,7,23,0,8,1,159767,3141,484804,22688,5354524672,2653794304,7966412800,11161923584,0,108527616,914878464
0,18,56,975,55,920,0,Mar-23 13:49:35,14112,182997,0,0,0,0,0,7,23,0,7,1,159767,3141,485664,22688,5352124416,2657316864,7965290496,11160657920,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:36,14112,183006,0,0,0,0,0,7,24,0,8,1,159767,3141,485569,22688,5353025536,2656927744,7964778496,11160162304,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:37,14080,183026,0,0,0,0,0,7,23,0,9,2,159767,3141,502988,22688,5279223808,2728275968,7967232000,11165016064,0,108527616,914878464
0,42,56,975,55,920,0,Mar-23 13:49:38,14048,182980,0,0,0,0,0,7,23,0,9,2,159767,3141,503664,22688,5277196288,2731044864,7966490624,11167248384,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:39,14080,183024,0,0,0,0,0,7,23,0,9,2,159767,3141,501280,22688,5285433344,2721280000,7968018432,11158093824,0,108527616,914878464
0,18,56,975,55,920,0,Mar-23 13:49:40,14080,183023,0,0,0,0,0,7,23,0,9,2,159767,3141,501069,22688,5286559744,2720415744,7967756288,11157237760,0,108527616,914878464
0,32,56,975,55,920,0,Mar-23 13:49:41,14080,183005,0,0,0,0,0,7,23,0,9,2,159767,3141,511028,22688,5248303104,2761207808,7965220864,11158298624,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:42,14080,183006,0,0,0,0,0,7,23,0,9,2,159767,3141,510692,22688,5249466368,2759831552,7965433856,11156844544,0,108527616,914878464
0,458,56,975,55,920,0,Mar-23 13:49:43,14112,183013,0,0,0,0,0,7,23,0,9,2,159767,3141,510342,22688,5250555904,2758397952,7965777920,11155460096,0,108527616,914878464
0,48,56,975,55,920,0,Mar-23 13:49:44,14080,183033,0,0,0,0,0,7,23,0,9,2,159767,3141,509365,22688,5252440064,2754396160,7967895552,11154178048,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:45,14048,183033,0,0,0,0,0,7,23,0,8,2,159767,3141,509668,22688,5251141632,2755637248,7967952896,11155587072,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:46,14080,183033,0,0,0,0,0,7,23,0,8,2,159767,3141,509139,22688,5253038080,2753470464,7968223232,11153424384,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:47,14112,181924,0,0,0,0,0,7,23,0,8,2,159767,3141,507174,22688,5266014208,2745421824,7963295744,11136315392,0,108527616,914878464
0,488,56,975,55,920,0,Mar-23 13:49:48,14080,181923,0,0,0,0,0,7,23,0,9,2,159767,3141,506181,22688,5270654976,2741354496,7962710016,11132309504,0,108527616,914878464
0,24,56,975,55,920,0,Mar-23 13:49:49,14048,181904,0,0,0,0,0,7,23,0,9,2,159767,3141,506842,22688,5270196224,2744061952,7960461312,11132792832,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:50,14048,181906,0,0,0,0,0,7,23,0,9,2,159767,3141,506754,22688,5270011904,2743701504,7961006080,11132440576,0,108527616,914878464
0,74,56,975,55,920,0,Mar-23 13:49:51,14112,181934,0,0,0,0,0,7,23,0,9,2,159767,3141,508626,22688,5259886592,2751369216,7963463680,11137478656,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:52,14080,181934,0,0,0,0,0,7,23,0,9,2,159767,3141,508134,22688,5261246464,2749353984,7964119040,11135631360,0,108527616,914878464
0,1676,56,975,55,920,0,Mar-23 13:49:53,14080,181935,0,0,0,0,0,7,23,0,9,2,159767,3141,508047,22688,5261336576,2748997632,7964385280,11135287296,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:54,14080,181932,0,0,0,0,0,7,23,0,9,2,159767,3141,504059,22688,5278212096,2732662784,7963844608,11118686208,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:55,14080,181930,0,0,0,0,0,7,23,0,9,1,159767,3141,504080,22688,5278752768,2732748800,7963217920,11119534080,0,108527616,914878464
0,42,56,975,55,920,0,Mar-23 13:49:56,14112,182972,0,0,0,0,0,7,23,0,8,1,159767,3141,472249,22688,5406666752,2602369024,7965683712,11019059200,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:57,14080,182973,0,0,0,0,0,7,23,0,8,1,159767,3141,471713,22688,5408112640,2600173568,7966433280,11016892416,0,108527616,914878464
0,60,56,975,55,920,0,Mar-23 13:49:58,14080,183001,0,0,0,0,0,7,23,0,9,1,159767,3141,473238,22688,5399486464,2606419968,7968813056,11046481920,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:59,14080,182999,0,0,0,0,0,7,23,0,9,1,159767,3141,474152,22688,5396205568,2610163712,7968350208,11043287040,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:00,14080,183003,0,0,0,0,0,7,23,0,9,1,159767,3141,468336,22688,5420023808,2586341376,7968354304,11019464704,0,108527616,914878464
0,16,56,975,55,920,0,Mar-23 13:50:01,14048,182958,0,0,0,0,0,7,23,0,9,1,159767,3141,468111,22688,5421682688,2585419776,7967617024,11017216000,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:02,14112,182982,0,0,0,0,0,7,23,0,9,1,159767,3141,465560,22688,5433114624,2574970880,7966633984,11004469248,0,108527616,914878464
0,102,56,975,55,920,0,Mar-23 13:50:03,14080,182978,0,0,0,0,0,7,23,0,9,1,159767,3141,469130,22688,5419028480,2589593600,7966097408,11018887168,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:04,14080,182988,0,0,0,0,0,7,23,0,9,1,159767,3141,468578,22688,5421125632,2587332608,7966261248,11017043968,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:05,14144,183009,0,0,0,0,0,7,23,0,9,1,159767,3141,468855,22688,5418307584,2588467200,7967944704,11056201728,0,108527616,914878464
0,26,56,975,55,920,0,Mar-23 13:50:06,14112,183014,0,0,0,0,0,7,23,0,8,1,159767,3141,468961,22688,5416525824,2588901376,7969292288,11057893376,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:07,14112,183013,0,0,0,0,0,7,23,0,8,1,159767,3141,469969,22688,5412896768,2593030144,7968792576,11063898112,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:08,14112,183013,0,0,0,0,0,7,23,0,8,1,159767,3141,472865,22688,5401051136,2604892160,7968792576,11063349248,0,108527616,914878464
0,154,56,975,55,920,0,Mar-23 13:50:09,14080,182989,0,0,0,0,0,7,23,0,9,1,159767,3141,472345,22688,5405405184,2602762240,7966568448,11044884480,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:10,14080,182991,0,0,0,0,0,7,23,0,9,1,159767,3141,473876,22688,5397577728,2609033216,7968124928,11036733440,0,108527616,914878464
0,24,56,977,55,922,0,Mar-23 13:50:11,14080,183002,0,0,0,0,0,7,23,1,9,1,159767,3141,473785,22688,5398376448,2608660480,7967698944,11044282368,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:50:12,14080,183024,0,0,0,0,0,7,23,1,8,1,159767,3141,473634,22688,5397868544,2608041984,7968825344,11052544000,0,108527616,914878464
0,36,56,977,55,922,0,Mar-23 13:50:13,14112,183043,0,0,0,0,0,7,23,1,8,1,159767,3141,470780,22688,5395402752,2596352000,7982981120,11041181696,0,108527616,914878464
0,76,56,977,55,922,0,Mar-23 13:50:14,14112,183039,0,0,0,0,0,7,23,1,8,1,159767,3141,470867,22688,5398114304,2596708352,7979909120,11041550336,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:50:15,14112,183031,0,0,0,0,0,7,23,1,8,1,159767,3141,470775,22688,5399339008,2596331520,7979061248,11041177600,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:50:16,14112,183003,0,0,0,0,0,7,23,1,7,1,159767,3141,471046,22688,5400625152,2597441536,7976665088,11039891456,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:50:17,14112,183051,0,0,0,0,0,7,23,1,7,1,159767,3141,467446,22688,5413277696,2582695936,7978758144,11024134144,0,108527616,914878464
0,42,56,977,55,922,0,Mar-23 13:50:18,14080,183000,0,0,0,0,0,7,23,1,6,1,159767,3141,468944,22688,5416779776,2588831744,7969120256,11028840448,0,108527616,914878464
0,400,56,977,55,922,0,Mar-23 13:50:19,14080,183033,0,0,0,0,0,7,23,1,6,1,159767,3141,471987,22688,5403910144,2601295872,7969525760,11044487168,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:50:20,14016,183039,0,0,0,0,0,7,23,1,7,1,159767,3141,471916,22688,5402681344,2601005056,7971045376,11045654528,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:50:21,14016,183038,0,0,0,0,0,7,23,1,7,1,159767,3141,478513,22688,5375148032,2628026368,7971557376,11155238912,0,108527616,914878464
0,0,56,979,55,924,0,Mar-23 13:50:22,13984,183042,0,0,0,0,0,7,22,2,7,2,159767,3141,478255,22688,5376442368,2626969600,7971319808,11153997824,0,108527616,914878464
0,16,56,977,55,922,0,Mar-23 13:50:23,13984,181926,0,0,0,0,0,7,21,1,7,2,159767,3141,486927,22688,5346816000,2662490112,7965413376,11167830016,0,108527616,914878464
0,542,56,977,55,922,0,Mar-23 13:50:24,14048,181893,0,0,0,0,0,7,21,1,7,2,159767,3141,489726,22688,5339090944,2673954816,7961673728,11157454848,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:50:25,14016,181957,0,0,0,0,0,7,21,1,7,2,159767,3141,488976,22688,5340409856,2670882816,7963426816,11153653760,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:50:26,14080,181932,0,0,0,0,0,7,21,1,7,2,159767,3141,514087,22688,5236269056,2773737472,7964712960,11155369984,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:50:27,14112,181936,0,0,0,0,0,7,21,1,7,2,159767,3141,513615,22688,5237198848,2771804160,7965716480,11154989056,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:50:28,14080,181954,0,0,0,0,0,7,21,1,6,2,159767,3141,513481,22688,5237710848,2771255296,7965753344,11154481152,0,108527616,914878464
0,142,56,977,55,922,0,Mar-23 13:50:29,14080,181925,0,0,0,0,0,7,23,1,6,1,159767,3141,512092,22688,5244452864,2765565952,7964917760,11146174464,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:30,14048,181922,0,0,0,0,0,7,23,0,6,1,159767,3141,512048,22688,5244624896,2765385728,7964925952,11145863168,0,108527616,914878464
0,42,56,975,55,920,0,Mar-23 13:50:31,14048,181920,0,0,0,0,0,7,23,0,7,1,159767,3141,512200,22688,5245583360,2766008320,7963344896,11146485760,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:32,14080,181966,0,0,0,0,0,7,23,0,7,1,159767,3141,507332,22688,5263921152,2746068992,7964946432,11132145664,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:33,14080,181942,0,0,0,0,0,7,23,0,7,1,159767,3141,507096,22688,5264748544,2745102336,7965085696,11131932672,0,108527616,914878464
0,40,56,975,55,920,0,Mar-23 13:50:34,14112,183017,0,0,0,0,0,7,23,0,7,1,159767,3141,499508,22688,5289435136,2714021888,7971479552,11109953536,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:35,14112,183017,0,0,0,0,0,7,23,0,7,1,159767,3141,499410,22688,5290205184,2713620480,7971110912,11109646336,0,108527616,914878464
0,42,56,975,55,920,0,Mar-23 13:50:36,14080,182990,0,0,0,0,0,7,23,0,7,1,159767,3141,498956,22688,5294194688,2711760896,7968980992,11105390592,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:37,14048,182990,0,0,0,0,0,7,23,0,7,1,159767,3141,498795,22688,5294612480,2711101440,7969222656,11104718848,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:38,14016,182989,0,0,0,0,0,7,23,0,7,1,159767,3141,498646,22688,5295734784,2710491136,7968710656,11104120832,0,108527616,914878464
0,134,56,975,55,920,0,Mar-23 13:50:39,14080,182984,0,0,0,0,0,7,23,0,6,1,159767,3141,502632,22688,5281148928,2726817792,7966969856,11122171904,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:40,14080,183012,0,0,0,0,0,7,23,0,6,1,159767,3141,500636,22688,5286612992,2718642176,7969681408,11115139072,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:41,14048,183028,0,0,0,0,0,7,23,0,6,1,159767,3141,500161,22688,5286543360,2716696576,7971696640,11116908544,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:42,14080,183028,0,0,0,0,0,7,23,0,7,1,159767,3141,500087,22688,5286842368,2716393472,7971700736,11116679168,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:43,14080,183027,0,0,0,0,0,7,23,0,7,1,159767,3141,499685,22688,5289070592,2714746880,7971119104,11115085824,0,108527616,914878464
0,174,56,975,55,920,0,Mar-23 13:50:44,14080,183000,0,0,0,0,0,7,23,0,7,1,159767,3141,499776,22688,5290504192,2715119616,7969312768,11112759296,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:45,14080,183001,0,0,0,0,0,7,23,0,7,1,159767,3141,499933,22688,5289811968,2715762688,7969361920,11113361408,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:46,14048,183000,0,0,0,0,0,7,23,0,7,1,159767,3141,499905,22688,5290450944,2715648000,7968837632,11113250816,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:47,14112,183022,0,0,0,0,0,7,23,0,7,1,159767,3141,501929,22688,5280968704,2723938304,7970025472,11175571456,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:50:48,14144,183041,0,0,0,0,0,7,23,0,7,1,159767,3141,501752,22688,5278982144,2723213312,7972737024,11176173568,0,108527616,914878464
2,182,56,979,55,924,0,Mar-23 13:50:49,14112,183123,0,0,0,0,0,7,23,0,6,1,159767,3141,495967,22688,5285486592,2699517952,7989927936,11152175104,0,108527616,914878464
14,0,56,979,55,924,0,Mar-23 13:50:50,14144,183119,0,0,0,0,0,7,23,0,6,1,159767,3141,495547,22688,5288554496,2697797632,7988580352,11150856192,0,108527616,914878464
0,102,56,979,55,924,0,Mar-23 13:50:51,14144,183077,0,0,0,0,0,7,23,0,6,1,159767,3141,495516,22688,5293838336,2697670656,7983423488,11148369920,0,108527616,914878464
0,0,56,979,55,924,0,Mar-23 13:50:52,14144,183077,0,0,0,0,0,7,23,0,7,1,159767,3141,495303,22688,5297131520,2696798208,7981002752,11147223040,0,108527616,914878464
0,0,56,979,55,924,0,Mar-23 13:50:53,14112,183076,0,0,0,0,0,7,23,0,7,1,159767,3141,496229,22688,5293613056,2700591104,7980728320,11150958592,0,108527616,914878464
0,0,56,979,55,924,0,Mar-23 13:50:54,14144,183083,0,0,0,0,0,7,23,0,7,1,159767,3141,507959,22688,5256265728,2748121088,7970545664,11140632576,0,108527616,914878464
0,452,56,979,55,924,0,Mar-23 13:50:55,14080,183091,0,0,0,0,0,7,23,0,7,1,159767,3141,507563,22688,5254389760,2747015168,7973527552,11141226496,0,108527616,914878464
0,92,56,993,55,938,0,Mar-23 13:50:56,14144,183243,0,0,0,0,0,7,23,0,7,1,159767,3141,500661,22688,5275578368,2718744576,7980609536,11112988672,0,108527616,914878464
0,54,56,993,55,938,0,Mar-23 13:50:57,14176,183251,0,0,0,0,0,7,23,0,7,1,159767,3141,498800,22688,5283147776,2711121920,7980662784,11105574912,0,108527616,914878464
0,0,56,993,55,938,0,Mar-23 13:50:58,14176,183222,0,0,0,0,0,7,23,0,7,1,159767,3141,498970,22688,5284773888,2711818240,7978340352,11103883264,0,108527616,914878464
0,0,56,993,55,938,0,Mar-23 13:50:59,14176,183226,0,0,0,0,0,7,23,0,6,1,159767,3141,499014,22688,5285609472,2711998464,7977324544,11104096256,0,108527616,914878464
0,292,56,993,55,938,0,Mar-23 13:51:00,14176,183225,0,0,0,0,0,7,23,0,6,1,159767,3141,498783,22688,5286281216,2711052288,7977598976,11103158272,0,108527616,914878464
0,0,56,993,55,938,0,Mar-23 13:51:01,14144,183262,0,0,0,0,0,7,23,0,6,1,159767,3141,494663,22688,5288914944,2694176768,7991840768,11088134144,0,108527616,914878464
0,42,56,993,55,938,0,Mar-23 13:51:02,14176,182159,0,0,0,0,0,7,23,0,6,1,159767,3141,491959,22688,5304393728,2683101184,7987437568,11097276416,0,108527616,914878464
4,0,56,993,55,938,0,Mar-23 13:51:03,14144,182156,0,0,0,0,0,7,23,0,7,1,159767,3141,491577,22688,5308125184,2681536512,7985270784,11095781376,0,108527616,914878464
0,0,56,993,55,938,0,Mar-23 13:51:04,14144,182159,0,0,0,0,0,7,23,0,7,1,159767,3141,490693,22688,5311246336,2677915648,7985770496,11092160512,0,108527616,914878464
0,1526,56,993,55,938,0,Mar-23 13:51:05,14176,182131,0,0,0,0,0,7,23,0,7,1,159767,3141,490141,22688,5316026368,2675654656,7983251456,11087618048,0,108527616,914878464
0,60,56,993,55,938,0,Mar-23 13:51:06,14144,182127,0,0,0,0,0,7,23,0,7,1,159767,3141,493879,22688,5308850176,2690965504,7975116800,11102928896,0,108527616,914878464
0,0,56,993,55,938,0,Mar-23 13:51:07,14144,182127,0,0,0,0,0,7,23,0,7,1,159767,3141,494504,22688,5305774080,2693525504,7975632896,11105243136,0,108527616,914878464
0,0,56,993,55,938,0,Mar-23 13:51:08,14144,182148,0,0,0,0,0,7,23,0,7,1,159767,3141,494203,22688,5306757120,2692292608,7975882752,11102883840,0,108527616,914878464
0,0,56,993,55,938,0,Mar-23 13:51:09,14208,182147,0,0,0,0,0,7,23,0,6,1,159767,3141,490881,22688,5320830976,2678169600,7975931904,11088842752,0,108527616,914878464
0,38,56,993,55,938,0,Mar-23 13:51:10,14144,182151,0,0,0,0,0,7,23,0,6,1,159767,3141,491129,22688,5318352896,2679701504,7976878080,11091165184,0,108527616,914878464
0,20,56,993,55,938,0,Mar-23 13:51:11,14144,182152,0,0,0,0,0,7,23,0,6,1,159767,3141,490838,22688,5319553024,2678509568,7976869888,11089960960,0,108527616,914878464
0,0,56,987,55,932,0,Mar-23 13:51:12,14176,183126,0,0,0,0,0,7,23,0,6,1,159767,3141,467562,22688,5413978112,2583171072,7977783296,10975571968,0,108527616,914878464
0,0,56,987,55,932,0,Mar-23 13:51:13,14176,183126,0,0,0,0,0,7,23,0,6,1,159767,3141,467295,22688,5415202816,2582077440,7977652224,10989920256,0,108527616,914878464
0,110,56,987,55,932,0,Mar-23 13:51:14,14144,183181,0,0,0,0,0,7,23,0,7,1,159767,3141,467096,22688,5416513536,2581262336,7977156608,10988949504,0,108527616,914878464
0,88,56,987,55,932,0,Mar-23 13:51:15,14144,183148,0,0,0,0,0,7,23,0,7,1,159767,3141,466632,22688,5417291776,2579361792,7978278912,11003351040,0,108527616,914878464
0,0,56,987,55,932,0,Mar-23 13:51:16,14144,183153,0,0,0,0,0,7,23,0,7,1,159767,3141,466281,22688,5416873984,2577924096,7980134400,11004289024,0,108527616,914878464
0,0,56,987,55,932,0,Mar-23 13:51:17,14112,183154,0,0,0,0,0,7,23,0,7,1,159767,3141,462997,22688,5430054912,2564472832,7980404736,11010809856,0,108527616,914878464
0,8,56,987,55,932,0,Mar-23 13:51:18,14112,183153,0,0,0,0,0,7,23,0,7,1,159767,3141,462329,22688,5433364480,2561736704,7979827200,11007963136,0,108527616,914878464
0,36,56,983,55,928,0,Mar-23 13:51:19,14080,183113,0,0,0,0,0,7,23,0,7,1,159767,3141,463337,22688,5431480320,2565865472,7977582592,11007815680,0,108527616,914878464
0,224,56,983,55,928,0,Mar-23 13:51:20,14080,183079,0,0,0,0,0,7,23,0,7,1,159767,3141,464094,22688,5430321152,2568966144,7975641088,11013713920,0,108527616,914878464
0,0,56,983,55,928,0,Mar-23 13:51:21,14080,183078,0,0,0,0,0,7,23,0,7,1,159767,3141,463828,22688,5431459840,2567876608,7975591936,11012644864,0,108527616,914878464
0,0,56,983,55,928,0,Mar-23 13:51:22,14048,183101,0,0,0,0,0,7,23,0,6,1,159767,3141,468038,22688,5413601280,2585120768,7976206336,11014602752,0,108527616,914878464
0,0,56,983,55,928,0,Mar-23 13:51:23,14080,183105,0,0,0,0,0,7,23,0,6,1,159767,3141,468375,22688,5410770944,2586501120,7977656320,11018211328,0,108527616,914878464
0,24,56,983,55,928,0,Mar-23 13:51:24,14080,183090,0,0,0,0,0,7,23,0,7,1,159767,3141,470791,22688,5400915968,2596929536,7977082880,11030249472,0,108527616,914878464
0,88,56,983,55,928,0,Mar-23 13:51:25,14112,183106,0,0,0,0,0,7,23,0,7,1,159767,3141,465102,22688,5422477312,2573094912,7979356160,11007836160,0,108527616,914878464
0,76,56,983,55,928,0,Mar-23 13:51:26,14080,183080,0,0,0,0,0,7,23,0,7,1,159767,3141,465974,22688,5422387200,2576666624,7975874560,11009048576,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:27,14080,183005,0,0,0,0,0,7,23,0,7,1,159767,3141,472278,22688,5400653824,2602487808,7971786752,11025293312,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:28,14112,183005,0,0,0,0,0,7,23,0,7,1,159767,3141,472233,22688,5400911872,2602303488,7971713024,11025121280,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:51:29,14112,183031,0,0,0,0,0,7,23,0,7,1,159767,3141,478195,22688,5375811584,2626723840,7972392960,11154243584,0,108527616,914878464
0,494,56,975,55,920,0,Mar-23 13:51:30,14080,183033,0,0,0,0,0,7,23,0,7,1,159767,3141,478291,22688,5374033920,2627117056,7973777408,11156373504,0,108527616,914878464
0,36,56,975,55,920,0,Mar-23 13:51:31,14048,182987,0,0,0,0,0,7,23,0,7,1,159767,3141,478544,22688,5374259200,2628153344,7972515840,11155951616,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:32,14016,183032,0,0,0,0,0,7,23,0,6,1,159767,3141,477137,22688,5378150400,2622390272,7974387712,11151372288,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:33,14048,183004,0,0,0,0,0,7,23,0,6,1,159767,3141,477043,22688,5381263360,2622005248,7971659776,11148558336,0,108527616,914878464
0,64,56,975,55,920,0,Mar-23 13:51:34,14048,183014,0,0,0,0,0,7,23,0,6,1,159767,3141,476384,22688,5384208384,2619305984,7971414016,11146358784,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:35,14048,183014,0,0,0,0,0,7,21,0,7,2,159767,3141,476051,22688,5385252864,2617942016,7971733504,11145043968,0,108527616,914878464
0,452,56,975,55,920,0,Mar-23 13:51:36,14080,183038,0,0,0,0,0,7,21,0,7,2,159767,3141,505790,22688,5262000128,2739752960,7973175296,11151110144,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:51:37,14112,183047,0,0,0,0,0,7,21,1,7,2,159767,3141,505441,22688,5262540800,2738323456,7974064128,11152429056,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:51:38,14080,183047,0,0,0,0,0,7,21,1,7,2,159767,3141,505392,22688,5262606336,2738122752,7974199296,11152240640,0,108527616,914878464
6,14,56,975,55,920,0,Mar-23 13:51:39,14048,183088,0,0,0,0,0,7,21,0,7,2,159767,3141,505389,22688,5262151680,2738110464,7974666240,11152310272,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:40,14080,183058,0,0,0,0,0,7,21,0,7,2,159767,3141,499989,22688,5286576128,2715992064,7972360192,11132362752,0,108527616,914878464
0,78,56,975,55,920,0,Mar-23 13:51:41,14080,182824,0,0,0,0,0,7,21,0,7,2,159767,3141,500401,22688,5287002112,2717679616,7970246656,11134058496,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:42,14080,181958,0,0,0,0,0,7,21,0,6,2,159767,3141,506948,22688,5263720448,2744496128,7966695424,11145142272,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:43,14080,181983,0,0,0,0,0,7,21,0,6,2,159767,3141,510827,22688,5246398464,2760384512,7968129024,11157307392,0,108527616,914878464
