"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/page_vm-adv_unix_lock_ipc_swap_net_tcp_sys_raw_aio_zones.csv --page --vm-adv --unix --lock --ipc --swap --net --tcp --sys --raw --aio --zones 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"paging",,"advanced virtual memory",,,,,"unix sockets",,,,"file locks",,,,"sysv ipc",,,"swap",,"net/total",,"tcp sockets",,,,,"system",,"raw","async","zones memory",,,
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,13,0,7,1,2187,4462,0,0,311446,3141,171352,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,167,187,7,13,0,7,1,1485,3649,0,0,311446,3141,171226,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,13,0,7,1,1384,2656,0,0,311691,3141,173062,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,13,0,7,1,2192,35045,0,0,311710,3141,120142,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,13,0,6,1,812,2216,0,0,311710,3141,119583,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,13,0,6,1,599,1033,0,0,311710,3141,119583,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,396,804,7,13,0,6,1,1759,4115,0,0,311710,3141,119394,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,13,0,6,1,984,1804,0,0,311710,3141,119338,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,12623,4742,7,13,0,7,1,881,2527,0,0,311710,3141,114991,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,21745,7984,7,13,0,8,1,2439,8872,0,0,311710,3141,113132,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,13,0,8,1,953,1876,0,0,311710,3141,130346,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,358,7,13,0,8,1,2568,6120,0,0,311710,3141,129968,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,13,0,8,1,1364,2507,0,0,311710,3141,129968,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,1035,433,7,13,0,8,1,2192,4337,0,0,311710,3141,129908,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,13,0,7,1,1207,3219,0,0,311710,3141,129980,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,13,0,7,1,665,1081,0,0,311710,3141,129864,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,13,0,7,1,724,2188,0,0,311710,3141,129864,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,465,2252,7,12,1,7,2,957,2424,0,0,311710,3141,135604,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,16849,4921,7,13,0,8,1,721,1090,0,0,311710,3141,135544,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,15943,5122,7,13,0,9,1,998,3162,0,0,311710,3141,135299,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,1404,844,7,13,0,9,1,713,1131,0,0,311710,3141,135299,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,167,187,7,13,0,9,1,842,2270,0,0,311710,3141,135181,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,358,7,13,0,9,1,1450,3061,0,0,311710,3141,135181,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,1249,3192,7,13,0,9,1,1530,3560,0,0,311710,3141,135181,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,25385,3006,7,13,0,9,1,1194,3188,0,0,311710,3141,134375,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,13,0,8,1,2684,5459,0,0,311710,3141,132863,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,9171,726,7,13,0,8,1,2644,7113,0,0,311710,3141,165052,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,13,0,8,1,1371,9607,0,0,311710,3141,177879,22176
0,0,0,0,0,0,0,56,884,54,830,57,12,10,59,0,0,6,1835008,1021571072,5999,4601,7,13,0,8,1,1979,6191,0,0,311710,3141,171792,22176
0,0,0,0,0,0,0,56,884,54,830,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,13,0,8,1,1000,2656,0,0,311710,3141,199399,22176
0,0,0,0,0,0,0,56,884,54,830,57,12,10,59,0,0,6,1835008,1021571072,15959,5356,7,13,0,9,1,1119,2520,0,0,311710,3141,199313,22176
0,0,0,0,0,0,0,56,884,54,830,57,12,10,59,0,0,6,1835008,1021571072,10858,8244,7,13,0,9,1,1372,3688,0,0,311710,3141,200794,22176
0,0,0,0,0,0,0,56,884,54,830,57,12,10,59,0,0,6,1835008,1021571072,0,358,7,13,0,9,1,1163,2219,0,0,311710,3141,200600,22176
0,0,0,0,0,0,0,56,884,54,830,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,13,0,9,1,1153,4014,0,0,311710,3141,200181,22176
0,0,0,0,0,0,0,56,884,54,830,57,12,10,59,0,0,6,1835008,1021571072,338,1707,7,12,1,9,2,1066,3315,0,0,311710,3141,200247,22176
0,0,0,0,0,0,0,56,884,54,830,57,12,10,59,0,0,6,1835008,1021571072,16809,4911,7,13,0,10,1,1531,3610,0,0,311710,3141,199402,22176
0,0,0,0,0,0,0,56,884,54,830,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,13,0,10,1,1006,2866,0,0,311710,3141,199032,22176
0,0,0,0,0,0,0,56,884,54,830,57,12,10,59,0,0,6,1835008,1021571072,0,358,7,13,0,9,1,763,1246,0,0,311710,3141,198969,22176
0,0,0,0,0,0,0,56,884,54,830,57,12,10,59,0,0,6,1835008,1021571072,424,0,7,13,0,9,1,836,1445,0,0,311710,3141,198654,22176
0,0,0,0,0,0,0,56,884,54,830,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,13,0,9,1,931,2555,0,0,311710,3141,198655,22176
0,0,0,0,0,0,0,56,884,54,830,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,13,0,9,1,763,1306,0,0,311710,3141,198535,22176
0,0,0,0,0,0,0,56,884,54,830,57,12,10,59,0,0,6,1835008,1021571072,15984,5203,7,13,0,10,1,1129,3433,0,0,311710,3141,198544,22176
0,0,0,0,0,0,0,56,884,54,830,57,12,10,59,0,0,6,1835008,1021571072,1474,884,7,13,0,10,1,762,1270,0,0,311710,3141,198434,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,167,545,7,13,0,10,1,1059,1987,0,0,311710,3141,206853,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,13,0,10,1,925,2374,0,0,311710,3141,208073,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,13,0,10,1,831,1604,0,0,311710,3141,207963,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,396,446,7,13,0,10,1,936,2409,0,0,311710,3141,207720,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,13,0,9,1,679,1209,0,0,311710,3141,207405,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,167,545,7,13,0,9,1,2054,34454,0,0,311710,3141,194574,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,13,0,9,1,974,2585,0,0,311710,3141,194090,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,13,0,9,1,718,1265,0,0,311710,3141,193970,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,698,0,7,13,0,9,1,1042,2708,0,0,311710,3141,194053,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,17388,6127,7,13,0,10,1,979,2259,0,0,311710,3141,194059,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,42,358,7,13,0,10,1,752,1239,0,0,311710,3141,198110,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,13,0,10,1,1080,2817,0,0,311710,3141,197935,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,13,0,10,1,757,1246,0,0,311710,3141,197702,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,13,0,10,1,2635,9100,0,0,311710,3141,199503,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,13,0,9,1,807,1437,0,0,311710,3141,199327,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,92,0,7,13,0,9,1,1012,1742,0,0,311710,3141,199725,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,1209,3550,7,13,0,10,1,1245,3973,0,0,311710,3141,208144,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,15978,4840,7,13,0,10,1,842,1559,0,0,311710,3141,208039,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,167,187,7,13,0,10,1,985,2588,0,0,311710,3141,207942,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,505,1894,7,12,1,10,2,801,2040,0,0,311710,3141,207706,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,17347,4233,7,13,0,11,1,857,1377,0,0,311710,3141,207654,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,86,464,7,13,0,11,1,878,2422,0,0,311710,3141,207601,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,11,1,763,1306,0,0,311710,3141,207611,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,396,446,7,13,0,11,1,1050,2686,0,0,311710,3141,207933,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,11,1,729,1233,0,0,311710,3141,207873,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,11,1,746,1213,0,0,311710,3141,207813,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,600,784,7,13,1,11,1,865,2471,0,0,311710,3141,207574,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,94,413,7,14,0,9,1,755,1345,0,0,311710,3141,207206,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,405,318,7,13,0,10,1,886,2548,0,0,311710,3141,206899,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,2508,106,7,13,0,10,1,758,1283,0,0,311710,3141,206777,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1209,3192,7,13,0,11,1,850,2083,0,0,311710,3141,206847,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,16052,3106,7,13,0,11,1,882,1762,0,0,311710,3141,207116,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,167,187,7,13,0,11,1,980,2146,0,0,311710,3141,206690,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,11,1,1096,3221,0,0,311710,3141,208821,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,3276,0,7,13,0,11,1,715,1203,0,0,311710,3141,208682,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,7322,133,7,13,0,10,1,830,1283,0,0,311710,3141,208691,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1188,0,7,13,0,10,1,768,1262,0,0,311710,3141,208631,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,782,358,7,13,0,9,1,979,2577,0,0,311710,3141,208273,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,167,187,7,13,0,9,1,855,2581,0,0,311710,3141,208221,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,9,1,708,1226,0,0,311710,3141,208292,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,9,1,764,1354,0,0,311710,3141,208121,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1619,4490,7,13,0,9,1,926,2176,0,0,311710,3141,208258,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,15602,1768,7,13,0,9,1,1067,2708,0,0,311710,3141,208394,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,16213,5462,7,13,0,10,1,918,2788,0,0,311710,3141,208650,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,15674,1150,7,13,0,10,1,917,1916,0,0,311710,3141,208374,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,817,671,7,13,0,10,1,764,1316,0,0,311710,3141,208266,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,56,74,7,13,0,10,1,671,1146,0,0,311710,3141,208342,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,56,432,7,13,0,9,1,1040,2770,0,0,311836,3141,208300,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,9,1,811,1415,0,0,311836,3141,208447,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,9,1,1142,2925,0,0,311836,3141,216817,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,9,1,2441,36988,0,0,311836,3141,167398,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,9,1,791,1787,0,0,311836,3141,167288,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1619,4490,7,13,0,10,1,1174,3497,0,0,311836,3141,167042,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,15602,1808,7,13,0,9,1,786,1360,0,0,311836,3141,166499,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,240,0,7,13,0,9,1,847,2372,0,0,311836,3141,166382,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,9,1,942,2018,0,0,311836,3141,163554,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,9,1,802,1363,0,0,311836,3141,170666,22176
