"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/socket_lock_fs_swap_zones_io_vm-adv_time_ipc.csv --socket --lock --fs --swap --zones --io --vm-adv --time --ipc 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"sockets",,,,,"file locks",,,,"filesystem",,"swap",,"zones memory",,,,"io/total",,"advanced virtual memory",,,,,"system","sysv ipc",,
1224,26,33,0,0,84,12,13,83,14176,183251,108527616,914878464,159767,3141,498754,22688,0,54,0,0,0,0,0,Mar-23 13:50:57,0,0,5
1224,26,33,0,0,84,12,13,83,14176,183222,108527616,914878464,159767,3141,499082,22688,0,0,0,0,0,0,0,Mar-23 13:50:58,0,0,5
1224,26,33,0,0,84,12,13,83,14176,183226,108527616,914878464,159767,3141,499077,22688,0,0,0,0,0,0,0,Mar-23 13:50:59,0,0,5
1224,26,33,0,0,84,12,13,83,14176,183225,108527616,914878464,159767,3141,498783,22688,0,292,0,0,0,0,0,Mar-23 13:51:00,0,0,5
1224,26,33,0,0,84,12,13,83,14144,183262,108527616,914878464,159767,3141,494789,22688,0,0,0,0,0,0,0,Mar-23 13:51:01,0,0,5
1224,26,33,0,0,84,12,13,83,14176,182159,108527616,914878464,159767,3141,492059,22688,0,42,0,0,0,0,0,Mar-23 13:51:02,0,0,5
1224,26,33,0,0,84,12,13,83,14144,182156,108527616,914878464,159767,3141,491639,22688,4,0,0,0,0,0,0,Mar-23 13:51:03,0,0,5
1224,26,33,0,0,84,12,13,83,14144,182159,108527616,914878464,159767,3141,490557,22688,0,0,0,0,0,0,0,Mar-23 13:51:04,0,0,5
1224,26,33,0,0,84,12,13,83,14176,182131,108527616,914878464,159767,3141,490697,22688,0,1526,0,0,0,0,0,Mar-23 13:51:05,0,0,5
1224,26,33,0,0,84,12,13,83,14176,182126,108527616,914878464,159767,3141,493910,22688,0,60,0,0,0,0,0,Mar-23 13:51:06,0,0,5
1224,26,33,0,0,84,12,13,83,14144,182127,108527616,914878464,159767,3141,494504,22688,0,0,0,0,0,0,0,Mar-23 13:51:07,0,0,5
1223,26,33,0,0,84,12,13,83,14144,182148,108527616,914878464,159767,3141,494203,22688,0,0,0,0,0,0,0,Mar-23 13:51:08,0,0,5
1223,26,33,0,0,84,12,13,83,14176,182106,108527616,914878464,159767,3141,493527,22688,0,0,0,0,0,0,0,Mar-23 13:51:09,0,0,5
1223,26,33,0,0,84,12,13,83,14144,182151,108527616,914878464,159767,3141,491129,22688,0,38,0,0,0,0,0,Mar-23 13:51:10,0,0,5
1223,26,33,0,0,84,12,13,83,14144,182152,108527616,914878464,159767,3141,490898,22688,0,20,0,0,0,0,0,Mar-23 13:51:11,0,0,5
1217,26,33,0,0,84,12,13,83,14176,183126,108527616,914878464,159767,3141,467625,22688,0,0,0,0,0,0,0,Mar-23 13:51:12,0,0,5
1217,26,33,0,0,84,12,13,83,14176,183126,108527616,914878464,159767,3141,467358,22688,0,0,0,0,0,0,0,Mar-23 13:51:13,0,0,5
1219,26,33,0,0,84,12,13,83,14144,183127,108527616,914878464,159767,3141,467210,22688,0,110,0,0,0,0,0,Mar-23 13:51:14,0,0,5
1217,26,33,0,0,84,12,13,83,14144,183148,108527616,914878464,159767,3141,466622,22688,0,88,0,0,0,0,0,Mar-23 13:51:15,0,0,5
1217,26,33,0,0,84,12,13,83,14144,183153,108527616,914878464,159767,3141,466281,22688,0,0,0,0,0,0,0,Mar-23 13:51:16,0,0,5
1217,26,33,0,0,84,12,13,83,14112,183153,108527616,914878464,159767,3141,462997,22688,0,0,0,0,0,0,0,Mar-23 13:51:17,0,0,5
1217,26,33,0,0,84,12,13,83,14112,183153,108527616,914878464,159767,3141,462329,22688,0,8,0,0,0,0,0,Mar-23 13:51:18,0,0,5
1213,26,33,0,0,84,12,13,83,14080,183105,108527616,914878464,159767,3141,463267,22688,0,36,0,0,0,0,0,Mar-23 13:51:19,0,0,5
1213,26,33,0,0,84,12,13,83,14080,183079,108527616,914878464,159767,3141,464087,22688,0,224,0,0,0,0,0,Mar-23 13:51:20,0,0,5
1213,26,33,0,0,84,12,13,83,14080,183078,108527616,914878464,159767,3141,463828,22688,0,0,0,0,0,0,0,Mar-23 13:51:21,0,0,5
1213,26,33,0,0,84,12,13,83,14048,183101,108527616,914878464,159767,3141,468038,22688,0,0,0,0,0,0,0,Mar-23 13:51:22,0,0,5
1212,26,33,0,0,84,12,13,83,14080,183105,108527616,914878464,159767,3141,468425,22688,0,0,0,0,0,0,0,Mar-23 13:51:23,0,0,5
1213,27,33,0,0,84,12,13,83,14080,183107,108527616,914878464,159767,3141,467938,22688,0,24,0,0,0,0,0,Mar-23 13:51:24,0,0,5
1211,26,33,0,0,84,12,13,83,14112,183106,108527616,914878464,159767,3141,465102,22688,0,62,0,0,0,0,0,Mar-23 13:51:25,0,0,5
1210,26,33,0,0,84,12,13,83,14080,183080,108527616,914878464,159767,3141,466050,22688,0,102,0,0,0,0,0,Mar-23 13:51:26,0,0,5
1202,26,33,0,0,84,12,13,83,14080,183005,108527616,914878464,159767,3141,472271,22688,0,0,0,0,0,0,0,Mar-23 13:51:27,0,0,5
1202,26,33,0,0,84,12,13,83,14112,183005,108527616,914878464,159767,3141,472233,22688,0,0,0,0,0,0,0,Mar-23 13:51:28,0,0,5
1202,26,33,0,0,83,12,13,82,14080,183028,108527616,914878464,159767,3141,478146,22688,0,0,0,0,0,0,0,Mar-23 13:51:29,0,0,5
1202,26,33,0,0,83,12,13,82,14080,183033,108527616,914878464,159767,3141,477550,22688,0,0,0,0,0,0,0,Mar-23 13:51:30,0,0,5
1202,26,33,0,0,83,12,13,82,14048,183033,108527616,914878464,159767,3141,478103,22688,0,530,0,0,0,0,0,Mar-23 13:51:31,0,0,5
1202,26,33,0,0,83,12,13,82,14016,183032,108527616,914878464,159767,3141,477137,22688,0,0,0,0,0,0,0,Mar-23 13:51:32,0,0,5
1202,26,33,0,0,83,12,13,82,14048,183004,108527616,914878464,159767,3141,477043,22688,0,0,0,0,0,0,0,Mar-23 13:51:33,0,0,5
1202,26,33,0,0,83,12,13,82,14048,183014,108527616,914878464,159767,3141,476447,22688,0,64,0,0,0,0,0,Mar-23 13:51:34,0,0,5
1201,25,33,0,0,83,12,13,82,14048,183014,108527616,914878464,159767,3141,476051,22688,0,0,0,0,0,0,0,Mar-23 13:51:35,0,0,5
1201,25,33,0,0,83,12,13,82,14080,183038,108527616,914878464,159767,3141,505790,22688,0,452,0,0,0,0,0,Mar-23 13:51:36,0,0,5
1204,25,33,0,0,83,12,13,82,14112,183045,108527616,914878464,159767,3141,505441,22688,0,0,0,0,0,0,0,Mar-23 13:51:37,0,0,5
1204,25,33,0,0,83,12,13,82,14080,183047,108527616,914878464,159767,3141,505392,22688,0,0,0,0,0,0,0,Mar-23 13:51:38,0,0,5
1201,25,33,0,0,83,12,13,82,14048,183088,108527616,914878464,159767,3141,505389,22688,6,14,0,0,0,0,0,Mar-23 13:51:39,0,0,5
1201,25,33,0,0,83,12,13,82,14080,183104,108527616,914878464,159767,3141,500087,22688,0,0,0,0,0,0,0,Mar-23 13:51:40,0,0,5
1201,25,33,0,0,83,12,13,82,14080,183057,108527616,914878464,159767,3141,500524,22688,0,78,0,0,0,0,0,Mar-23 13:51:41,0,0,5
1202,25,33,0,0,83,12,13,82,14080,181958,108527616,914878464,159767,3141,507070,22688,0,0,0,0,0,0,0,Mar-23 13:51:42,0,0,5
1203,25,33,0,0,83,12,13,82,14080,181983,108527616,914878464,159767,3141,510865,22688,0,0,0,0,0,0,0,Mar-23 13:51:43,0,0,5
1203,25,33,0,0,83,12,13,82,14048,181988,108527616,914878464,159767,3141,510931,22688,0,28,0,0,0,0,0,Mar-23 13:51:44,0,0,5
1203,25,33,0,0,83,12,13,82,14048,181987,108527616,914878464,159767,3141,510642,22688,0,0,0,0,0,0,0,Mar-23 13:51:45,0,0,5
1203,25,33,0,0,83,12,13,82,14048,181987,108527616,914878464,159767,3141,509920,22688,0,1722,0,0,0,0,0,Mar-23 13:51:46,0,0,5
1203,25,33,0,0,83,12,13,82,14048,181961,108527616,914878464,159767,3141,505859,22688,0,0,0,0,0,0,0,Mar-23 13:51:47,0,0,5
1203,25,33,0,0,83,12,13,82,14016,181961,108527616,914878464,159767,3141,508462,22688,0,0,0,0,0,0,0,Mar-23 13:51:48,0,0,5
1203,25,33,0,0,83,12,13,82,15584,183023,108527616,914878464,159767,3141,492587,22688,0,32,0,0,0,0,0,Mar-23 13:51:49,0,0,5
1203,25,33,0,0,83,12,13,82,14112,183052,108527616,914878464,159767,3141,473009,22688,0,0,0,0,0,0,0,Mar-23 13:51:50,0,0,5
1203,25,33,0,0,83,12,13,82,14080,183057,108527616,914878464,159767,3141,472309,22688,0,134,0,0,0,0,0,Mar-23 13:51:51,0,0,5
1206,25,36,0,0,83,12,13,82,14080,183061,108527616,914878464,159767,3141,472035,22688,0,0,0,0,0,0,0,Mar-23 13:51:52,0,0,5
1203,25,33,0,0,83,12,13,82,14048,183072,108527616,914878464,159767,3141,471761,22688,0,0,0,0,0,0,0,Mar-23 13:51:53,0,0,5
1205,26,33,0,0,83,12,13,82,14080,182992,108527616,914878464,159767,3141,473515,22688,0,42,0,0,0,0,0,Mar-23 13:51:54,0,0,5
1205,26,33,0,0,83,12,13,82,14112,183035,108527616,914878464,159767,3141,469690,22688,0,0,0,0,0,0,0,Mar-23 13:51:55,0,0,5
1206,27,33,0,0,83,12,13,82,14112,183034,108527616,914878464,159767,3141,469553,22688,0,176,0,0,0,0,0,Mar-23 13:51:56,0,0,5
1205,26,33,0,0,83,12,13,82,14112,183066,108527616,914878464,159767,3141,481234,22688,0,28,0,0,0,0,0,Mar-23 13:51:57,0,0,5
1205,26,33,0,0,83,12,13,82,14080,183071,108527616,914878464,159767,3141,481111,22688,0,0,0,0,0,0,0,Mar-23 13:51:58,0,0,5
1205,26,33,0,0,83,12,13,82,14048,183072,108527616,914878464,159767,3141,480712,22688,0,0,0,0,0,0,0,Mar-23 13:51:59,0,0,5
1208,26,36,0,0,83,12,13,82,14048,183046,108527616,914878464,159767,3141,480681,22688,0,0,0,0,0,0,0,Mar-23 13:52:00,0,0,5
1208,26,36,0,0,83,12,13,82,14048,183045,108527616,914878464,159767,3141,481014,22688,0,448,0,0,0,0,0,Mar-23 13:52:01,0,0,5
1208,26,36,0,0,83,12,13,82,14048,183050,108527616,914878464,159767,3141,482081,22688,0,302,0,0,0,0,0,Mar-23 13:52:02,0,0,5
1208,26,36,0,0,83,12,13,82,14048,183052,108527616,914878464,159767,3141,481724,22688,0,0,0,0,0,0,0,Mar-23 13:52:03,0,0,5
1208,26,36,0,0,83,12,13,82,14048,183083,108527616,914878464,159767,3141,482541,22688,0,14,0,0,0,0,0,Mar-23 13:52:04,0,0,5
1205,26,33,0,0,83,12,13,82,14048,183071,108527616,914878464,159767,3141,508140,22688,0,0,0,0,0,0,0,Mar-23 13:52:05,0,0,5
1205,26,33,0,0,83,12,13,82,14048,183070,108527616,914878464,159767,3141,508043,22688,0,54,0,0,0,0,0,Mar-23 13:52:06,0,0,5
1205,26,33,0,0,83,12,13,82,13984,182897,108527616,914878464,159767,3141,514876,22688,0,0,0,0,0,0,0,Mar-23 13:52:07,0,0,5
