"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/tcp_fs_mem_vm_swap_socket_net_zones_aio.csv --tcp --fs --mem --vm --swap --socket --net --zones --aio 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"tcp sockets",,,,,"filesystem",,"memory usage",,,,"virtual memory",,,,"swap",,"sockets",,,,,"net/total",,"zones memory",,,,"async"
7,18,0,7,2,13792,180382,4882739200,2898718720,799973376,7817445376,0,531,992,621,108527616,914878464,1199,23,34,0,0,5990,7193,169007,3141,535360,22688,0
7,18,0,7,2,13792,180392,4883628032,2897784832,799973376,7817490432,0,523,944,516,108527616,914878464,1199,23,34,0,0,5962,6956,169007,3141,535132,22688,0
7,18,0,7,2,13728,180392,4887535616,2893869056,799981568,7817490432,0,1367,3907,3908,108527616,914878464,1199,23,34,0,0,5750,6968,169007,3141,534176,22688,0
7,18,0,7,2,13760,180393,4887846912,2893557760,799981568,7818014720,0,1477,1999,2061,108527616,914878464,1199,23,34,0,0,5860,7044,169007,3141,534100,22688,0
7,18,0,7,2,13760,180357,4849217536,2933764096,799993856,7816425472,0,120,881,11147,108527616,914878464,1199,23,34,0,0,6038,7257,169007,3141,543916,22688,0
7,18,0,6,2,13760,180296,4849135616,2934226944,799993856,7815520256,0,43,534,710,108527616,914878464,1199,23,34,0,0,6219,7337,169007,3141,544029,22688,0
7,18,0,6,2,13728,180296,4878323712,2905038848,799993856,7815753728,0,7489,8377,1279,108527616,914878464,1199,23,34,0,0,7763,13961,169007,3141,536903,22688,0
7,18,0,6,2,13760,180295,4878934016,2904428544,799993856,7815454720,0,1562,1910,1904,108527616,914878464,1199,23,34,0,0,5820,6850,169007,3141,536754,22688,0
7,18,0,7,2,13760,180306,4854517760,2928795648,799993856,7815503872,0,1858,2190,8145,108527616,914878464,1199,23,34,0,0,9808,13729,169007,3141,542703,22688,0
7,18,0,7,2,13760,180307,4855951360,2927362048,799993856,7816028160,0,50,638,491,108527616,914878464,1199,23,34,0,0,22393,10080,169007,3141,542353,22688,0
7,18,0,7,2,13792,180262,4858671104,2926448640,800006144,7814275072,0,548,1030,995,108527616,914878464,1199,23,34,0,0,6496,10105,169007,3141,542130,22688,0
7,18,0,7,2,13792,180271,4747423744,3037696000,800006144,7813750784,0,1725,2670,29839,108527616,914878464,1199,23,34,0,0,16732,8892,169007,3141,569290,22688,0
7,18,0,7,2,13792,180269,4744249344,3040776192,800006144,7813779456,0,2302,3435,4838,108527616,914878464,1199,23,34,0,0,8771,9626,169007,3141,570042,22688,0
7,18,0,7,2,13856,180269,4745224192,3039789056,800006144,7813558272,0,1547,2598,2510,108527616,914878464,1199,23,34,0,0,7496,9457,169007,3141,569801,22688,0
7,18,0,8,2,13824,180272,4747128832,3037880320,800006144,7814385664,0,120,735,592,108527616,914878464,1199,23,34,0,0,7329,10849,169007,3141,569335,22688,0
7,18,0,6,2,13824,180292,4747567104,3037220864,800014336,7814598656,0,929,1502,773,108527616,914878464,1199,23,34,0,0,35752,9791,169007,3141,569174,22688,0
7,20,0,6,2,13824,180295,4747501568,3037278208,800018432,7814078464,0,96,611,1283,108527616,914878464,1203,24,34,0,0,12948,10767,169007,3141,569188,22688,0
7,19,0,7,2,13824,179180,4746305536,3043962880,800018432,7808520192,0,2868,3213,4892,108527616,914878464,1200,24,34,0,0,7634,7298,169007,3141,570820,22688,0
7,19,0,7,2,13856,179154,4747497472,3044364288,800018432,7806926848,0,2616,3221,2425,108527616,914878464,1200,24,34,0,0,5750,6850,169007,3141,570918,22688,0
7,19,0,8,2,13856,179166,4747358208,3044569088,800051200,7806894080,0,337,1024,936,108527616,914878464,1200,24,34,0,0,21775,12673,169007,3141,570968,22688,0
7,19,0,8,2,13824,179167,4748414976,3043414016,800051200,7807516672,0,318,803,617,108527616,914878464,1200,24,34,0,0,7632,8169,169007,3141,570686,22688,0
7,19,0,8,2,13824,179167,4744519680,3047174144,800051200,7807651840,0,138,611,1758,108527616,914878464,1200,24,34,0,0,5860,7044,169007,3141,571604,22688,0
7,19,0,8,2,13824,179166,4740698112,3050946560,800051200,7806877696,0,2248,3283,2930,108527616,914878464,1200,24,34,0,0,9847,94024,169007,3141,572525,22688,0
7,19,0,8,2,13824,179167,4741472256,3050168320,800051200,7807180800,0,1507,2751,2787,108527616,914878464,1200,24,34,0,0,5880,6992,169007,3141,572335,22688,0
7,19,0,8,2,13792,179167,4742393856,3049242624,800059392,7807176704,0,84,603,608,108527616,914878464,1200,24,34,0,0,6032,7256,169007,3141,572109,22688,0
7,19,0,8,2,13824,179121,4743053312,3050172416,800059392,7805587456,0,49,503,943,108527616,914878464,1200,24,34,0,0,5750,6987,169007,3141,572336,22688,0
7,19,0,8,2,13792,179132,4743942144,3049480192,800059392,7805915136,0,169,739,874,108527616,914878464,1200,24,34,0,0,6157,7707,169007,3141,572167,22688,0
7,19,0,8,2,13824,180201,4881047552,2907189248,800059392,7811035136,0,40306,61813,22115,108527616,914878464,1200,24,34,0,0,5750,6850,169007,3141,537366,22688,0
7,19,0,7,2,13824,180200,4880875520,2907361280,800059392,7810510848,0,1364,1900,2234,108527616,914878464,1200,24,34,0,0,5917,7037,169007,3141,537470,22688,0
7,19,0,7,2,13824,180210,4873785344,2914406400,800059392,7810555904,0,200,691,4004,108527616,914878464,1200,24,34,0,0,6879,7588,169007,3141,539190,22688,0
7,19,0,8,2,13824,180212,4874723328,2913443840,800071680,7810633728,0,99,854,830,108527616,914878464,1200,24,34,0,0,22931,12892,169007,3141,538955,22688,0
7,19,0,8,2,13792,180212,4874948608,2913214464,800071680,7810637824,0,218,494,1777,108527616,914878464,1200,24,34,0,0,6092,7463,169007,3141,540849,22688,0
7,19,0,8,2,13824,180211,4868939776,2919219200,800079872,7811092480,0,1925,2640,3171,108527616,914878464,1200,24,34,0,0,5934,7162,169007,3141,540365,22688,0
7,19,0,8,2,13824,180176,4868816896,2921111552,800079872,7809388544,0,1932,2194,2535,108527616,914878464,1200,24,34,0,0,6252,7296,169007,3141,540827,22688,0
7,19,0,8,2,13792,180185,4838121472,2951786496,800079872,7808884736,0,949,1487,9078,108527616,914878464,1200,24,34,0,0,6752,7153,169007,3141,548316,22688,0
7,19,0,8,2,13824,180185,4829458432,2960244736,800079872,7809089536,0,202,607,3349,108527616,914878464,1200,24,34,0,0,5750,7110,169007,3141,550381,22688,0
7,19,0,8,2,13824,180195,4855070720,2934583296,800079872,7808905216,0,7467,8906,1771,108527616,914878464,1200,24,34,0,0,9194,20620,169007,3141,544116,22688,0
7,19,0,8,2,13760,180195,4856475648,2933170176,800079872,7809671168,0,442,961,758,108527616,914878464,1200,24,34,0,0,5860,7044,169007,3141,543771,22688,0
7,21,0,7,1,13792,180197,4837539840,2952089600,800092160,7809675264,0,2239,3007,8556,108527616,914878464,1201,25,34,0,0,14216,18104,169007,3141,548390,22688,0
7,21,0,7,1,13792,180136,4837666816,2952216576,800092160,7808897024,0,212,947,1109,108527616,914878464,1201,25,34,0,0,6029,7332,169007,3141,548421,22688,0
7,21,0,8,1,13760,180091,4836376576,2955120640,800092160,7807283200,0,1156,1701,2947,108527616,914878464,1201,25,34,0,0,7276,10683,169007,3141,549130,22688,0
7,21,0,8,1,13824,180090,4837117952,2954612736,800092160,7806984192,0,169,642,570,108527616,914878464,1201,25,34,0,0,21812,9518,169007,3141,549006,22688,0
7,21,0,8,1,13792,180100,4833927168,2957713408,800092160,7807074304,0,915,1369,2509,108527616,914878464,1201,25,34,0,0,5860,7539,169007,3141,549763,22688,0
7,21,0,8,1,13792,180111,4835573760,2956013568,800100352,7807709184,0,2860,3597,3376,108527616,914878464,1201,25,34,0,0,5750,6850,169007,3141,549348,22688,0
7,21,0,8,1,13760,180111,4830609408,2960973824,800100352,7807713280,0,65,2219,2563,108527616,914878464,1201,25,34,0,0,5750,6850,169007,3141,550559,22688,0
7,21,0,8,1,13760,180110,4831592448,2959904768,800108544,7807193088,0,485,813,932,108527616,914878464,1201,25,34,0,0,5990,7044,169007,3141,550298,22688,0
7,21,0,8,1,13760,180109,4831043584,2960453632,800116736,7807119360,0,268,717,936,108527616,914878464,1201,25,34,0,0,5750,6850,169007,3141,550432,22688,0
7,21,0,8,1,13792,180109,4831346688,2960142336,800116736,7807127552,0,193,501,494,108527616,914878464,1201,25,34,0,0,5750,7468,169007,3141,550356,22688,0
7,21,0,7,1,13760,180063,4832256000,2961072128,800116736,7805288448,0,2596,3218,3667,108527616,914878464,1201,25,34,0,0,6027,7231,169007,3141,550583,22688,0
7,21,0,7,1,13728,180075,4734619648,3058708480,800129024,7805865984,0,1177,2427,23753,108527616,914878464,1201,25,34,0,0,8467,11129,169007,3141,574420,22688,0
7,21,0,7,1,13760,180095,4733054976,3059961856,800129024,7806177280,0,936,1572,1427,108527616,914878464,1201,25,34,0,0,6116,7190,169007,3141,574726,22688,0
7,21,0,8,1,13728,180094,4733972480,3059044352,800129024,7805587456,0,384,678,747,108527616,914878464,1201,25,34,0,0,21567,12277,169007,3141,574502,22688,0
7,21,0,8,1,13760,180094,4734361600,3058651136,800129024,7805591552,0,51,494,475,108527616,914878464,1201,25,34,0,0,7154,7839,169007,3141,574406,22688,0
7,21,0,8,1,13824,180094,4734664704,3058348032,800129024,7805657088,0,2892,3535,3493,108527616,914878464,1201,25,34,0,0,6256,7632,169007,3141,574332,22688,0
7,21,0,8,1,13824,180094,4735291392,3057713152,800129024,7805665280,0,99,522,510,108527616,914878464,1201,25,34,0,0,5880,7105,169007,3141,574177,22688,0
7,21,0,8,1,13824,180095,4735246336,3057745920,800137216,7806193664,0,182,675,942,108527616,914878464,1201,25,34,0,0,5824,6713,169007,3141,574185,22688,0
7,21,0,8,1,13792,178948,4730945536,3069329408,800137216,7798833152,0,141,641,5066,108527616,914878464,1201,25,34,0,0,5860,7323,169007,3141,577013,22688,0
7,21,0,8,1,13792,178967,4731478016,3068657664,800137216,7798448128,0,764,1093,749,108527616,914878464,1201,25,34,0,0,5750,7208,169007,3141,576849,22688,0
7,21,0,7,1,13792,178967,4731678720,3068456960,800137216,7798448128,0,2636,3227,3384,108527616,914878464,1201,25,34,0,0,6133,7231,169007,3141,576863,22688,0
7,21,0,7,1,13792,178968,4732321792,3067805696,800145408,7798513664,0,243,799,726,108527616,914878464,1201,25,34,0,0,6477,7332,169007,3141,576641,22688,0
7,21,0,7,1,13792,178969,4731351040,3068764160,800145408,7799050240,0,65,1384,1221,108527616,914878464,1201,25,34,0,0,5750,7110,169007,3141,576875,22688,0
7,21,0,7,1,13792,178968,4731412480,3068698624,800145408,7798988800,0,222,642,896,108527616,914878464,1201,25,34,0,0,6072,7299,169007,3141,576859,22688,0
7,21,0,8,1,13824,178968,4731019264,3069083648,800145408,7798472704,0,74,565,717,108527616,914878464,1201,25,34,0,0,22931,12710,169007,3141,576953,22688,0
7,21,0,8,1,13856,178922,4734959616,3066974208,800145408,7796707328,0,3336,3828,3668,108527616,914878464,1201,25,34,0,0,5750,7208,169007,3141,576438,22688,0
7,21,0,8,1,13824,180002,4886548480,2910261248,800157696,7801819136,0,40024,61732,20842,108527616,914878464,1201,25,34,0,0,6018,7235,169007,3141,538178,22688,0
7,21,0,8,1,13824,180002,4887867392,2908798976,800157696,7801962496,0,252,735,518,108527616,914878464,1201,25,34,0,0,5856,6968,169007,3141,537821,22688,0
7,21,0,8,1,13824,180002,4916363264,2880290816,800174080,7802417152,0,7264,8586,1984,108527616,914878464,1201,25,34,0,0,7645,13642,169007,3141,530861,22688,0
7,21,0,8,1,13792,180002,4916281344,2880356352,800174080,7802429440,0,268,540,529,108527616,914878464,1201,25,34,0,0,5820,6850,169007,3141,530877,22688,0
7,21,0,8,1,13856,180006,4916486144,2880147456,800174080,7801909248,0,1961,2496,2398,108527616,914878464,1201,25,34,0,0,5917,7537,169007,3141,530826,22688,0
7,21,0,8,1,13824,180002,4892340224,2904293376,800174080,7801974784,0,1155,1508,7532,108527616,914878464,1201,25,34,0,0,7371,8742,169007,3141,536721,22688,0
7,21,0,8,1,13824,180002,4893044736,2903584768,800174080,7801978880,0,86,515,501,108527616,914878464,1201,25,34,0,0,5750,6850,169007,3141,536548,22688,0
7,21,0,8,1,13856,179985,4895645696,2902622208,800178176,7800270848,0,1983,2491,1603,108527616,914878464,1201,25,34,0,0,5750,7105,169007,3141,536313,22688,0
7,21,0,9,1,13856,179998,4896542720,2901618688,800178176,7800967168,0,436,1066,687,108527616,914878464,1201,25,34,0,0,7109,10099,169007,3141,536068,22688,0
7,21,0,9,1,13856,179997,4899282944,2898878464,800178176,7800967168,0,1801,2324,3321,108527616,914878464,1201,25,34,0,0,22288,10641,169007,3141,535399,22688,0
7,21,0,9,1,13824,179936,4893454336,2905001984,800178176,7800147968,0,1371,1947,3639,108527616,914878464,1201,25,34,0,0,5860,7044,169007,3141,536894,22688,0
7,21,0,9,1,13824,179938,4893827072,2904629248,800178176,7801196544,0,186,854,1258,108527616,914878464,1201,25,34,0,0,21734,12053,169007,3141,536803,22688,0
7,21,0,9,1,13824,179937,4896669696,2901778432,800186368,7801126912,0,47,2598,2584,108527616,914878464,1201,25,34,0,0,16483,7958,169007,3141,536107,22688,0
7,21,0,8,1,13792,179941,4897767424,2900668416,800186368,7800090624,0,1588,1837,2260,108527616,914878464,1201,25,34,0,0,14759,7466,169007,3141,535836,22688,0
7,21,0,8,1,13792,179913,4899160064,2901024768,800186368,7798865920,0,1373,2030,2363,108527616,914878464,1201,25,34,0,0,5878,7282,169007,3141,535923,22688,0
7,21,0,8,1,13856,179927,4904476672,2895634432,800206848,7798984704,0,3790,4334,2037,108527616,914878464,1204,25,37,0,0,6029,8119,169007,3141,534481,22688,0
7,21,0,8,1,13824,179926,4925652992,2874417152,800206848,7798501376,0,5774,6222,1174,108527616,914878464,1204,25,37,0,0,6628,8879,169007,3141,529427,22688,0
7,21,0,7,1,13824,179925,4887646208,2912415744,800206848,7798710272,0,746,2249,10269,108527616,914878464,1204,25,37,0,0,10230,12499,169007,3141,543059,22688,0
7,21,0,7,1,13824,179926,4772728832,3027324928,800206848,7798517760,0,506,709,29406,108527616,914878464,1204,25,37,0,0,6344,8551,169007,3141,566758,22688,0
7,21,0,8,1,13824,179928,4774596608,3025453056,800206848,7800094720,0,1477,2339,1946,108527616,914878464,1204,25,37,0,0,21970,12346,169007,3141,566301,22688,0
7,21,0,8,1,13792,179925,4749283328,3050754048,800215040,7800098816,0,2179,3294,8621,108527616,914878464,1201,25,34,0,0,12243,95027,169007,3141,572478,22688,0
7,21,0,8,1,13856,179897,4749684736,3051986944,800215040,7796891648,0,816,1471,3108,108527616,914878464,1201,25,34,0,0,5860,7299,169007,3141,572779,22688,0
7,21,0,8,1,13856,179906,4748951552,3052675072,800215040,7796871168,0,101,540,572,108527616,914878464,1201,25,34,0,0,5750,6713,169007,3141,572947,22688,0
7,21,0,8,1,13792,179916,4748812288,3052814336,800215040,7796871168,0,405,737,761,108527616,914878464,1201,25,34,0,0,5750,6987,169007,3141,572981,22688,0
7,21,0,8,1,13856,179916,4747292672,3054235648,800215040,7796969472,0,1364,1913,4026,108527616,914878464,1201,25,34,0,0,6027,7236,169007,3141,573328,22688,0
7,21,0,8,1,13856,179920,4748079104,3053445120,800215040,7797694464,0,1351,2090,1870,108527616,914878464,1201,25,34,0,0,6159,7827,169007,3141,573135,22688,0
7,21,0,8,1,13792,179920,4748705792,3052806144,800227328,7797694464,0,82,567,567,108527616,914878464,1201,25,34,0,0,6558,7162,169007,3141,572979,22688,0
7,21,0,7,1,13792,179917,4748521472,3052969984,800235520,7797051392,0,311,655,903,108527616,914878464,1201,25,34,0,0,5502,7105,169007,3141,573019,22688,0
7,21,0,7,1,13824,178817,4745281536,3061485568,800235520,7791775744,0,258,734,2741,108527616,914878464,1201,25,34,0,0,0,6850,169007,3141,575098,22688,0
7,21,0,7,1,13824,178817,4746231808,3060748288,800235520,7791599616,0,1336,1852,1825,108527616,914878464,1201,25,34,0,0,396,7490,169007,3141,574918,22688,0
7,21,0,8,1,13824,178781,4746432512,3062284288,800235520,7789862912,0,2255,2705,2530,108527616,914878464,1201,25,34,0,0,17221,14899,169007,3141,575293,22688,0
7,21,0,8,1,13856,178782,4747894784,3060822016,800235520,7790387200,0,188,650,517,108527616,914878464,1201,25,34,0,0,86,10178,169007,3141,574936,22688,0
7,21,0,8,1,13856,178781,4770979840,3037712384,800256000,7790325760,0,7126,8783,2084,108527616,914878464,1201,25,34,0,0,3666,20961,169007,3141,569294,22688,0
7,21,0,8,1,13856,178780,4771069952,3037622272,800256000,7789801472,0,47,1289,1406,108527616,914878464,1201,25,34,0,0,0,9954,169007,3141,569272,22688,0
7,21,0,8,1,13824,178778,4747984896,3060707328,800256000,7789801472,0,2938,3429,7362,108527616,914878464,1199,25,34,0,0,0,6255,169007,3141,574908,22688,0
7,21,0,8,1,13856,178789,4748259328,3060391936,800256000,7789907968,0,1690,2078,1846,108527616,914878464,1199,25,34,0,0,279,3944,169007,3141,574831,22688,0
7,21,0,8,1,13856,178789,4748746752,3059888128,800256000,7789924352,0,45,482,446,108527616,914878464,1199,25,34,0,0,0,3104,169007,3141,574708,22688,0
7,21,0,7,1,13856,178743,4748877824,3061604352,800256000,7788535808,0,441,1158,1583,108527616,914878464,1199,25,34,0,0,167,3291,169007,3141,575127,22688,0
7,22,0,7,1,13856,179814,4915269632,2890039296,800268288,7793758208,0,45527,67340,22836,108527616,914878464,1193,26,30,0,0,16458,11333,169007,3141,533241,22688,0
7,25,0,7,2,13760,179828,4917727232,2887544832,800268288,7793532928,0,3157,3543,3092,108527616,914878464,1206,30,34,0,0,81725,35803,169007,3141,532632,22688,0
7,25,0,8,2,13760,179831,4918210560,2887057408,800268288,7793819648,0,3258,3953,3228,108527616,914878464,1206,30,34,0,0,9900,11705,169007,3141,532387,22688,0
7,25,0,8,2,13792,179832,4925583360,2879672320,800268288,7793553408,0,3043,4051,1502,108527616,914878464,1207,30,34,0,0,31337,17759,169007,3141,530710,22688,0
7,25,0,8,2,13792,179841,4899889152,2905321472,800276480,7793524736,0,695,1173,6437,108527616,914878464,1207,30,34,0,0,6184,8162,169007,3141,536972,22688,0
7,25,0,8,2,13792,179843,4900823040,2904367104,800276480,7794135040,0,874,1344,971,108527616,914878464,1207,30,34,0,0,15268,9187,169007,3141,536739,22688,0
7,25,0,8,2,13824,179852,4904132608,2901057536,800276480,7794368512,0,2441,3530,2857,108527616,914878464,1207,30,34,0,0,9594,10882,169007,3141,535931,22688,0
7,25,0,8,2,13824,179805,4890152960,2916835328,800276480,7791579136,0,1393,2511,5822,108527616,914878464,1207,30,34,0,0,9042,13012,169007,3141,539783,22688,0
7,25,0,8,2,13856,179755,4892278784,2914897920,800296960,7791603712,0,1156,1732,2636,108527616,914878464,1207,30,34,0,0,8290,8583,169007,3141,539310,22688,0
7,25,0,8,2,13856,179755,4894220288,2912944128,800317440,7791362048,0,294,1731,1658,108527616,914878464,1207,30,34,0,0,7744,9615,169007,3141,538833,22688,0
7,25,0,7,2,13792,179756,4900995072,2906152960,800317440,7792136192,0,64,2562,2799,108527616,914878464,1207,30,34,0,0,6314,7937,169007,3141,537175,22688,0
7,25,0,7,2,13856,179765,4901957632,2905149440,800317440,7792111616,0,2442,2995,2704,108527616,914878464,1207,30,34,0,0,7079,8555,169007,3141,536930,22688,0
7,25,0,7,2,13856,179765,4901048320,2906054656,800317440,7791656960,0,1440,2449,2613,108527616,914878464,1207,30,34,0,0,10138,14777,169007,3141,537151,22688,0
7,25,0,8,2,13824,179766,4902957056,2904141824,800321536,7791656960,0,408,1029,889,108527616,914878464,1207,30,34,0,0,21924,12643,169007,3141,536684,22688,0
