"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/zones_cpu_disk_swap_unix_tcp_sys_int_lock.csv --zones --cpu --disk --swap --unix --tcp --sys --int --lock 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"zones memory",,,,"total cpu usage",,,,,"dsk/total",,"swap",,"unix sockets",,,,"tcp sockets",,,,,"system",,"interrupts",,,"file locks",,,
169007,3141,572109,22688,8.050,2.013,89.811,0.126,0,0,663552,108527616,914878464,56,977,55,922,7,19,0,8,2,2402,5648,0,122,0,83,12,13,82
169007,3141,572402,22688,6.953,2.528,90.518,0,0,0,0,108527616,914878464,56,977,55,922,7,19,0,8,2,2467,5620,0,111,0,83,12,13,82
169007,3141,572500,22688,7.683,2.645,89.547,0.126,0,0,0,108527616,914878464,56,977,55,922,7,19,0,8,2,2386,5683,0,120,0,83,12,13,82
169007,3141,537366,22688,8.908,4.015,87.077,0,0,0,0,108527616,914878464,56,977,55,922,7,19,0,8,2,3731,35491,0,114,0,83,12,13,82
169007,3141,537470,22688,7.885,3.379,88.611,0.125,0,0,0,108527616,914878464,56,977,55,922,7,19,0,7,2,2470,6861,0,116,0,83,12,13,82
169007,3141,539190,22688,9.387,2.128,88.360,0.125,0,0,2146304,108527616,914878464,56,977,55,922,7,19,0,7,2,2431,5539,0,157,0,83,12,13,82
169007,3141,538955,22688,10.013,2.128,87.735,0.125,0,0,0,108527616,914878464,56,977,55,922,7,19,0,8,2,2647,6659,0,140,0,83,12,13,82
169007,3141,540723,22688,7.769,3.258,88.972,0,0,0,0,108527616,914878464,56,977,55,922,7,19,0,8,2,2396,5489,0,124,0,83,12,13,82
169007,3141,540365,22688,7.459,2.908,89.507,0.126,0,0,270336,108527616,914878464,56,977,55,922,7,19,0,8,2,2642,6797,0,121,0,83,12,13,82
169007,3141,546012,22688,8.085,3.980,87.811,0.124,0,0,0,108527616,914878464,56,977,55,922,7,19,0,8,2,2614,7007,0,121,0,83,12,13,82
169007,3141,548316,22688,8.679,2.642,88.679,0,0,0,0,108527616,914878464,56,977,55,922,7,19,0,8,2,2789,5912,0,125,0,83,12,13,82
169007,3141,550381,22688,8.250,2.875,88.750,0.125,0,0,0,108527616,914878464,56,977,55,922,7,19,0,8,2,2645,5984,0,148,0,83,12,13,82
169007,3141,544056,22688,8.396,3.258,88.221,0.125,0,0,0,108527616,914878464,56,977,55,922,7,19,0,8,2,2433,5992,0,136,0,83,12,13,82
169007,3141,543771,22688,7.905,2.635,89.335,0.125,0,0,548864,108527616,914878464,56,977,55,922,7,19,0,8,2,2513,6706,0,114,0,83,12,13,82
169007,3141,548521,22688,7.990,3.371,88.639,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,7,1,2623,7890,0,144,0,83,12,13,82
169007,3141,548421,22688,7.905,3.011,86.324,2.760,0,0,3284992,108527616,914878464,56,977,55,922,7,21,0,7,1,2563,6149,0,121,0,83,12,13,82
169007,3141,549070,22688,8.886,2.503,88.611,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2645,6557,0,129,0,83,12,13,82
169007,3141,549006,22688,8.438,2.267,89.169,0.126,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2517,5769,0,160,0,83,12,13,82
169007,3141,549582,22688,7.975,2.911,88.734,0.380,0,0,188416,108527616,914878464,56,977,55,922,7,21,0,8,1,2558,6360,0,117,0,83,12,13,82
169007,3141,549348,22688,7.360,2.919,89.086,0.635,0,0,557056,108527616,914878464,56,977,55,922,7,21,0,8,1,2645,7324,0,117,0,83,12,13,82
169007,3141,550526,22688,7.449,3.535,88.510,0.505,0,0,13451264,108527616,914878464,56,977,55,922,7,21,0,8,1,3161,9490,0,114,0,83,12,13,82
169007,3141,550298,22688,7.323,3.030,89.520,0.126,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2574,5676,0,122,0,83,12,13,82
169007,3141,550497,22688,8.385,2.879,88.611,0.125,0,0,229376,108527616,914878464,56,977,55,922,7,21,0,8,1,2466,5651,0,114,0,83,12,13,82
169007,3141,550356,22688,7.769,2.882,89.348,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2541,5521,0,156,0,83,12,13,82
169007,3141,550523,22688,7.818,3.026,89.029,0.126,0,0,0,108527616,914878464,56,977,55,922,7,21,0,7,1,2646,8021,0,119,0,83,12,13,82
169007,3141,574495,22688,9.317,2.857,87.702,0.124,0,0,565248,108527616,914878464,56,977,55,922,7,21,0,7,1,2513,5825,0,130,0,83,12,13,82
169007,3141,574726,22688,8.816,2.645,88.539,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,7,1,2641,6432,0,122,0,83,12,13,82
169007,3141,574502,22688,9.714,3.362,86.800,0.125,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2562,6503,0,140,0,83,12,13,82
169007,3141,574406,22688,7.152,3.262,89.460,0.125,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2438,5639,0,118,0,83,12,13,82
169007,3141,574332,22688,9.080,3.856,86.940,0.124,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2774,8224,0,154,0,83,12,13,82
169007,3141,574051,22688,8.417,2.638,88.568,0.377,0,0,360448,108527616,914878464,56,977,55,922,7,21,0,8,1,2482,5638,0,118,0,83,12,13,82
169007,3141,574250,22688,7.080,3.161,89.760,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2448,5585,0,118,0,83,12,13,82
169007,3141,577148,22688,8.105,3.990,87.781,0.125,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2550,5598,0,119,0,83,12,13,82
169007,3141,576849,22688,8.761,2.879,88.360,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2523,5726,0,116,0,83,12,13,82
169007,3141,576863,22688,7.683,3.149,89.043,0.126,0,0,0,108527616,914878464,56,977,55,922,7,21,0,7,1,2583,8010,0,114,0,83,12,13,82
169007,3141,576641,22688,8.240,3.121,88.265,0.375,0,0,1712128,108527616,914878464,56,977,55,922,7,21,0,7,1,2551,5731,0,153,0,83,12,13,82
169007,3141,576755,22688,7.080,3.161,89.633,0.126,0,0,5808128,108527616,914878464,56,977,55,922,7,21,0,7,1,2632,6315,0,117,0,83,12,13,82
169007,3141,576939,22688,7.990,3.496,88.514,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,7,1,2534,5622,0,124,0,83,12,13,82
169007,3141,576834,22688,9.963,3.362,86.550,0.125,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2596,6442,0,136,0,83,12,13,82
169007,3141,576518,22688,7.654,3.388,88.959,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2606,8049,0,109,0,83,12,13,82
169007,3141,538115,22688,9.418,3.717,86.493,0.372,0,0,851968,108527616,914878464,56,977,55,922,7,21,0,8,1,3368,35528,0,119,0,83,12,13,82
169007,3141,537758,22688,7.925,2.642,89.434,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2721,5883,0,159,0,83,12,13,82
169007,3141,530861,22688,8.553,2.516,88.805,0.126,0,0,2121728,108527616,914878464,56,977,55,922,7,21,0,8,1,2566,5960,0,130,0,83,12,13,82
169007,3141,531007,22688,8.209,2.612,89.055,0.124,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2332,5543,0,118,0,83,12,13,82
169007,3141,530961,22688,6.750,4.500,88.750,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2522,8044,0,120,0,83,12,13,82
169007,3141,536721,22688,8.426,3.098,88.352,0.124,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2535,5942,0,133,0,83,12,13,82
169007,3141,536548,22688,8.010,2.879,88.861,0.250,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2404,5643,0,113,0,83,12,13,82
169007,3141,536313,22688,7.789,3.266,88.819,0.126,0,0,434176,108527616,914878464,56,977,55,922,7,21,0,8,1,2533,6058,0,153,0,83,12,13,82
169007,3141,536008,22688,8.575,2.648,88.651,0.126,0,0,0,108527616,914878464,56,977,55,922,7,21,0,9,1,2518,6436,0,123,0,83,12,13,82
169007,3141,537187,22688,7.179,3.904,88.917,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,9,1,2753,8055,0,130,0,83,12,13,82
169007,3141,536894,22688,7.644,2.506,89.850,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,9,1,2411,5623,0,119,0,83,12,13,82
169007,3141,536803,22688,8.481,3.038,88.354,0.127,0,0,0,108527616,914878464,56,977,55,922,7,21,0,9,1,2583,6571,0,143,0,83,12,13,82
169007,3141,536177,22688,7.557,3.904,87.657,0.882,0,0,16941056,108527616,914878464,56,977,55,922,7,21,0,9,1,4063,11597,0,117,0,83,12,13,82
169007,3141,535710,22688,8.629,2.665,88.706,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2758,7974,0,159,0,83,12,13,82
169007,3141,535991,22688,9.282,3.465,87.129,0.124,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2680,7447,0,119,0,83,12,13,82
169007,3141,529507,22688,8.323,2.522,89.029,0.126,0,0,802816,108527616,914878464,56,977,55,922,7,21,0,8,1,2494,6401,0,114,0,83,12,13,82
169007,3141,529430,22688,8.685,2.854,88.337,0.124,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2653,6095,0,123,0,83,12,13,82
169007,3141,566914,22688,8.302,2.390,89.308,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,7,1,2569,6004,0,136,0,83,12,13,82
169007,3141,566520,22688,7.268,3.258,89.348,0.125,0,0,0,108527616,914878464,56,977,55,922,7,21,0,7,1,2483,5671,0,121,0,83,12,13,82
169007,3141,572435,22688,8.966,3.362,87.547,0.125,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2638,7775,0,182,0,83,12,13,82
169007,3141,572484,22688,8.050,3.396,88.176,0.377,0,0,245760,108527616,914878464,56,977,55,922,7,21,0,8,1,2616,7045,0,148,0,83,12,13,82
169007,3141,572848,22688,7.935,2.771,89.295,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2493,6067,0,114,0,83,12,13,82
169007,3141,572947,22688,8.081,2.778,89.015,0.126,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2332,5535,0,115,0,83,12,13,82
169007,3141,573318,22688,8.761,2.503,88.736,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2349,5651,0,115,0,83,12,13,82
169007,3141,573328,22688,8.657,3.011,88.080,0.251,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2569,6725,0,120,0,83,12,13,82
169007,3141,573141,22688,8.333,3.358,88.060,0.249,0,0,491520,108527616,914878464,56,977,55,922,7,21,0,8,1,2483,6867,0,150,0,83,12,13,82
169007,3141,573174,22688,7.673,2.642,89.560,0.126,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2494,5645,0,118,0,83,12,13,82
169007,3141,573019,22688,7.071,3.535,89.394,0,0,0,221184,108527616,914878464,56,977,55,922,7,21,0,7,1,2458,5691,0,110,0,83,12,13,82
169007,3141,574992,22688,7.472,3.736,88.667,0.125,0,0,0,108527616,914878464,56,977,55,922,7,21,0,7,1,2302,5020,0,69,0,83,12,13,82
169007,3141,574918,22688,7.721,3.487,88.667,0.125,0,0,0,108527616,914878464,56,977,55,922,7,21,0,7,1,2456,6408,0,72,0,83,12,13,82
169007,3141,575051,22688,9.091,2.740,88.169,0,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2555,7401,0,97,0,83,12,13,82
169007,3141,574936,22688,8.750,2.500,88.625,0.125,0,0,0,108527616,914878464,56,977,55,922,7,21,0,8,1,2382,5524,0,106,0,83,12,13,82
169007,3141,569294,22688,8.344,3.362,88.045,0.249,0,0,1630208,108527616,914878464,56,977,55,922,7,21,0,8,1,2457,6154,0,99,0,83,12,13,82
169007,3141,569272,22688,8.313,3.102,88.462,0.124,0,0,6430720,108527616,914878464,56,977,55,922,7,21,0,8,1,2426,5821,0,77,0,83,12,13,82
169007,3141,574908,22688,8.055,3.841,87.980,0.124,0,0,0,108527616,914878464,56,975,55,920,7,21,0,8,1,2398,6347,0,48,0,83,12,13,82
169007,3141,574771,22688,8.250,2.625,89.125,0,0,0,0,108527616,914878464,56,975,55,920,7,21,0,8,1,2263,6149,0,35,0,83,12,13,82
169007,3141,574582,22688,6.767,2.506,90.602,0.125,0,0,0,108527616,914878464,56,975,55,920,7,21,0,8,1,2153,4848,0,32,0,83,12,13,82
169007,3141,575088,22688,7.018,2.506,90.476,0,0,0,1662976,108527616,914878464,56,975,55,920,7,21,0,7,1,2202,4882,0,65,0,83,12,13,82
169007,3141,533376,22688,11.389,3.504,84.981,0.125,0,0,0,108527616,914878464,56,973,55,918,7,22,0,7,1,3310,35552,0,60,0,83,12,13,82
169007,3141,532632,22688,11.677,3.354,84.969,0,0,0,0,108527616,914878464,56,977,55,922,7,25,0,7,2,2855,8932,0,192,0,83,12,13,82
169007,3141,532264,22688,14.815,3.704,81.358,0.123,0,0,0,108527616,914878464,56,977,55,922,7,25,0,8,2,3062,8573,0,137,0,83,12,13,82
169007,3141,530710,22688,9.658,3.790,86.553,0,0,0,0,108527616,914878464,56,977,55,922,7,25,0,8,2,2641,5901,0,153,0,83,12,13,82
169007,3141,536855,22688,9.705,3.440,86.364,0.491,0,0,2260992,108527616,914878464,56,977,55,922,7,25,0,8,2,2576,5798,0,118,0,83,12,13,82
169007,3141,536739,22688,11.408,3.034,85.558,0,0,0,0,108527616,914878464,56,977,55,922,7,25,0,8,2,2641,5933,0,152,0,83,12,13,82
169007,3141,535931,22688,10.172,3.799,85.907,0.123,0,0,0,108527616,914878464,56,977,55,922,7,25,0,8,2,2735,7145,0,133,0,83,12,13,82
169007,3141,539545,22688,10.719,3.898,85.262,0.122,0,0,729088,108527616,914878464,56,977,55,922,7,25,0,8,2,2748,7166,0,142,0,83,12,13,82
169007,3141,539310,22688,9.425,3.305,87.271,0,0,0,0,108527616,914878464,56,977,55,922,7,25,0,8,2,2571,5984,0,124,0,83,12,13,82
169007,3141,538714,22688,10.353,3.654,85.749,0.244,0,0,671744,108527616,914878464,56,977,55,922,7,25,0,8,2,2589,6026,0,127,0,83,12,13,82
169007,3141,537175,22688,9.158,3.837,86.881,0.124,0,0,15425536,108527616,914878464,56,977,55,922,7,25,0,7,2,4128,11645,0,121,0,83,12,13,82
169007,3141,536996,22688,10.571,4.617,84.812,0,0,0,0,108527616,914878464,56,977,55,922,7,25,0,7,2,2670,7023,0,177,0,83,12,13,82
169007,3141,537035,22688,11.029,3.186,85.662,0.123,0,0,0,108527616,914878464,56,977,55,922,7,25,0,7,2,2651,7032,0,138,0,83,12,13,82
169007,3141,550551,22688,10.798,3.436,85.644,0.123,0,0,1875968,108527616,914878464,56,977,55,922,7,25,0,8,2,2668,6758,0,141,0,83,12,13,82
