"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/vm_net_int_load_io_vm-adv_unix_udp_swap_fs.csv --vm --net --int --load --io --vm-adv --unix --udp --swap --fs 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"virtual memory",,,,"net/total",,"interrupts",,,"load avg",,,"io/total",,"advanced virtual memory",,,,,"unix sockets",,,,"udp",,"swap",,"filesystem",
0,3128,3828,1867,8151,10759,0,39,0,0.020,0.390,1.640,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342019
0,253,80,460,0,0,0,15,0,0.020,0.390,1.640,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342017
0,5319,6406,1127,0,0,0,14,0,0.020,0.390,1.640,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342017
0,7,487,97,56,74,0,17,0,0.020,0.390,1.640,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342019
0,1663,1708,2330,2015,4936,0,61,0,0.010,0.380,1.630,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,341991
0,1545,1877,2327,15602,1450,0,26,0,0.010,0.380,1.630,0,146,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,341988
0,22,91,132,0,0,0,13,0,0.010,0.380,1.630,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,341988
0,3412,5851,4955,0,0,0,15,0,0.010,0.380,1.630,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342038
0,153,361,287,1513,4358,0,29,0,0.010,0.380,1.630,0,38,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342039
0,1550,1384,2193,15568,3542,0,25,0,0.010,0.380,1.620,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341990
0,6530,7963,3235,0,0,0,39,0,0.010,0.380,1.620,0,260,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342036
0,29,498,218,0,0,0,14,0,0.010,0.380,1.620,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342010
0,72,99,94,0,0,0,15,0,0.010,0.380,1.620,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342010
0,256,377,730,756,550,0,16,0,0.010,0.380,1.620,0,18,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342013
0,2428,3628,2504,82,206,0,17,0,0.010,0.370,1.610,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342041
0,1317,3042,5088,1659,4490,0,27,0,0.010,0.370,1.610,0,70,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342053
0,484,1034,1164,15602,2014,0,60,0,0.010,0.370,1.610,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342052
0,4505,6089,5133,0,0,0,14,0,0.010,0.370,1.610,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342051
0,29,1395,1161,650,484,0,21,0,0.010,0.370,1.610,0,34,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342025
0,1304,2211,6431,167,187,0,16,0,0.090,0.380,1.610,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342025
0,1310,2904,5343,0,206,0,13,0,0.090,0.380,1.610,0,338,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342022
0,1451,2394,1238,0,358,0,14,0,0.090,0.380,1.610,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342050
0,34,1338,1132,0,0,0,35,0,0.090,0.380,1.610,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342062
0,29,1993,2146,0,0,0,12,0,0.090,0.380,1.610,0,40,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342078
0,1293,2304,2575,2055,4936,0,33,0,0.080,0.380,1.600,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342070
0,6413,8727,5934,31559,6418,0,39,0,0.080,0.380,1.600,0,80,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342037
0,25,1215,1524,31305,7555,0,37,0,0.080,0.380,1.600,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342039
0,3,870,1271,1404,989,0,22,0,0.080,0.380,1.600,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342036
0,894,1997,1383,407,393,0,58,0,0.080,0.380,1.600,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342065
0,1644,2717,2431,167,187,0,18,0,0.080,0.370,1.590,0,26,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342066
0,1451,2557,2867,0,0,0,15,0,0.080,0.370,1.590,0,28,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342076
0,4,863,1383,86,106,0,17,0,0.080,0.370,1.590,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342046
0,4877,6911,3489,0,358,0,16,0,0.080,0.370,1.590,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342047
0,356,765,634,42,0,0,16,0,0.080,0.370,1.590,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342044
0,2850,2731,2720,394,0,0,53,0,0.070,0.360,1.580,0,18,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342044
0,1981,2927,10212,350,0,0,17,0,0.070,0.360,1.580,0,48,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342012
0,5,93,90,124,106,0,18,0,0.070,0.360,1.580,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342012
0,770,885,1127,16351,6092,0,40,0,0.070,0.360,1.580,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342013
0,416,632,898,916,126,0,16,0,0.070,0.360,1.580,0,44,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341994
0,1324,1513,1380,1277,2829,0,22,0,0.380,0.420,1.590,0,0,0,0,0,0,0,56,874,54,820,17,8,1835008,1021571072,13216,341995
0,6747,8483,3980,22256,18554,0,102,0,0.380,0.420,1.590,0,48,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,13216,341995
0,653,1541,1420,977,1726,0,28,0,0.380,0.420,1.590,0,0,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,13216,341994
0,1860,2317,4396,70,358,0,17,0,0.380,0.420,1.590,0,0,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,13216,342021
0,16,325,197,424,358,0,19,0,0.380,0.420,1.590,0,40,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,13216,342022
0,1319,1643,1511,871,759,0,23,0,0.350,0.420,1.580,0,0,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,13216,342023
0,56086,77497,37550,0,0,0,16,0,0.350,0.420,1.580,0,0,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,12896,342917
