"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --time --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --output dstat/data/csv/dstat/all.csv 1 600",,,,"Date:","22 Mar 2023 22:03:09 -03"
"system","total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
"time","usr","sys","idl","wai","stl","read","writ","in","out","138","139","140","1m","5m","15m","used","free","buff","cach","recv","send","run","blk","new","read","writ","used","free","int","csw","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH"
22-03 22:06:33,4.146,1.005,94.724,0.126,0,0,0,0,0,0,12,0,2.230,7.200,4.350,3358646272,1984118784,193421312,10585231360,0,0,0,0,0,0,0,1835008,1021571072,1031,1793,0,13184,349985,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,29,123,222,0,0,0,0,0,288799,3141,192277,22176,
22-03 22:06:34,5.051,2.273,92.551,0.126,0,0,0,0,0,0,10,0,2.230,7.200,4.350,3358380032,1984118784,193421312,10585505792,0,0,0,0,8,0,0,1835008,1021571072,1419,3723,0,13152,350014,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,2554,2916,1642,0,0,0,0,0,288799,3141,192278,22176,
22-03 22:06:35,3.662,1.768,94.571,0,0,0,0,0,0,0,9,0,2.230,7.200,4.350,3357798400,1984475136,193421312,10593853440,0,0,0,0,0,0,0,1835008,1021571072,1183,2059,0,13152,350014,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,6,2200,16076,0,0,0,0,0,288799,3141,192401,22176,
22-03 22:06:36,3.904,2.267,93.451,0.378,0,0,368640,0,0,0,11,0,2.050,7.080,4.330,3338309632,2010611712,193437696,10588540928,0,358,0,0,1,0,48,1835008,1021571072,1295,2363,0,13152,348896,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,593,773,7683,0,0,0,0,0,288799,3141,198763,22176,
22-03 22:06:37,5.051,1.515,93.434,0,0,0,0,0,0,0,54,0,2.050,7.080,4.330,3355803648,1992138752,193437696,10588712960,522,320,0,0,8,0,0,1835008,1021571072,1538,3999,0,13152,348944,0,0,6,56,12,10,58,0,1076,16,20,0,0,7,8,1,6,2,17,7,56,876,54,822,0,6577,7712,2737,0,0,0,0,0,288799,3141,194235,22176,
22-03 22:06:38,4.156,1.259,94.458,0.126,0,0,0,0,0,0,18,0,2.050,7.080,4.330,3354406912,1993445376,193437696,10588536832,94,492,0,0,0,0,0,1835008,1021571072,1159,1891,0,13152,348953,0,0,6,56,12,10,58,0,1076,16,20,0,0,7,9,0,6,2,17,7,56,876,54,822,0,284,197,918,0,0,0,0,0,289051,3141,194302,22176,
22-03 22:06:39,4.271,1.759,93.970,0,0,0,0,0,0,0,22,0,2.050,7.080,4.330,3355193344,1992658944,193437696,10588545024,499,424,0,0,8,0,0,1835008,1021571072,1361,3026,0,13152,348951,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1282,1536,1400,0,0,0,0,0,289051,3141,194052,22176,
22-03 22:06:40,3.526,0.882,95.214,0.378,0,0,0,0,0,0,16,0,2.050,7.080,4.330,3354652672,1993195520,193437696,10588282880,82,0,0,0,0,0,0,1835008,1021571072,1172,1988,0,13152,348950,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,92,113,262,0,0,0,0,0,289051,3141,194241,22176,
22-03 22:06:41,4.266,1.631,93.726,0.376,0,0,0,0,0,0,16,0,1.880,6.970,4.310,3355570176,1992220672,193445888,10588856320,0,358,2,1,0,0,26,1835008,1021571072,1285,2151,0,13152,348961,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,113,586,469,0,0,0,0,0,289051,3141,194066,22176,
22-03 22:06:42,4.822,2.157,92.893,0.127,0,0,1589248,0,0,0,36,0,1.880,6.970,4.310,3354271744,1993519104,193445888,10588332032,16019,5499,1,0,8,0,4,1835008,1021571072,1576,4061,0,13152,348960,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1591,1477,1594,0,0,0,0,0,289051,3141,194318,22176,
22-03 22:06:43,3.401,1.259,95.214,0.126,0,0,0,0,0,0,51,0,1.880,6.970,4.310,3356332032,1991446528,193445888,10589917184,1404,631,0,0,0,0,0,1835008,1021571072,1162,1953,0,13152,348962,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,7,522,123,0,0,0,0,0,289051,3141,193689,22176,
22-03 22:06:44,3.793,2.149,94.058,0,0,0,0,0,0,0,15,0,1.880,6.970,4.310,3356577792,1991200768,193445888,10588585984,0,0,0,0,8,0,0,1835008,1021571072,1406,3135,0,13152,348970,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1361,1414,1826,0,0,0,0,0,289051,3141,193752,22176,
22-03 22:06:45,4.141,1.004,94.730,0.125,0,0,0,0,0,0,19,0,1.880,6.970,4.310,3356643328,1991004160,193445888,10588999680,642,0,0,0,0,0,0,1835008,1021571072,1225,2006,0,13152,348981,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,621,911,853,0,0,0,0,0,289051,3141,193706,22176,
22-03 22:06:46,3.657,1.135,94.956,0.252,0,0,0,0,0,0,18,0,1.730,6.850,4.280,3356618752,1991028736,193445888,10588733440,342,545,2,0,0,0,0,1835008,1021571072,1124,1854,0,13152,348980,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,244,100,229,0,0,0,0,0,289051,3141,193712,22176,
22-03 22:06:47,3.409,2.020,94.318,0.253,0,0,229376,0,0,0,16,0,1.730,6.850,4.280,3356635136,1991008256,193449984,10588999680,194,0,0,0,8,0,30,1835008,1021571072,1270,3174,0,13152,348981,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1318,1602,1663,0,0,0,0,0,289051,3141,193707,22176,
22-03 22:06:48,4.025,1.509,94.340,0.126,0,0,0,0,0,0,16,0,1.730,6.850,4.280,3356848128,1990754304,193449984,10588774400,0,0,0,0,1,0,0,1835008,1021571072,1170,1976,0,13152,348990,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,602,484,518,0,0,0,0,0,289051,3141,193645,22176,
22-03 22:06:49,3.934,2.157,93.782,0.127,0,0,7798784,0,0,0,41,0,1.730,6.850,4.280,3357577216,1990025216,193449984,10589847552,0,0,1,0,8,0,666,1835008,1021571072,1620,4276,0,13152,348992,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1281,2771,2387,0,0,0,0,0,289051,3141,193340,22176,
22-03 22:06:50,4.380,1.377,94.243,0,0,0,0,0,0,0,18,0,1.730,6.850,4.280,3356499968,1991102464,193449984,10588758016,334,259,0,0,0,0,0,1835008,1021571072,1161,2070,0,13152,348990,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,261,138,509,0,0,0,0,0,289051,3141,193781,22176,
22-03 22:06:51,4.277,1.509,94.088,0.126,0,0,0,0,0,0,17,0,1.590,6.740,4.260,3356778496,1990823936,193449984,10588782592,229,187,0,0,0,0,0,1835008,1021571072,1274,2353,0,13152,348991,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,11,250,130,0,0,0,0,0,289051,3141,193662,22176,
22-03 22:06:52,3.924,1.646,94.430,0,0,0,0,0,0,0,17,0,1.590,6.740,4.260,3356749824,1990823936,193449984,10589069312,0,358,0,0,8,0,0,1835008,1021571072,1330,3084,0,13152,348991,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1387,1406,1414,0,0,0,0,0,289051,3141,193600,22176,
22-03 22:06:53,6.582,3.291,89.873,0.253,0,0,655360,0,0,0,35,0,1.590,6.740,4.260,3322249216,2019160064,193458176,10594959360,15817,5016,2,0,0,0,32,1835008,1021571072,2361,36478,0,13152,350061,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,57258,79461,85270,0,0,0,0,0,289051,3141,200524,22176,
22-03 22:06:54,4.288,1.892,93.695,0.126,0,0,0,0,0,0,22,0,1.590,6.740,4.260,3323924480,2017394688,193458176,10595315712,1444,924,1,0,8,0,0,1835008,1021571072,1350,3158,0,13152,350061,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1534,1552,1397,0,0,0,0,0,289051,3141,200149,22176,
22-03 22:06:55,3.657,1.261,94.956,0.126,0,0,0,0,0,0,44,0,1.590,6.740,4.260,3323924480,2017394688,193458176,10595049472,0,0,0,0,0,0,0,1835008,1021571072,1176,1927,0,13152,350070,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,180,294,278,0,0,0,0,0,289051,3141,200149,22176,
22-03 22:06:56,3.426,0.888,95.685,0,0,0,2326528,0,0,0,19,0,1.470,6.620,4.240,3324112896,2017177600,193470464,10596380672,424,0,1,0,0,0,36,1835008,1021571072,1160,1910,0,13152,350072,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,96,819,440,0,0,0,0,0,289051,3141,200040,22176,
22-03 22:06:57,3.652,1.385,94.836,0.126,0,0,0,0,0,0,16,0,1.470,6.620,4.240,3323019264,2018254848,193470464,10594824192,0,358,0,0,8,0,0,1835008,1021571072,1250,3174,0,13152,350070,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1314,1432,1792,0,0,0,0,0,289051,3141,200359,22176,
22-03 22:06:58,3.885,1.504,94.486,0.125,0,0,0,0,0,0,15,0,1.470,6.620,4.240,3323346944,2018512896,193470464,10594762752,0,0,0,0,0,0,0,1835008,1021571072,1167,1878,0,13152,350003,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,246,260,699,0,0,0,0,0,289051,3141,200422,22176,
22-03 22:06:59,4.678,1.517,93.805,0,0,0,0,0,0,0,14,0,1.470,6.620,4.240,3323346944,2018512896,193470464,10594496512,0,0,0,0,8,0,0,1835008,1021571072,1383,3164,0,13152,350012,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1377,1524,1620,0,0,0,0,0,289051,3141,200299,22176,
22-03 22:07:00,4.130,1.252,94.493,0.125,0,0,0,0,0,0,15,0,1.470,6.620,4.240,3323797504,2018009088,193470464,10594816000,0,0,1,0,1,0,0,1835008,1021571072,1241,2121,0,13152,350013,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,975,844,293,0,0,0,0,0,289051,3141,200299,22176,
22-03 22:07:01,3.657,1.135,94.956,0.252,0,0,0,0,0,0,43,0,1.350,6.510,4.210,3323916288,2017779712,193470464,10594402304,0,0,0,0,0,0,0,1835008,1021571072,1167,1868,0,13152,350022,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,94,235,288,0,0,0,0,0,289051,3141,200243,22176,
22-03 22:07:02,4.288,2.270,93.190,0.252,0,0,434176,0,0,0,17,0,1.350,6.510,4.210,3317932032,2023763968,193478656,10595966976,0,358,0,0,16,0,30,1835008,1021571072,1614,5451,0,13120,350034,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,3151,3218,5555,0,0,0,0,0,289051,3141,201704,22176,
22-03 22:07:03,3.030,1.641,95.202,0.126,0,0,0,0,0,0,14,0,1.350,6.510,4.210,3316547584,2025095168,193478656,10594447360,0,0,1,0,0,0,0,1835008,1021571072,1080,1784,0,13120,350033,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,4,101,485,0,0,0,0,0,289051,3141,201967,22176,
22-03 22:07:04,4.912,3.275,91.688,0.126,0,8192,17186816,0,0,0,38,0,1.350,6.510,4.210,3311616000,2030026752,193482752,10594443264,16345,5814,1,0,8,2,2148,1835008,1021571072,3018,9704,0,13120,350033,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1375,3618,3631,0,0,0,0,0,289051,3141,203144,22176,
22-03 22:07:05,3.662,1.263,94.949,0.126,0,0,0,0,0,0,19,0,1.350,6.510,4.210,3312214016,2029408256,193482752,10594971648,1235,126,0,0,0,0,0,1835008,1021571072,1209,1978,0,13120,350034,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,4,259,132,0,0,0,0,0,289051,3141,203082,22176,
22-03 22:07:06,4.648,1.508,93.844,0,0,0,0,0,0,0,17,0,1.240,6.410,4.190,3312472064,2029150208,193482752,10594705408,167,187,1,0,0,0,0,1835008,1021571072,1203,2071,0,13120,350033,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,282,154,259,0,0,0,0,0,289051,3141,203019,22176,
22-03 22:07:07,3.652,1.763,94.458,0.126,0,0,1482752,0,0,0,39,0,1.240,6.410,4.190,3278405632,2063212544,193486848,10594713600,0,358,0,0,8,0,40,1835008,1021571072,1326,3134,0,13120,350034,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1298,1780,10605,0,0,0,0,0,289051,3141,211212,22176,
22-03 22:07:08,4.130,2.879,92.866,0.125,0,0,0,0,0,0,16,0,1.240,6.410,4.190,3276263424,2065264640,193486848,10594795520,86,106,1,0,0,0,0,1835008,1021571072,1188,1771,0,13120,350043,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,516,551,12743,0,0,0,0,0,289051,3141,211728,22176,
22-03 22:07:09,4.414,1.513,93.947,0.126,0,0,245760,0,0,0,16,0,1.240,6.410,4.190,3277488128,2063536128,193503232,10596597760,0,0,1,0,8,0,40,1835008,1021571072,1466,3740,0,13120,350073,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,2068,2971,1695,0,0,0,0,0,289051,3141,211354,22176,
22-03 22:07:10,3.657,1.135,95.082,0.126,0,0,0,0,0,0,22,0,1.240,6.410,4.190,3275870208,2065125376,193503232,10595053568,319,259,0,0,0,0,0,1835008,1021571072,1108,1993,0,13120,350071,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,258,114,506,0,0,0,0,0,289051,3141,211740,22176,
22-03 22:07:11,3.652,1.134,95.214,0,0,0,0,0,0,0,21,0,1.140,6.300,4.170,3276369920,2064625664,193503232,10595577856,611,430,0,0,0,0,0,1835008,1021571072,1161,1864,0,13120,350072,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,14,259,119,0,0,0,0,0,289051,3141,211680,22176,
22-03 22:07:12,4.020,1.759,94.095,0.126,0,0,0,0,0,0,15,0,1.140,6.300,4.170,3276877824,2064113664,193503232,10595315712,0,0,0,0,8,0,0,1835008,1021571072,1425,3102,0,13088,350071,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1411,1416,1557,0,0,0,0,0,289051,3141,211555,22176,
22-03 22:07:13,4.046,1.391,94.311,0.253,0,0,0,0,0,0,39,0,1.140,6.300,4.170,3277127680,2063855616,193503232,10595590144,78,464,0,0,1,0,0,1835008,1021571072,1300,1989,0,13088,350072,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,463,399,253,0,0,0,0,0,289051,3141,211492,22176,
22-03 22:07:14,4.266,2.133,92.974,0.627,0,0,303104,0,0,0,16,0,1.140,6.300,4.170,3277127680,2063855616,193511424,10595581952,0,0,0,0,8,0,16,1835008,1021571072,1310,3072,0,13088,350082,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1532,1482,1775,0,0,0,0,0,289051,3141,211311,22176,
22-03 22:07:15,5.157,1.887,92.830,0.126,0,0,0,0,0,0,40,0,1.140,6.300,4.170,3277283328,2063650816,193511424,10595364864,17221,5940,0,0,0,0,0,1835008,1021571072,1445,2954,0,13088,350082,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,44,171,299,0,0,0,0,0,289051,3141,211500,22176,
22-03 22:07:16,4.906,1.258,93.836,0,0,0,0,0,0,0,15,0,1.050,6.190,4.150,3277045760,2063888384,193511424,10596679680,0,0,0,0,0,0,0,1835008,1021571072,1219,2019,0,13088,350104,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,759,1129,584,0,0,0,0,0,289051,3141,211500,22176,
22-03 22:07:17,4.156,1.763,93.955,0.126,0,0,0,0,0,0,15,0,1.050,6.190,4.150,3277172736,2063630336,193511424,10595237888,0,0,1,0,8,0,0,1835008,1021571072,1342,3064,0,13088,350101,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1297,1419,1794,0,0,0,0,0,289051,3141,211437,22176,
22-03 22:07:18,3.396,1.761,94.843,0,0,0,0,0,0,0,17,0,1.050,6.190,4.150,3277676544,2063114240,193511424,10595774464,0,358,0,0,0,0,0,1835008,1021571072,1108,1793,0,13088,350102,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,28,272,113,0,0,0,0,0,289051,3141,211311,22176,
22-03 22:07:19,4.156,2.015,93.577,0.252,0,0,0,0,0,0,38,0,1.050,6.190,4.150,3277139968,2063650816,193511424,10595508224,0,0,0,0,8,0,0,1835008,1021571072,1364,3053,0,13088,350101,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1522,1408,1531,0,0,0,0,0,289051,3141,211319,22176,
22-03 22:07:20,4.293,1.263,94.066,0.379,0,0,229376,0,0,0,15,0,1.050,6.190,4.150,3277635584,2063147008,193519616,10595774464,0,920,0,0,0,0,32,1835008,1021571072,1244,2038,0,13088,350105,0,0,6,56,12,10,58,0,1076,16,23,0,0,7,8,0,8,2,20,7,56,874,54,820,0,93,278,169,0,0,0,0,0,289051,3141,211319,22176,
22-03 22:07:21,4.637,2.130,93.108,0.125,0,0,0,0,0,0,23,0,0.960,6.090,4.120,3266433024,2081009664,193519616,10588856320,868,1166,1,0,0,0,0,1835008,1021571072,1229,2095,0,13088,348984,0,0,6,56,12,10,58,0,1076,16,23,0,0,7,8,0,8,2,20,7,56,874,54,820,0,36,180,5977,0,0,0,0,0,289051,3141,215680,22176,
22-03 22:07:22,4.534,2.141,93.325,0,0,0,0,0,0,0,34,0,0.960,6.090,4.120,3266973696,2081267712,193519616,10589372416,1640,5572,1,0,8,0,0,1835008,1021571072,1538,4068,0,13088,348901,0,0,6,56,12,10,58,0,1077,17,23,0,0,7,10,0,7,1,20,7,56,874,54,820,0,1323,1894,1770,0,0,0,0,0,289051,3141,215743,22176,
22-03 22:07:23,5.025,1.005,93.844,0.126,0,0,0,0,0,0,28,0,0.960,6.090,4.120,3267043328,2081308672,193519616,10587688960,15528,3494,0,0,0,0,0,1835008,1021571072,1238,2108,0,13088,348919,0,0,6,56,12,10,58,0,1077,17,23,0,0,7,10,0,7,1,20,7,56,874,54,820,0,617,534,927,0,0,0,0,0,289051,3141,215753,22176,
22-03 22:07:24,3.522,1.761,94.465,0.252,0,0,0,0,0,0,15,0,0.960,6.090,4.120,3266772992,2081574912,193519616,10587693056,119,0,1,0,8,0,0,1835008,1021571072,1224,3012,0,13088,348919,0,0,6,56,12,10,58,0,1077,17,23,0,0,7,10,0,7,1,20,7,56,874,54,820,0,1385,1543,1419,0,0,0,0,0,289051,3141,215692,22176,
22-03 22:07:25,4.304,1.646,93.544,0.506,0,0,4251648,0,0,0,48,0,0.960,6.090,4.120,3268767744,2079567872,193519616,10588229632,298,1707,1,0,1,0,506,1835008,1021571072,1505,3536,0,13088,348918,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,9,1,7,2,17,7,56,874,54,820,0,460,849,838,0,0,0,0,0,289051,3141,215328,22176,
22-03 22:07:26,4.397,1.131,94.347,0.126,0,0,0,0,0,0,39,0,0.890,5.990,4.100,3268767744,2079567872,193519616,10587963392,17130,4334,0,0,0,0,0,1835008,1021571072,1127,1925,0,13088,348917,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,8,1,17,7,56,874,54,820,0,3,114,253,0,0,0,0,0,289051,3141,215328,22176,
22-03 22:07:27,4.780,2.390,92.704,0.126,0,0,1728512,0,0,0,39,0,0.890,5.990,4.100,3269025792,2079309824,193531904,10587959296,8299,11067,0,0,9,0,16,1835008,1021571072,1478,4224,0,13120,348918,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1563,1757,1602,0,0,0,0,0,289051,3141,215265,22176,
22-03 22:07:28,4.403,1.509,94.088,0,0,0,0,0,0,0,47,0,0.890,5.990,4.100,3268468736,2079838208,193531904,10587721728,27836,6576,0,0,0,0,0,1835008,1021571072,1329,2822,0,13120,348918,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,93,171,359,0,0,0,0,0,289051,3141,215394,22176,
22-03 22:07:29,4.146,1.508,94.221,0.126,0,0,0,0,0,0,14,0,0.890,5.990,4.100,3269386240,2078920704,193531904,10588786688,0,0,0,0,8,0,0,1835008,1021571072,1288,3115,0,13120,348919,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1273,1817,1437,0,0,0,0,0,289051,3141,215170,22176,
22-03 22:07:30,3.909,1.387,94.704,0,0,0,0,0,0,0,16,0,0.890,5.990,4.100,3265662976,2082643968,193531904,10587963392,6215,459,0,0,0,0,0,1835008,1021571072,1190,2064,0,13120,348927,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,254,383,1424,0,0,0,0,0,289051,3141,216079,22176,
22-03 22:07:31,3.924,0.886,94.937,0.253,0,0,0,0,0,0,49,0,0.820,5.890,4.080,3265605632,2082566144,193531904,10588381184,396,187,0,0,0,0,0,1835008,1021571072,1159,1933,0,13120,348938,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1204,1234,300,0,0,0,0,0,289051,3141,215937,22176,
22-03 22:07:32,3.797,1.139,94.557,0.506,0,0,188416,0,0,0,15,0,0.820,5.890,4.080,3266584576,2081574912,193540096,10588119040,0,0,1,0,4,0,24,1835008,1021571072,1128,2423,0,13120,348942,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,709,726,652,0,0,0,0,0,289051,3141,215693,22176,
22-03 22:07:33,4.030,1.259,94.710,0,0,0,0,0,0,0,19,0,0.820,5.890,4.080,3267096576,2081062912,193540096,10588385280,167,545,0,0,4,0,0,1835008,1021571072,1227,2428,0,13120,348938,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,693,974,1040,0,0,0,0,0,289051,3141,215693,22176,
22-03 22:07:34,4.141,1.506,94.228,0.125,0,0,0,0,0,0,16,0,0.820,5.890,4.080,3267624960,2081062912,193540096,10587590656,0,0,2,0,8,0,0,1835008,1021571072,1368,3330,0,13120,348869,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,1280,1417,1670,0,0,0,0,0,289051,3141,215693,22176,
22-03 22:07:35,3.793,1.011,95.070,0.126,0,0,524288,0,0,0,15,0,0.820,5.890,4.080,3267928064,2080804864,193552384,10588606464,0,0,0,0,0,0,28,1835008,1021571072,1203,2038,0,13120,348871,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,306,650,199,0,0,0,0,0,289051,3141,215630,22176,
22-03 22:07:36,3.899,1.635,94.465,0,0,0,0,0,0,0,24,0,0.750,5.790,4.060,3267915776,2080804864,193552384,10588061696,1249,3192,0,0,0,0,0,1835008,1021571072,1292,2906,0,13120,348874,0,0,6,56,12,10,58,0,1077,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,148,208,520,0,0,0,0,0,289051,3141,215693,22176,
22-03 22:07:37,4.298,1.391,94.185,0.126,0,0,0,0,0,0,54,0,0.750,5.790,4.060,3267842048,2080833536,193552384,10587332608,16012,2748,0,0,1,0,0,1835008,1021571072,1338,2283,0,13120,348880,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,516,486,434,0,0,0,0,0,289051,3141,215637,22176,
22-03 22:07:38,5.577,3.169,91.255,0,0,0,0,0,0,0,15,0,0.750,5.790,4.060,3431641088,1917034496,193552384,10587598848,0,0,1,0,8,0,0,1835008,1021571072,2351,36443,0,14112,349944,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,55377,77458,31243,0,0,0,0,0,289051,3141,173382,22176,
22-03 22:07:39,4.046,1.264,94.690,0,0,0,0,0,0,0,11,0,0.750,5.790,4.060,3435409408,1907011584,193552384,10593845248,0,0,1,0,8,0,0,1835008,1021571072,1344,3037,0,13120,349949,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1520,1399,1522,0,0,0,0,0,289051,3141,173075,22176,
22-03 22:07:40,3.275,2.141,93.829,0.756,0,0,17014784,0,0,0,10,0,0.750,5.790,4.060,3444994048,1897410560,193564672,10593857536,0,344,0,0,0,0,654,1835008,1021571072,1644,5496,0,13120,349951,0,0,6,56,12,10,58,0,1076,18,21,0,0,7,12,0,8,0,17,8,56,874,54,820,0,96,2528,2365,0,0,0,0,0,289051,3141,170793,22176,
22-03 22:07:41,4.430,1.013,94.430,0.127,0,0,0,0,0,0,17,0,0.690,5.700,4.030,3445395456,1896894464,193564672,10593599488,838,206,2,0,0,0,0,1835008,1021571072,1828,3081,0,13120,349952,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,4,721,843,0,0,0,0,0,289051,3141,170730,22176,
