"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --output dstat/data/csv/dstat/all_with_default_time.csv 1 600",,,,"Date:","22 Mar 2023 22:03:09 -03"
"total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
"usr","sys","idl","wai","stl","read","writ","in","out","138","139","140","1m","5m","15m","used","free","buff","cach","recv","send","run","blk","new","read","writ","used","free","int","csw","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH"
3.919,2.023,94.058,0,0,0,0,0,0,0,45,0,1.880,6.970,4.310,3356577792,1991200768,193445888,10589917184,0,0,0,0,8,0,0,1835008,1021571072,1385,3131,0,13152,348972,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1361,1411,1823,0,0,0,0,0,289051,3141,193754,22176,
4.391,1.255,94.228,0.125,0,0,0,0,0,0,19,0,1.880,6.970,4.310,3356504064,1991233536,193445888,10588909568,642,0,0,0,0,0,0,1835008,1021571072,1222,2016,0,13152,348981,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,621,918,861,0,0,0,0,0,289051,3141,193762,22176,
3.405,0.883,95.460,0.252,0,0,0,0,0,0,19,0,1.730,6.850,4.280,3357155328,1990492160,193445888,10588999680,342,545,1,0,0,0,0,1835008,1021571072,1130,1868,0,13152,348981,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,244,102,229,0,0,0,0,0,289051,3141,193712,22176,
3.405,2.144,94.199,0.252,0,0,229376,0,0,0,16,0,1.730,6.850,4.280,3356635136,1991008256,193449984,10588999680,194,0,0,0,8,0,30,1835008,1021571072,1278,3162,0,13152,348981,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1318,1600,1662,0,0,0,0,0,289051,3141,193707,22176,
3.909,1.387,94.578,0.126,0,0,0,0,0,0,15,0,1.730,6.850,4.280,3356848128,1990754304,193449984,10589040640,0,0,0,0,1,0,0,1835008,1021571072,1167,1969,0,13152,348991,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,602,474,508,0,0,0,0,0,289051,3141,193645,22176,
3.924,2.278,93.671,0.127,0,0,7798784,0,0,0,15,0,1.730,6.850,4.280,3357577216,1990025216,193449984,10589847552,0,0,1,0,8,0,666,1835008,1021571072,1640,4331,0,13152,348993,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1281,2784,2399,0,0,0,0,0,289051,3141,193467,22176,
4.506,1.252,94.243,0,0,0,0,0,0,0,43,0,1.730,6.850,4.280,3358097408,1989505024,193449984,10590089216,167,259,0,0,0,0,0,1835008,1021571072,1133,1998,0,13152,348992,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,261,129,502,0,0,0,0,0,289051,3141,193730,22176,
4.161,1.513,94.199,0.126,0,0,0,0,0,0,19,0,1.590,6.740,4.260,3356778496,1990823936,193449984,10588516352,396,187,0,0,0,0,0,1835008,1021571072,1286,2376,0,13152,348990,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,10,121,129,0,0,0,0,0,289051,3141,193662,22176,
3.919,1.770,94.311,0,0,0,0,0,0,0,16,0,1.590,6.740,4.260,3356749824,1990823936,193449984,10589069312,0,358,0,0,8,0,0,1835008,1021571072,1328,3083,0,13152,348991,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1388,1531,1410,0,0,0,0,0,289051,3141,193662,22176,
6.835,3.165,89.747,0.253,0,0,655360,0,0,0,35,0,1.590,6.740,4.260,3322208256,2019201024,193458176,10595225600,15817,5016,0,0,0,0,32,1835008,1021571072,2355,36492,0,13152,350062,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,57258,79474,85282,0,0,0,0,0,289051,3141,200590,22176,
4.167,2.020,93.687,0.126,0,0,0,0,0,0,22,0,1.590,6.740,4.260,3323924480,2017394688,193458176,10595315712,1444,924,0,0,8,0,0,1835008,1021571072,1392,3199,0,13152,350061,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1534,1551,1395,0,0,0,0,0,289051,3141,200149,22176,
3.535,1.136,95.202,0.126,0,0,0,0,0,0,15,0,1.590,6.740,4.260,3323924480,2017394688,193458176,10595315712,0,0,0,0,0,0,0,1835008,1021571072,1137,1873,0,13152,350071,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,180,293,279,0,0,0,0,0,289051,3141,200149,22176,
3.544,1.013,95.443,0,0,0,2326528,0,0,0,48,0,1.470,6.620,4.240,3324112896,2017177600,193470464,10596380672,424,0,0,0,0,0,36,1835008,1021571072,1185,1956,0,13152,350072,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,96,818,440,0,0,0,0,0,289051,3141,200096,22176,
3.652,1.259,94.962,0.126,0,0,0,0,0,0,16,0,1.470,6.620,4.240,3324579840,2016694272,193470464,10596397056,0,358,1,0,8,0,0,1835008,1021571072,1215,3111,0,13152,350072,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1314,1431,1790,0,0,0,0,0,289051,3141,200369,22176,
3.759,1.629,94.486,0.125,0,0,0,0,0,0,15,0,1.470,6.620,4.240,3323346944,2018512896,193470464,10594762752,0,0,0,0,0,0,0,1835008,1021571072,1189,1894,0,13152,350003,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,246,257,697,0,0,0,0,0,289051,3141,200422,22176,
4.678,1.517,93.805,0,0,0,0,0,0,0,15,0,1.470,6.620,4.240,3323346944,2018512896,193470464,10594762752,0,0,0,0,8,0,0,1835008,1021571072,1374,3168,0,13152,350013,0,0,6,56,12,10,58,0,1075,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1377,1525,1619,0,0,0,0,0,289051,3141,200422,22176,
3.880,1.126,94.869,0.125,0,0,0,0,0,0,15,0,1.470,6.620,4.240,3323797504,2018009088,193470464,10594816000,0,0,0,0,0,0,0,1835008,1021571072,1222,2038,0,13152,350013,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,581,425,291,0,0,0,0,0,289051,3141,200299,22176,
4.035,1.135,94.578,0.252,0,0,0,0,0,0,14,0,1.350,6.510,4.210,3323699200,2018009088,193470464,10594914304,0,0,0,0,1,0,0,1835008,1021571072,1144,1917,0,13152,350023,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,488,599,290,0,0,0,0,0,289051,3141,200243,22176,
4.288,2.396,93.064,0.252,0,0,434176,0,0,0,45,0,1.350,6.510,4.210,3317932032,2023763968,193478656,10595966976,0,358,0,0,16,0,30,1835008,1021571072,1645,5496,0,13120,350034,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,3151,3282,5565,0,0,0,0,0,289051,3141,201704,22176,
3.270,1.509,95.094,0.126,0,0,0,0,0,0,15,0,1.350,6.510,4.210,3318353920,2023288832,193478656,10596020224,0,0,2,0,0,0,0,1835008,1021571072,1058,1775,0,13120,350035,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,4,97,481,0,0,0,0,0,289051,3141,202029,22176,
4.678,3.161,92.035,0.126,0,8192,17186816,0,0,0,37,0,1.350,6.510,4.210,3311616000,2030026752,193482752,10594443264,16226,5648,0,0,8,2,2148,1835008,1021571072,3013,9694,0,13120,350033,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1375,3618,3630,0,0,0,0,0,289051,3141,203233,22176,
3.662,1.136,95.076,0.126,0,0,0,0,0,0,19,0,1.350,6.510,4.210,3311960064,2029662208,193482752,10594971648,1354,292,0,0,0,0,0,1835008,1021571072,1204,1946,0,13120,350034,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,4,256,130,0,0,0,0,0,289051,3141,203144,22176,
4.266,1.757,93.977,0,0,0,0,0,0,0,17,0,1.240,6.410,4.190,3312472064,2029150208,193482752,10594971648,167,187,0,0,0,0,0,1835008,1021571072,1198,2071,0,13120,350034,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,31,143,248,0,0,0,0,0,289051,3141,203019,22176,
4.040,1.768,94.066,0.126,0,0,1482752,0,0,0,16,0,1.240,6.410,4.190,3278405632,2063212544,193486848,10594713600,0,358,0,0,8,0,40,1835008,1021571072,1372,3165,0,13120,350034,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1549,1787,10612,0,0,0,0,0,289051,3141,211335,22176,
4.370,2.497,93.009,0.125,0,0,0,0,0,0,40,0,1.240,6.410,4.190,3275444224,2066083840,193486848,10595061760,86,106,0,0,0,0,0,1835008,1021571072,1209,1835,0,13120,350044,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,516,562,12754,0,0,0,0,0,289051,3141,211836,22176,
4.288,2.018,93.569,0.126,0,0,245760,0,0,0,15,0,1.240,6.410,4.190,3277488128,2063536128,193503232,10596597760,0,0,1,0,8,0,40,1835008,1021571072,1456,3709,0,13120,350073,0,0,6,56,12,10,58,0,1075,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,2068,2967,1691,0,0,0,0,0,289051,3141,211414,22176,
3.161,1.011,95.702,0.126,0,0,0,0,0,0,19,0,1.240,6.410,4.190,3277705216,2063290368,193503232,10596626432,70,0,0,0,0,0,0,1835008,1021571072,1103,1962,0,13120,350073,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,15,111,119,0,0,0,0,0,289051,3141,211749,22176,
4.030,1.259,94.710,0,0,0,0,0,0,0,24,0,1.140,6.300,4.170,3276369920,2064625664,193503232,10595577856,860,689,0,0,0,0,0,1835008,1021571072,1175,1872,0,13120,350072,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,257,256,501,0,0,0,0,0,289051,3141,211680,22176,
4.020,1.759,94.095,0.126,0,0,0,0,0,0,16,0,1.140,6.300,4.170,3276877824,2064113664,193503232,10595581952,0,0,0,0,8,0,0,1835008,1021571072,1402,3094,0,13088,350072,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1411,1419,1559,0,0,0,0,0,289051,3141,211555,22176,
3.914,1.263,94.571,0.253,0,0,0,0,0,0,17,0,1.140,6.300,4.170,3276873728,2064113664,193503232,10595061760,78,464,1,0,1,0,0,1835008,1021571072,1286,1968,0,13088,350071,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,462,261,244,0,0,0,0,0,289051,3141,211555,22176,
4.271,2.136,92.965,0.628,0,0,303104,0,0,0,37,0,1.140,6.300,4.170,3277127680,2063855616,193511424,10595581952,0,0,1,0,8,0,16,1835008,1021571072,1329,3088,0,13088,350082,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1290,1612,1776,0,0,0,0,0,289051,3141,211492,22176,
5.276,1.884,92.714,0.126,0,0,0,0,0,0,40,0,1.140,6.300,4.170,3277819904,2063114240,193511424,10595631104,17221,5940,0,0,0,0,0,1835008,1021571072,1431,2939,0,13088,350083,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,287,175,304,0,0,0,0,0,289051,3141,211442,22176,
4.906,1.258,93.836,0,0,0,0,0,0,0,16,0,1.050,6.190,4.150,3277045760,2063888384,193511424,10596679680,0,0,0,0,0,0,0,1835008,1021571072,1233,2035,0,13088,350104,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,759,1131,584,0,0,0,0,0,289051,3141,211500,22176,
4.040,1.768,94.066,0.126,0,0,0,0,0,0,15,0,1.050,6.190,4.150,3277172736,2063630336,193511424,10596810752,0,0,0,0,8,0,0,1835008,1021571072,1337,3086,0,13088,350103,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1297,1420,1795,0,0,0,0,0,289051,3141,211437,22176,
3.396,1.635,94.969,0,0,0,0,0,0,0,16,0,1.050,6.190,4.150,3277676544,2063114240,193511424,10595774464,0,358,0,0,0,0,0,1835008,1021571072,1116,1781,0,13088,350102,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,28,264,106,0,0,0,0,0,289051,3141,211311,22176,
4.146,2.136,93.467,0.251,0,0,0,0,0,0,15,0,1.050,6.190,4.150,3277676544,2063114240,193511424,10595774464,0,0,0,0,8,0,0,1835008,1021571072,1327,3027,0,13088,350102,0,0,6,56,12,10,58,0,1075,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1522,1415,1538,0,0,0,0,0,289051,3141,211442,22176,
4.298,1.264,94.058,0.379,0,0,229376,0,0,0,39,0,1.050,6.190,4.150,3277635584,2063147008,193519616,10595774464,0,920,0,0,0,0,32,1835008,1021571072,1265,2044,0,13088,350105,0,0,6,56,12,10,58,0,1076,16,23,0,0,7,8,0,8,2,20,7,56,874,54,820,0,93,278,168,0,0,0,0,0,289051,3141,211319,22176,
4.756,2.253,92.866,0.125,0,0,0,0,0,0,23,0,0.960,6.090,4.120,3266433024,2081009664,193519616,10589122560,868,1166,1,0,0,0,0,1835008,1021571072,1235,2147,0,13088,348985,0,0,6,56,12,10,58,0,1076,16,23,0,0,7,8,0,8,2,20,7,56,874,54,820,0,36,180,5978,0,0,0,0,0,289051,3141,215680,22176,
4.666,2.270,93.064,0,0,0,0,0,0,0,29,0,0.960,6.090,4.120,3267231744,2081009664,193519616,10589114368,1230,4274,0,0,8,0,0,1835008,1021571072,1523,4082,0,13088,348901,0,0,6,56,12,10,58,0,1077,17,23,0,0,7,10,0,7,1,20,7,56,874,54,820,0,1323,1901,1776,0,0,0,0,0,289051,3141,215743,22176,
4.768,0.753,94.354,0.125,0,0,0,0,0,0,32,0,0.960,6.090,4.120,3267043328,2081308672,193519616,10589261824,15938,4792,0,0,0,0,0,1835008,1021571072,1262,2043,0,13088,348921,0,0,6,56,12,10,58,0,1077,17,23,0,0,7,10,0,7,1,20,7,56,874,54,820,0,617,523,533,0,0,0,0,0,289051,3141,215753,22176,
3.652,1.763,94.332,0.252,0,0,0,0,0,0,15,0,0.960,6.090,4.120,3266772992,2081574912,193519616,10587693056,0,0,1,0,8,0,0,1835008,1021571072,1235,3075,0,13088,348919,0,0,6,56,12,10,58,0,1077,17,23,0,0,7,10,0,7,1,20,7,56,874,54,820,0,1384,1416,1796,0,0,0,0,0,289051,3141,215818,22176,
4.172,1.896,93.426,0.506,0,0,4251648,0,0,0,18,0,0.960,6.090,4.120,3269029888,2079309824,193519616,10588225536,417,1150,1,0,1,0,506,1835008,1021571072,1428,2844,0,13088,348918,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,9,1,7,2,17,7,56,874,54,820,0,461,984,854,0,0,0,0,0,289051,3141,215328,22176,
4.517,1.004,94.354,0.125,0,0,0,0,0,0,69,0,0.890,5.990,4.100,3268767744,2079567872,193519616,10588229632,17130,4891,0,0,0,0,0,1835008,1021571072,1195,2565,0,13088,348918,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,8,1,17,7,56,874,54,820,0,3,109,247,0,0,0,0,0,289051,3141,215328,22176,
4.534,2.141,93.199,0.126,0,0,1728512,0,0,0,39,0,0.890,5.990,4.100,3269025792,2079309824,193531904,10587959296,8299,11067,1,0,5,0,16,1835008,1021571072,1373,3648,0,13120,348923,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1404,1474,1127,0,0,0,0,0,289051,3141,215265,22176,
4.523,1.633,93.844,0,0,0,0,0,0,0,47,0,0.890,5.990,4.100,3268984832,2079322112,193531904,10588246016,27836,6576,0,0,4,0,0,1835008,1021571072,1413,3385,0,13120,348919,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,252,455,835,0,0,0,0,0,289051,3141,215394,22176,
4.277,1.509,94.088,0.126,0,0,0,0,0,0,15,0,0.890,5.990,4.100,3269386240,2078920704,193531904,10588786688,0,0,0,0,8,0,0,1835008,1021571072,1293,3130,0,13120,348919,0,0,6,56,12,10,58,0,1077,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1273,1815,1436,0,0,0,0,0,289051,3141,215170,22176,
4.040,1.389,94.571,0,0,0,0,0,0,0,14,0,0.890,5.990,4.100,3265662976,2082643968,193531904,10589294592,6215,200,0,0,0,0,0,1835008,1021571072,1171,2033,0,13120,348929,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,254,387,1427,0,0,0,0,0,289051,3141,216079,22176,
3.788,0.884,95.076,0.253,0,0,0,0,0,0,20,0,0.820,5.890,4.080,3265605632,2082566144,193531904,10588381184,396,446,1,0,0,0,0,1835008,1021571072,1157,1940,0,13120,348938,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1204,1229,295,0,0,0,0,0,289051,3141,216060,22176,
3.793,1.138,94.564,0.506,0,0,188416,0,0,0,45,0,0.820,5.890,4.080,3266584576,2081574912,193540096,10588385280,0,0,0,0,0,0,24,1835008,1021571072,1103,1846,0,13120,348938,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,23,142,279,0,0,0,0,0,289051,3141,215818,22176,
3.802,1.267,94.930,0,0,0,0,0,0,0,17,0,0.820,5.890,4.080,3267096576,2081062912,193540096,10588127232,0,0,0,0,8,0,0,1835008,1021571072,1272,2986,0,13120,348938,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,1379,1564,1419,0,0,0,0,0,289051,3141,215693,22176,
4.483,1.743,93.649,0.125,0,0,0,0,0,0,19,0,0.820,5.890,4.080,3267624960,2081062912,193540096,10587856896,167,545,0,0,8,0,0,1835008,1021571072,1353,3333,0,13120,348870,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,1278,1409,1667,0,0,0,0,0,289051,3141,215693,22176,
3.553,0.888,95.431,0.127,0,0,524288,0,0,0,14,0,0.820,5.890,4.080,3267928064,2080804864,193552384,10588073984,0,0,0,0,0,0,28,1835008,1021571072,1198,2021,0,13120,348870,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,307,524,197,0,0,0,0,0,289051,3141,215630,22176,
3.774,1.509,94.717,0,0,0,0,0,0,0,20,0,0.750,5.790,4.060,3267915776,2080804864,193552384,10588860416,338,1707,1,0,0,0,0,1835008,1021571072,1284,2783,0,13120,348872,0,0,6,56,12,10,58,0,1077,18,20,0,0,7,12,0,8,0,17,7,56,876,54,822,0,149,345,527,0,0,0,0,0,289051,3141,215630,22176,
4.551,1.391,93.932,0.126,0,0,0,0,0,0,47,0,0.750,5.790,4.060,3267842048,2080833536,193552384,10587856896,16923,4233,0,0,1,0,0,1835008,1021571072,1346,2409,0,13120,348881,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,516,482,431,0,0,0,0,0,289051,3141,215637,22176,
4.949,3.299,91.751,0,0,0,0,0,0,0,27,0,0.750,5.790,4.060,3408674816,1940000768,193552384,10587598848,0,0,1,0,8,0,0,1835008,1021571072,2352,36439,0,14624,349945,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,54286,74858,31207,0,0,0,0,0,289051,3141,176025,22176,
4.666,1.261,94.073,0,0,0,0,0,0,0,11,0,0.750,5.790,4.060,3435409408,1907011584,193552384,10594111488,0,0,0,0,8,0,0,1835008,1021571072,1355,3101,0,13120,349950,0,0,6,56,12,10,58,0,1077,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,2611,4002,1561,0,0,0,0,0,289051,3141,173200,22176,
3.030,2.146,94.066,0.758,0,0,17014784,0,0,0,9,0,0.750,5.790,4.060,3444998144,1897410560,193564672,10593853440,0,344,1,0,0,0,654,1835008,1021571072,1671,5478,0,13120,349951,0,0,6,56,12,10,58,0,1076,18,21,0,0,7,12,0,8,0,17,8,56,874,54,820,0,27,2521,2360,0,0,0,0,0,289051,3141,170856,22176,
4.672,1.010,94.192,0.126,0,0,0,0,0,0,17,0,0.690,5.700,4.030,3445395456,1896894464,193564672,10594123776,838,206,0,0,0,0,0,1835008,1021571072,1770,2980,0,13120,349953,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,73,694,813,0,0,0,0,0,289051,3141,170730,22176,
3.690,1.527,94.656,0.127,0,0,0,0,0,0,15,0,0.690,5.700,4.030,3446685696,1895604224,193564672,10595172352,0,206,0,0,0,0,0,1835008,1021571072,2041,3438,0,13120,349954,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,40,1329,936,0,0,0,0,0,289051,3141,170415,22176,
4.804,2.402,92.794,0,0,0,0,0,0,0,31,0,0.690,5.700,4.030,3447705600,1894584320,193564672,10595172352,0,0,0,0,8,0,0,1835008,1021571072,2338,4825,0,13120,349954,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,6,0,17,7,56,876,54,822,0,1546,2230,2625,0,0,0,0,0,289051,3141,170570,22176,
5.556,1.768,92.551,0.126,0,0,0,0,0,0,33,0,0.690,5.700,4.030,3470852096,1870135296,193564672,10595426304,0,206,0,0,8,0,0,1835008,1021571072,2502,5974,0,13120,350027,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,6,0,17,7,56,876,54,822,0,7865,10290,3642,0,0,0,0,0,289051,3141,164197,22176,
4.172,1.896,93.805,0.126,0,0,0,0,0,0,16,0,0.690,5.700,4.030,3470888960,1869877248,193564672,10595647488,119,0,1,0,0,0,0,1835008,1021571072,2147,3553,0,13120,350027,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,6,0,17,7,56,876,54,822,0,106,958,1105,0,0,0,0,0,289051,3141,164134,22176,
4.408,1.763,93.325,0.504,0,0,1646592,0,0,0,26,0,0.630,5.600,4.010,3472433152,1868328960,193572864,10595643392,1114,187,0,0,0,0,22,1835008,1021571072,2180,3603,0,13120,350037,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,6,0,17,7,56,876,54,822,0,378,1670,1264,0,0,0,0,0,289051,3141,163756,22176,
4.684,1.899,93.418,0,0,0,0,0,0,0,18,0,0.630,5.600,4.010,3472592896,1868070912,193572864,10595741696,513,1707,0,0,0,0,0,1835008,1021571072,2296,4393,0,13120,350038,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,255,1010,1136,0,0,0,0,0,289051,3141,163693,22176,
5.131,2.753,91.990,0.125,0,0,0,0,0,0,36,0,0.630,5.600,4.010,3473301504,1867362304,193572864,10595217408,16923,4439,0,0,8,0,0,1835008,1021571072,2350,4757,0,13120,350036,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,1333,2246,2595,0,0,0,0,0,289051,3141,163520,22176,
4.695,1.777,93.528,0,0,0,0,0,0,0,37,0,0.630,5.600,4.010,3475361792,1865297920,193572864,10596794368,42,62,0,0,8,0,0,1835008,1021571072,2329,4716,0,13120,350038,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,1806,2794,2405,0,0,0,0,0,289051,3141,163016,22176,
4.569,1.269,93.909,0.254,0,0,0,0,0,0,34,0,0.630,5.600,4.010,3475361792,1865297920,193572864,10596794368,0,0,0,0,1,0,0,1835008,1021571072,2109,3600,0,13088,350038,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,3,911,1303,0,0,0,0,0,289051,3141,163016,22176,
4.425,1.770,93.426,0.379,0,0,147456,0,0,0,19,0,0.580,5.510,3.990,3405598720,1935060992,193581056,10595737600,396,446,0,0,0,0,22,1835008,1021571072,2248,3699,0,13088,350047,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,254,1121,18324,0,0,0,0,0,289051,3141,180116,22176,
4.066,1.779,94.155,0,0,0,0,0,0,0,14,0,0.580,5.510,3.990,3405008896,1935597568,193581056,10595790848,0,0,1,0,0,0,0,1835008,1021571072,2120,3723,0,13088,350057,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,26,962,1094,0,0,0,0,0,289051,3141,180313,22176,
4.804,2.023,93.047,0.126,0,0,0,0,0,0,19,0,0.580,5.510,3.990,3404050432,1936416768,193581056,10595930112,86,106,0,0,8,0,0,1835008,1021571072,2339,4811,0,13088,350067,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,1675,2704,2429,0,0,0,0,0,289051,3141,180379,22176,
4.397,2.764,92.839,0,0,0,0,0,0,0,15,0,0.580,5.510,3.990,3404296192,1936171008,193581056,10595930112,0,0,0,0,8,0,0,1835008,1021571072,2150,4699,0,13120,350076,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,1309,2289,2386,0,0,0,0,0,289051,3141,180257,22176,
3.914,2.146,93.687,0.253,0,0,0,0,0,0,16,0,0.580,5.510,3.990,3405271040,1935187968,193581056,10597044224,240,0,0,0,0,0,0,1835008,1021571072,2121,3520,0,13120,350077,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,6,0,17,7,56,876,54,822,0,253,1315,922,0,0,0,0,0,289051,3141,180079,22176,
4.540,1.513,93.569,0.378,0,0,212992,0,0,0,41,0,0.540,5.420,3.970,3405271040,1935187968,193589248,10597036032,0,206,0,0,0,0,22,1835008,1021571072,2175,3574,0,13120,350077,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,6,0,17,7,56,876,54,822,0,26,988,1398,0,0,0,0,0,289051,3141,180079,22176,
