"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/net_unix_sys_int_vm-adv_io_mem_lock_load_proc_page_aio.csv --net --unix --sys --int --vm-adv --io --mem --lock --load --proc --page --aio 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"net/total",,"unix sockets",,,,"system",,"interrupts",,,"advanced virtual memory",,,,,"io/total",,"memory usage",,,,"file locks",,,,"load avg",,,"procs",,,"paging",,"async"
5880,7774,56,977,55,922,2476,5721,0,117,0,0,0,0,0,0,0,40,4889841664,2883100672,799825920,7826124800,83,12,13,82,0.650,0.820,0.970,0,0,0,0,0,0
5750,8132,56,977,55,922,2642,7976,0,113,0,0,0,0,0,0,0,0,4888895488,2883768320,799825920,7826604032,83,12,13,82,0.600,0.810,0.970,2,0,16,0,0,0
5860,7186,56,977,55,922,2404,5612,0,155,0,0,0,0,0,0,0,0,4889640960,2883280896,799825920,7826604032,83,12,13,82,0.600,0.810,0.970,0,0,0,0,0,0
5917,6900,56,977,55,922,2419,5550,0,117,0,0,0,0,0,0,0,0,4889808896,2883108864,799825920,7826341888,83,12,13,82,0.600,0.810,0.970,1,0,0,0,0,0
5860,7162,56,977,55,922,2687,6139,0,120,0,0,0,0,0,0,0,316,4892270592,2882449408,799854592,7824384000,83,12,13,82,0.600,0.810,0.970,1,0,2,0,0,0
23141,12710,56,977,55,922,2585,6555,0,138,0,0,0,0,0,0,0,0,4893372416,2881273856,799854592,7824457728,83,12,13,82,0.600,0.810,0.970,3,0,0,0,0,0
5824,7208,56,977,55,922,2671,8117,0,114,0,0,0,0,0,0,0,0,4892864512,2881691648,799854592,7824482304,83,12,13,82,0.630,0.810,0.970,2,0,16,0,0,0
6725,7373,56,977,55,922,2537,5820,0,121,0,0,0,0,0,0,0,28,4893188096,2881355776,799862784,7825010688,83,12,13,82,0.630,0.810,0.970,1,0,0,0,0,0
6029,7332,56,977,55,922,2550,5582,0,149,0,0,0,0,0,0,0,0,4892979200,2881843200,799862784,7824400384,83,12,13,82,0.630,0.810,0.970,1,0,0,0,0,0
5962,7223,56,977,55,922,2628,5571,0,119,0,0,0,0,0,0,0,0,4892876800,2881941504,799862784,7824211968,83,12,13,82,0.630,0.810,0.970,0,0,0,0,0,0
5990,7186,56,977,55,922,2529,5733,0,117,0,0,0,0,0,0,0,26,4893274112,2881540096,799870976,7824207872,83,12,13,82,0.630,0.810,0.970,1,0,1,0,0,0
5750,7208,56,977,55,922,2580,8040,0,117,0,0,0,0,0,0,0,0,4869410816,2905391104,799870976,7824154624,83,12,13,82,0.740,0.830,0.970,1,0,16,0,0,0
7964,10309,56,977,55,922,2432,6041,0,131,0,0,0,0,0,0,0,0,4852015104,2922745856,799870976,7824429056,83,12,13,82,0.740,0.830,0.970,1,0,0,0,0,0
5917,7018,56,979,55,924,2346,5747,0,112,0,0,0,0,0,0,0,0,4854439936,2921824256,799870976,7823216640,83,12,13,82,0.740,0.830,0.970,1,0,0,0,0,0
5750,6850,56,977,55,922,2525,5662,0,153,0,0,0,0,0,0,0,0,4855312384,2921148416,799870976,7822884864,83,12,13,82,0.740,0.830,0.970,1,0,0,0,0,0
11364,21246,56,977,55,922,2705,6954,0,146,0,0,0,0,0,0,0,64,4882841600,2893598720,799887360,7822630912,83,12,13,82,0.740,0.830,0.970,1,0,0,0,0,0
21722,9598,56,977,55,922,2662,8035,0,133,0,0,0,0,0,0,0,0,4884557824,2891878400,799887360,7822503936,83,12,13,82,0.760,0.830,0.970,1,0,16,0,0,0
5917,7403,56,977,55,922,2511,5635,0,121,0,0,0,0,0,0,0,0,4860477440,2915954688,799887360,7822573568,83,12,13,82,0.760,0.830,0.970,1,0,0,0,0,0
6311,7495,56,977,55,922,2434,5685,0,118,0,0,0,0,0,0,0,110,4821331968,2962022400,799907840,7815897088,83,12,13,82,0.760,0.830,0.970,2,0,0,0,0,0
5750,6850,56,977,55,922,2496,6195,0,116,0,0,0,0,0,0,0,0,4823400448,2960117760,799907840,7815991296,83,12,13,82,0.760,0.830,0.970,1,0,0,0,0,0
5860,7044,56,977,55,922,2659,5594,0,152,0,0,0,0,0,0,0,0,4804603904,2978877440,799907840,7815495680,83,12,13,82,0.760,0.830,0.970,2,0,0,0,0,0
5880,6850,56,977,55,922,3715,11804,0,114,0,0,0,0,0,0,0,1888,4797747200,2985635840,799907840,7815536640,83,12,13,82,0.700,0.820,0.970,1,0,12,0,0,0
5962,6850,56,977,55,922,2472,6193,0,119,0,0,0,0,0,0,0,0,4774547456,3008831488,799907840,7815540736,83,12,13,82,0.700,0.820,0.970,2,0,4,0,0,0
6072,7162,56,977,55,922,2542,5610,0,121,0,0,0,0,0,0,0,26,4773818368,3009552384,799920128,7815602176,83,12,13,82,0.700,0.820,0.970,1,0,1,0,0,0
5750,6992,56,977,55,922,2399,5623,0,118,0,0,0,0,0,0,0,0,4775452672,3007893504,799920128,7815892992,83,12,13,82,0.700,0.820,0.970,1,0,0,0,0,0
5750,6850,56,977,55,922,2534,5706,0,115,0,0,0,0,0,0,0,14,4775829504,3007504384,799928320,7816155136,83,12,13,82,0.700,0.820,0.970,1,0,0,0,0,0
22239,12955,56,977,55,922,2687,7753,0,169,0,0,0,0,0,0,0,96,4740706304,3042578432,799928320,7815872512,83,12,13,82,0.640,0.810,0.960,0,0,8,0,0,0
6793,7305,56,977,55,922,2530,6742,0,121,0,0,0,0,0,0,0,0,4741169152,3042107392,799928320,7815622656,83,12,13,82,0.640,0.810,0.960,3,0,8,0,0,0
7891,11111,56,977,55,922,3449,35603,0,129,0,0,0,0,0,0,0,52,4880592896,2899218432,799944704,7819337728,83,12,13,82,0.640,0.810,0.960,1,0,0,0,0,0
7873,7292,56,977,55,922,2466,5969,0,120,0,0,0,0,0,0,0,12,4882321408,2897555456,799952896,7819046912,83,12,13,82,0.640,0.810,0.960,1,0,0,0,0,0
5750,6850,56,977,55,922,2527,5663,0,115,0,0,0,0,0,0,0,0,4883210240,2896658432,799952896,7819579392,83,12,13,82,0.640,0.810,0.960,2,0,0,0,0,0
5860,7044,56,977,55,922,2613,6927,0,116,0,0,0,0,0,0,0,238,4884099072,2895769600,799952896,7819247616,83,12,13,82,0.590,0.790,0.960,1,0,8,0,0,0
6443,7483,56,977,55,922,2657,6744,0,160,0,0,0,0,0,0,0,0,4886327296,2893537280,799952896,7818993664,83,12,13,82,0.590,0.790,0.960,1,0,8,0,0,0
5750,6713,56,977,55,922,2457,5590,0,115,0,0,0,0,0,0,0,0,4881743872,2898071552,799952896,7819108352,83,12,13,82,0.590,0.790,0.960,1,0,0,0,0,0
5860,7186,56,977,55,922,2500,5723,0,116,0,0,0,0,0,0,0,32,4881408000,2900221952,799965184,7817281536,83,12,13,82,0.590,0.790,0.960,2,0,0,0,0,0
5750,6850,56,977,55,922,2500,5684,0,111,0,0,0,0,0,0,0,0,4880609280,2900951040,799965184,7817351168,83,12,13,82,0.590,0.790,0.960,1,0,1,0,0,0
5990,7162,56,977,55,922,2605,6914,0,118,0,0,0,0,0,0,0,22,4880879616,2900590592,799965184,7817900032,83,12,13,82,0.540,0.780,0.950,0,0,8,0,0,0
23013,12710,56,977,55,922,2680,7719,0,135,0,0,0,0,0,0,0,0,4881739776,2899730432,799965184,7817633792,83,12,13,82,0.540,0.780,0.950,0,0,8,0,0,0
6029,7832,56,977,55,922,2430,5643,0,139,0,0,0,0,0,0,0,12,4881928192,2899542016,799973376,7817367552,83,12,13,82,0.540,0.780,0.950,1,0,0,0,0,0
6076,7193,56,977,55,922,2498,5683,0,120,0,0,0,0,0,0,0,0,4882984960,2898472960,799973376,7817445376,83,12,13,82,0.540,0.780,0.950,0,0,0,0,0,0
5876,6956,56,977,55,922,2483,5710,0,118,0,0,0,0,0,0,0,0,4883628032,2897784832,799973376,7817490432,83,12,13,82,0.540,0.780,0.950,1,0,0,0,0,0
5750,6968,56,977,55,922,4260,12917,0,116,0,0,0,0,0,0,0,2656,4888051712,2893352960,799981568,7817756672,83,12,13,82,0.580,0.780,0.950,1,0,8,0,0,0
5860,7181,56,977,55,922,2481,6794,0,119,0,0,0,0,0,0,0,0,4887846912,2893549568,799981568,7818022912,83,12,13,82,0.580,0.780,0.950,0,0,8,0,0,0
6144,7257,56,977,55,922,2377,5648,0,120,0,0,0,0,0,0,0,18,4849483776,2933764096,799993856,7815892992,83,12,13,82,0.580,0.780,0.950,2,0,0,0,0,0
6113,7474,56,977,55,922,2417,5820,0,145,0,0,0,0,0,0,0,0,4849111040,2934251520,799993856,7815520256,83,12,13,82,0.580,0.780,0.950,1,0,0,0,0,0
7763,13961,56,977,55,922,2494,5846,0,130,0,0,0,0,0,0,0,0,4878323712,2905038848,799993856,7815753728,83,12,13,82,0.580,0.780,0.950,0,0,0,0,0,0
5820,6850,56,977,55,922,2587,6813,0,117,0,0,0,0,0,0,0,0,4878925824,2904428544,799993856,7815462912,83,12,13,82,0.610,0.790,0.950,0,0,8,0,0,0
10284,13855,56,977,55,922,2726,7773,0,147,0,0,0,0,0,0,0,0,4854763520,2928549888,799993856,7815770112,83,12,13,82,0.610,0.790,0.950,1,0,9,0,0,0
21917,9817,56,977,55,922,2522,5723,0,129,0,0,0,0,0,0,0,16,4855939072,2927362048,800006144,7816028160,83,12,13,82,0.610,0.790,0.950,0,0,0,0,0,0
6606,10162,56,977,55,922,2500,5695,0,117,0,0,0,0,0,0,0,0,4858097664,2927022080,800006144,7814008832,83,12,13,82,0.610,0.790,0.950,1,0,0,0,0,0
16622,8835,56,977,55,922,2524,6104,0,153,0,0,0,0,0,0,0,0,4747423744,3037696000,800006144,7813685248,83,12,13,82,0.610,0.790,0.950,1,0,0,0,0,0
8771,9489,56,977,55,922,2822,7134,0,127,0,0,0,0,0,0,0,0,4744491008,3040530432,800006144,7813783552,83,12,13,82,0.640,0.790,0.950,2,0,8,0,0,0
7496,9457,56,977,55,922,2537,7039,0,122,0,0,0,0,0,0,0,0,4745469952,3039543296,800006144,7813558272,83,12,13,82,0.640,0.790,0.950,1,0,8,0,0,0
7369,11458,56,977,55,922,2511,6431,0,129,0,0,0,0,0,0,0,40,4746842112,3038167040,800014336,7814377472,83,12,13,82,0.640,0.790,0.950,1,0,0,0,0,0
35712,9182,56,977,55,922,2624,6217,0,131,0,0,0,0,0,0,0,0,4747567104,3037220864,800014336,7814332416,83,12,13,82,0.640,0.790,0.950,2,0,0,0,0,0
12948,10767,56,979,55,924,2527,5780,0,134,0,0,0,0,0,0,0,8,4747501568,3037278208,800018432,7814078464,83,12,13,82,0.640,0.790,0.950,2,0,0,0,0,0
7634,7298,56,977,55,922,2719,9397,0,160,0,0,0,0,0,0,0,8,4746301440,3043962880,800018432,7808524288,83,12,13,82,0.990,0.860,0.980,1,0,16,0,0,0
5860,7044,56,977,55,922,2625,7225,0,120,0,0,0,0,0,0,0,0,4747497472,3044364288,800018432,7806926848,83,12,13,82,0.990,0.860,0.980,0,0,8,0,0,0
22074,13092,56,977,55,922,2659,6743,0,142,0,0,0,0,0,0,0,92,4747358208,3044569088,800051200,7806894080,83,12,13,82,0.990,0.860,0.980,1,0,0,0,0,0
7223,7830,56,977,55,922,2662,6011,0,121,0,0,0,0,0,0,0,0,4748283904,3043414016,800051200,7807647744,83,12,13,82,0.990,0.860,0.980,1,0,1,0,0,0
5860,7044,56,977,55,922,2590,5659,0,115,0,0,0,0,0,0,0,0,4743720960,3047972864,800051200,7807119360,83,12,13,82,0.990,0.860,0.980,1,0,0,0,0,0
9847,94024,56,977,55,922,2641,7016,0,138,0,0,0,0,0,0,0,0,4740444160,3051200512,800051200,7806877696,83,12,13,82,0.990,0.860,0.980,2,0,8,0,0,0
5880,6992,56,977,55,922,2759,8131,0,155,0,0,0,0,0,0,0,686,4741472256,3050168320,800051200,7807180800,83,12,13,82,0.990,0.860,0.980,1,0,8,0,0,0
6032,7119,56,977,55,922,2409,5620,0,121,0,0,0,0,0,0,0,26,4742393856,3049242624,800059392,7807176704,83,12,13,82,0.990,0.860,0.980,0,0,0,0,0,0
5750,6968,56,977,55,922,2465,5642,0,112,0,0,0,0,0,0,0,0,4742782976,3050442752,800059392,7805853696,83,12,13,82,0.990,0.860,0.980,0,0,0,0,0,0
6157,7589,56,977,55,922,2458,6310,0,119,0,0,0,0,0,0,0,0,4742578176,3050844160,800059392,7805915136,83,12,13,82,0.990,0.860,0.980,22,0,0,0,0,0
5750,6850,56,977,55,922,3655,34856,0,114,0,0,0,0,0,0,0,0,4881301504,2906935296,800059392,7810768896,83,12,13,82,0.910,0.850,0.970,0,0,8,0,0,0
5917,7037,56,977,55,922,2461,6863,0,116,0,0,0,0,0,0,0,0,4880875520,2907361280,800059392,7810510848,83,12,13,82,0.910,0.850,0.970,1,0,8,0,0,0
6879,7588,56,977,55,922,2432,5525,0,157,0,0,0,0,0,0,0,30,4873785344,2914406400,800071680,7810543616,83,12,13,82,0.910,0.850,0.970,0,0,0,0,0,0
22931,12892,56,977,55,922,2639,6646,0,141,0,0,0,0,0,0,0,0,4874723328,2913443840,800071680,7810633728,83,12,13,82,0.910,0.850,0.970,1,0,0,0,0,0
6092,7463,56,977,55,922,2413,5525,0,123,0,0,0,0,0,0,0,0,4867477504,2920685568,800071680,7811162112,83,12,13,82,0.910,0.850,0.970,1,0,0,0,0,0
5934,7162,56,977,55,922,2635,6826,0,121,0,0,0,0,0,0,0,24,4868935680,2919219200,800079872,7811096576,83,12,13,82,1.080,0.880,0.980,1,0,8,0,0,0
6590,7679,56,977,55,922,2620,7002,0,124,0,0,0,0,0,0,0,0,4847575040,2942349312,800079872,7809126400,83,12,13,82,1.080,0.880,0.980,0,0,9,0,0,0
6414,6907,56,977,55,922,2781,5894,0,122,0,0,0,0,0,0,0,0,4838121472,2951786496,800079872,7808884736,83,12,13,82,1.080,0.880,0.980,0,0,0,0,0,0
5750,7247,56,977,55,922,2647,5962,0,148,0,0,0,0,0,0,0,0,4829458432,2960244736,800079872,7809089536,83,12,13,82,1.080,0.880,0.980,1,0,0,0,0,0
9194,20620,56,977,55,922,2440,5991,0,136,0,0,0,0,0,0,0,0,4855316480,2934337536,800079872,7808905216,83,12,13,82,1.080,0.880,0.980,0,0,0,0,0,0
5860,7044,56,977,55,922,2521,6768,0,114,0,0,0,0,0,0,0,10,4856475648,2933170176,800092160,7809658880,83,12,13,82,1.160,0.900,0.990,2,0,8,0,0,0
14216,18104,56,977,55,922,2612,7822,0,146,0,0,0,0,0,0,0,0,4837003264,2952626176,800092160,7809142784,83,12,13,82,1.160,0.900,0.990,0,0,9,0,0,0
6029,7332,56,977,55,922,2552,6123,0,119,0,0,0,0,0,0,0,336,4837666816,2952216576,800092160,7808897024,83,12,13,82,1.160,0.900,0.990,1,0,0,0,0,0
7276,10546,56,977,55,922,2655,6606,0,129,0,0,0,0,0,0,0,0,4836622336,2954874880,800092160,7807283200,83,12,13,82,1.160,0.900,0.990,0,0,0,0,0,0
21812,9518,56,977,55,922,2514,5760,0,160,0,0,0,0,0,0,0,0,4837347328,2954383360,800092160,7806984192,83,12,13,82,1.160,0.900,0.990,1,0,0,0,0,0
5860,7402,56,977,55,922,2559,6376,0,117,0,0,0,0,0,0,0,18,4834398208,2957242368,800100352,7807066112,83,12,13,82,1.140,0.910,0.990,3,2,7,0,0,0
5750,6850,56,977,55,922,2643,7289,0,117,0,0,0,0,0,0,0,22,4835573760,2956013568,800100352,7807709184,83,12,13,82,1.140,0.910,0.990,1,0,9,0,0,0
5750,6850,56,977,55,922,3159,9514,0,114,0,0,0,0,0,0,0,594,4830699520,2960838656,800108544,7807483904,83,12,13,82,1.140,0.910,0.990,1,0,0,0,0,0
5990,7044,56,977,55,922,2570,5658,0,122,0,0,0,0,0,0,0,0,4831592448,2959904768,800108544,7807193088,83,12,13,82,1.140,0.910,0.990,2,0,1,0,0,0
5750,6850,56,977,55,922,2461,5647,0,115,0,0,0,0,0,0,0,12,4830777344,2960719872,800116736,7807119360,83,12,13,82,1.140,0.910,0.990,1,0,0,0,0,0
5750,7468,56,977,55,922,2556,5564,0,155,0,0,0,0,0,0,0,0,4831346688,2960142336,800116736,7807127552,83,12,13,82,1.210,0.920,0.990,0,0,0,0,0,0
6027,7231,56,977,55,922,2646,8010,0,119,0,0,0,0,0,0,0,0,4832501760,2960826368,800116736,7805554688,83,12,13,82,1.210,0.920,0.990,0,0,16,0,0,0
8467,11403,56,977,55,922,2497,5758,0,130,0,0,0,0,0,0,0,40,4734312448,3059015680,800129024,7805865984,83,12,13,82,1.210,0.920,0.990,1,0,0,0,0,0
6116,7190,56,977,55,922,2643,6439,0,122,0,0,0,0,0,0,0,0,4733054976,3059961856,800129024,7805644800,83,12,13,82,1.210,0.920,0.990,2,0,0,0,0,0
21976,12616,56,977,55,922,2574,6530,0,140,0,0,0,0,0,0,0,0,4733952000,3059060736,800129024,7805591552,83,12,13,82,1.210,0.920,0.990,0,0,0,0,0,0
6745,7500,56,977,55,922,2432,5620,0,118,0,0,0,0,0,0,0,0,4734361600,3058651136,800129024,7805591552,83,12,13,82,1.280,0.940,1,1,0,0,0,0,0
6256,7632,56,977,55,922,2769,8234,0,154,0,0,0,0,0,0,0,0,4734910464,3058102272,800129024,7805657088,83,12,13,82,1.280,0.940,1,1,0,16,0,0,0
5880,6968,56,977,55,922,2496,5656,0,118,0,0,0,0,0,0,0,10,4735807488,3057197056,800137216,7805923328,83,12,13,82,1.280,0.940,1,3,0,0,0,0,0
5824,6713,56,977,55,922,2449,5582,0,118,0,0,0,0,0,0,0,0,4734980096,3058012160,800137216,7806193664,83,12,13,82,1.280,0.940,1,5,0,0,0,0,0
5860,7186,56,977,55,922,2541,5574,0,119,0,0,0,0,0,0,0,0,4730642432,3069624320,800137216,7798317056,83,12,13,82,1.280,0.940,1,1,0,0,0,0,0
5750,7208,56,977,55,922,2533,5745,0,116,0,0,0,0,0,0,0,0,4731478016,3068657664,800137216,7798448128,83,12,13,82,1.490,0.990,1.020,1,0,1,0,0,0
6239,7231,56,977,55,922,2577,8014,0,115,0,0,0,0,0,0,0,0,4731420672,3068715008,800137216,7798448128,83,12,13,82,1.490,0.990,1.020,2,0,16,0,0,0
6371,7332,56,977,55,922,2555,5732,0,152,0,0,0,0,0,0,0,24,4732780544,3067346944,800145408,7798513664,83,12,13,82,1.490,0.990,1.020,1,0,0,0,0,0
5750,7110,56,977,55,922,2618,6311,0,117,0,0,0,0,0,0,0,618,4731842560,3068272640,800145408,7799050240,83,12,13,82,1.490,0.990,1.020,1,0,0,0,0,0
6072,7299,56,977,55,922,2543,5629,0,124,0,0,0,0,0,0,0,0,4731076608,3069026304,800145408,7798730752,83,12,13,82,1.490,0.990,1.020,1,0,0,0,0,0
22931,13205,56,977,55,922,2595,6413,0,136,0,0,0,0,0,0,0,0,4731506688,3068596224,800145408,7798472704,83,12,13,82,1.530,1.010,1.020,1,0,0,0,0,0
5750,6713,56,977,55,922,2608,8090,0,110,0,0,0,0,0,0,0,0,4734631936,3067301888,800145408,7796707328,83,12,13,82,1.530,1.010,1.020,1,0,16,0,0,0
6084,7372,56,977,55,922,3375,35545,0,118,0,0,0,0,0,0,0,20,4886798336,2910003200,800157696,7801827328,83,12,13,82,1.530,1.010,1.020,0,0,0,0,0,0
5790,6968,56,977,55,922,2730,5912,0,160,0,0,0,0,0,0,0,0,4888125440,2908540928,800157696,7801962496,83,12,13,82,1.530,1.010,1.020,1,0,0,0,0,0
7645,13779,56,977,55,922,2564,5906,0,130,0,0,0,0,0,0,0,58,4916363264,2880290816,800174080,7802417152,83,12,13,82,1.530,1.010,1.020,1,0,0,0,0,0
5820,6850,56,977,55,922,2318,5535,0,118,0,0,0,0,0,0,0,0,4915748864,2880888832,800174080,7802163200,83,12,13,82,1.650,1.040,1.030,1,0,0,0,0,0
5917,7537,56,977,55,922,2537,8048,0,119,0,0,0,0,0,0,0,0,4915933184,2880700416,800174080,7801909248,83,12,13,82,1.650,1.040,1.030,0,0,16,0,0,0
7371,8742,56,977,55,922,2518,5937,0,133,0,0,0,0,0,0,0,0,4892340224,2904293376,800174080,7801974784,83,12,13,82,1.650,1.040,1.030,1,0,1,0,0,0
5750,6713,56,977,55,922,2402,5627,0,113,0,0,0,0,0,0,0,0,4893003776,2903625728,800174080,7801913344,83,12,13,82,1.650,1.040,1.030,1,0,0,0,0,0
5750,6968,56,977,55,922,2536,6064,0,153,0,0,0,0,0,0,0,16,4895637504,2902622208,800178176,7800811520,83,12,13,82,1.650,1.040,1.030,1,0,0,0,0,0
7109,10236,56,977,55,922,2518,6438,0,124,0,0,0,0,0,0,0,0,4896788480,2901372928,800178176,7800967168,83,12,13,82,1.920,1.110,1.050,1,0,0,0,0,0
22288,10504,56,977,55,922,2762,8085,0,129,0,0,0,0,0,0,0,0,4891959296,2906202112,800178176,7800434688,83,12,13,82,1.920,1.110,1.050,0,0,16,0,0,0
5860,7044,56,977,55,922,2400,5595,0,119,0,0,0,0,0,0,0,0,4893454336,2905001984,800178176,7800147968,83,12,13,82,1.920,1.110,1.050,3,0,0,0,0,0
22262,12791,56,977,55,922,2585,6584,0,143,0,0,0,0,0,0,0,0,4893827072,2904629248,800178176,7801196544,83,12,13,82,1.920,1.110,1.050,1,0,1,0,0,0
15955,7220,56,977,55,922,4064,11590,0,117,0,0,0,0,0,0,0,2408,4896382976,2902065152,800186368,7800328192,83,12,13,82,1.920,1.110,1.050,1,0,0,0,0,0
14759,7466,56,977,55,922,2787,8028,0,160,0,0,0,0,0,0,0,0,4898279424,2900152320,800186368,7800360960,83,12,13,82,2.170,1.170,1.080,2,0,8,0,0,0
5878,7419,56,977,55,922,2645,7379,0,118,0,0,0,0,0,0,0,0,4898881536,2901303296,800186368,7798865920,83,12,13,82,2.170,1.170,1.080,1,0,12,0,0,0
6029,8119,56,977,55,922,2509,6471,0,114,0,0,0,0,0,0,0,52,4925366272,2874744832,800206848,7798460416,83,12,13,82,2.170,1.170,1.080,0,0,4,0,0,0
6628,9016,56,977,55,922,2644,6046,0,123,0,0,0,0,0,0,0,0,4925640704,2874429440,800206848,7798501376,83,12,13,82,2.170,1.170,1.080,1,0,0,0,0,0
10230,12499,56,977,55,922,2570,6007,0,137,0,0,0,0,0,0,0,0,4772098048,3027963904,800206848,7798710272,83,12,13,82,2.170,1.170,1.080,1,0,0,0,0,0
6344,8551,56,977,55,922,2483,5655,0,121,0,0,0,0,0,0,0,0,4773703680,3026350080,800206848,7799316480,83,12,13,82,2.390,1.240,1.100,1,0,1,0,0,0
22485,13043,56,977,55,922,2638,7792,0,182,0,0,0,0,0,0,0,0,4749471744,3050577920,800206848,7800094720,83,12,13,82,2.390,1.240,1.100,0,0,8,0,0,0
11728,94330,56,977,55,922,2603,7017,0,147,0,0,0,0,0,0,0,14,4749258752,3050778624,800215040,7798767616,83,12,13,82,2.390,1.240,1.100,1,0,8,0,0,0
5860,7025,56,977,55,922,2504,6071,0,115,0,0,0,0,0,0,0,0,4749402112,3052269568,800215040,7796891648,83,12,13,82,2.390,1.240,1.100,1,0,0,0,0,0
5750,6850,56,977,55,922,2335,5561,0,114,0,0,0,0,0,0,0,0,4748951552,3052675072,800215040,7796871168,83,12,13,82,2.390,1.240,1.100,1,0,0,0,0,0
5750,6850,56,977,55,922,2345,5637,0,115,0,0,0,0,0,0,0,0,4747431936,3054194688,800215040,7796871168,83,12,13,82,2.360,1.250,1.100,3,0,0,0,0,0
6027,7373,56,977,55,922,2571,6755,0,120,0,0,0,0,0,0,0,0,4747292672,3054235648,800215040,7796969472,83,12,13,82,2.360,1.250,1.100,0,0,8,0,0,0
6159,7690,56,977,55,922,2485,6842,0,150,0,0,0,0,0,0,0,22,4748300288,3053223936,800227328,7797682176,83,12,13,82,2.360,1.250,1.100,1,0,8,0,0,0
6558,7162,56,977,55,922,2493,5653,0,118,0,0,0,0,0,0,0,0,4747907072,3053604864,800227328,7797161984,83,12,13,82,2.360,1.250,1.100,5,0,0,0,0,0
5157,7105,56,977,55,922,2459,5705,0,111,0,0,0,0,0,0,0,24,4748517376,3052969984,800235520,7797055488,83,12,13,82,2.360,1.250,1.100,2,0,0,0,0,0
0,6850,56,977,55,922,2300,5028,0,68,0,0,0,0,0,0,0,0,4745715712,3061051392,800235520,7791775744,83,12,13,82,2.360,1.250,1.100,1,0,0,0,0,0
396,7627,56,977,55,922,2456,6366,0,72,0,0,0,0,0,0,0,0,4746231808,3060748288,800235520,7791599616,83,12,13,82,2.410,1.280,1.110,1,0,8,0,0,0
17221,15093,56,977,55,922,2557,7438,0,97,0,0,0,0,0,0,0,0,4747423744,3061293056,800235520,7790129152,83,12,13,82,2.410,1.280,1.110,1,0,9,0,0,0
86,10315,56,977,55,922,2378,5524,0,107,0,0,0,0,0,0,0,0,4747894784,3060822016,800235520,7790387200,83,12,13,82,2.410,1.280,1.110,0,0,0,0,0,0
3666,20961,56,977,55,922,2568,6741,0,99,0,0,0,0,0,0,0,619,4770697216,3037995008,800256000,7790059520,83,12,13,82,2.410,1.280,1.110,1,0,0,0,0,0
0,9954,56,977,55,922,2316,5207,0,76,0,0,0,0,0,0,0,175,4771069952,3037622272,800256000,7789801472,83,12,13,82,2.410,1.280,1.110,1,0,0,0,0,0
0,5707,56,975,55,920,2398,6337,0,48,0,0,0,0,0,0,0,0,4747984896,3060707328,800256000,7789801472,83,12,13,82,2.300,1.270,1.110,1,0,11,0,0,0
279,3944,56,975,55,920,2266,6170,0,35,0,0,0,0,0,0,0,0,4748505088,3060146176,800256000,7789907968,83,12,13,82,2.300,1.270,1.110,1,0,8,0,0,0
0,3104,56,975,55,920,2165,4845,0,32,0,0,0,0,0,0,0,0,4749262848,3059372032,800256000,7790190592,83,12,13,82,2.300,1.270,1.110,0,0,0,0,0,0
167,3291,56,975,55,920,2189,4884,0,65,0,0,0,0,0,0,0,24,4749029376,3061436416,800268288,7788539904,83,12,13,82,2.300,1.270,1.110,3,0,0,0,0,0
17790,11326,56,973,55,918,3309,35618,0,61,0,0,0,0,0,0,0,0,4914712576,2890592256,800268288,7793496064,83,12,13,82,2.300,1.270,1.110,0,0,0,0,0,0
83210,36401,56,977,55,922,2865,8892,0,192,0,0,0,0,0,0,0,0,4917727232,2887544832,800268288,7793532928,83,12,13,82,2.840,1.400,1.150,2,0,11,0,0,0
9062,17222,56,977,55,922,3054,8545,0,137,0,0,0,0,0,0,0,0,4919230464,2886037504,800268288,7793819648,83,12,13,82,2.840,1.400,1.150,0,0,9,0,0,0
29703,11868,56,977,55,922,2645,5906,0,153,0,0,0,0,0,0,0,0,4925583360,2879672320,800268288,7793553408,83,12,13,82,2.840,1.400,1.150,2,0,0,0,0,0
6184,8162,56,977,55,922,2567,5778,0,118,0,0,0,0,0,0,0,36,4900368384,2904842240,800276480,7794057216,83,12,13,82,2.840,1.400,1.150,1,0,1,0,0,0
15268,9324,56,977,55,922,2646,5980,0,153,0,0,0,0,0,0,0,0,4900823040,2904367104,800276480,7794135040,83,12,13,82,2.840,1.400,1.150,1,0,0,0,0,0
9700,10608,56,977,55,922,2736,7113,0,135,0,0,0,0,0,0,0,0,4904132608,2901057536,800276480,7793836032,83,12,13,82,2.610,1.380,1.150,1,0,8,0,0,0
8936,13149,56,977,55,922,2758,7212,0,140,0,0,0,0,0,0,0,66,4891119616,2915860480,800296960,7791566848,83,12,13,82,2.610,1.380,1.150,1,0,8,0,0,0
8290,8583,56,977,55,922,2557,5953,0,124,0,0,0,0,0,0,0,0,4892274688,2914897920,800296960,7791607808,83,12,13,82,2.610,1.380,1.150,1,0,0,0,0,0
