"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/proc_lock_net_time_int_page_mem_tcp_cpu_udp.csv --proc --lock --net --time --int --page --mem --tcp --cpu --udp 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"procs",,,"file locks",,,,"net/total",,"system","interrupts",,,"paging",,"memory usage",,,,"tcp sockets",,,,,"total cpu usage",,,,,"udp",
4,0,2,83,12,13,82,5860,7162,23-03 14:12:10,0,120,0,0,0,4892270592,2882449408,799854592,7824384000,7,18,0,6,2,8.272,3.951,87.531,0.247,0,25,15
4,0,0,83,12,13,82,23141,12710,23-03 14:12:11,0,138,0,0,0,4893143040,2881503232,799854592,7824457728,7,18,0,7,2,9.572,3.023,87.280,0.126,0,25,15
3,0,16,83,12,13,82,5824,7208,23-03 14:12:12,0,114,0,0,0,4892864512,2881691648,799854592,7824482304,7,18,0,7,2,8.511,3.254,88.235,0,0,25,15
1,0,0,83,12,13,82,6725,7373,23-03 14:12:13,0,121,0,0,0,4893188096,2881355776,799862784,7825010688,7,18,0,7,2,8.417,2.638,88.819,0.126,0,25,15
2,0,0,83,12,13,82,6029,7469,23-03 14:12:14,0,148,0,0,0,4892979200,2881843200,799862784,7824400384,7,18,0,7,2,7.478,2.535,89.861,0.127,0,25,15
2,0,0,83,12,13,82,5962,7086,23-03 14:12:15,0,120,0,0,0,4892876800,2881941504,799862784,7824211968,7,18,0,7,2,8.010,3.129,88.861,0,0,25,15
4,0,1,83,12,13,82,5990,7323,23-03 14:12:16,0,117,0,0,0,4893274112,2881540096,799870976,7824207872,7,18,0,7,2,8.135,3.254,88.360,0.250,0,25,15
1,0,16,83,12,13,82,5750,7071,23-03 14:12:17,0,117,0,0,0,4869410816,2905391104,799870976,7824154624,7,18,0,6,2,6.717,2.788,90.494,0,0,25,15
2,0,0,83,12,13,82,7964,10309,23-03 14:12:18,0,131,0,0,0,4852015104,2922745856,799870976,7824429056,7,18,0,6,2,8.920,1.884,89.196,0,0,25,15
2,0,0,83,12,13,82,5917,7018,23-03 14:12:19,0,112,0,0,0,4854439936,2921824256,799870976,7823216640,7,18,0,6,2,7.760,2.753,89.362,0.125,0,25,15
1,0,0,83,12,13,82,5750,6850,23-03 14:12:20,0,153,0,0,0,4855312384,2921148416,799870976,7822884864,7,18,0,6,2,7.009,3.379,89.487,0.125,0,25,15
1,0,0,83,12,13,82,11364,21246,23-03 14:12:21,0,146,0,0,0,4882841600,2893598720,799887360,7822630912,7,18,0,7,2,9.238,2.996,87.516,0.250,0,25,15
2,0,16,83,12,13,82,21722,9598,23-03 14:12:22,0,133,0,0,0,4884557824,2891878400,799887360,7822503936,7,18,0,7,2,8.085,3.980,87.811,0.124,0,25,15
3,0,0,83,12,13,82,5917,7403,23-03 14:12:23,0,121,0,0,0,4860477440,2915954688,799887360,7822573568,7,18,0,7,2,8.071,2.900,89.029,0,0,25,15
1,0,0,83,12,13,82,6311,7495,23-03 14:12:24,0,118,0,0,0,4821331968,2962022400,799907840,7815897088,7,18,0,7,2,7.990,3.496,88.390,0.125,0,25,14
2,0,0,83,12,13,82,5750,6850,23-03 14:12:25,0,116,0,0,0,4823400448,2960117760,799907840,7815991296,7,18,0,7,2,9.102,2.618,88.155,0.125,0,25,14
1,0,0,83,12,13,82,5860,7044,23-03 14:12:26,0,152,0,0,0,4804603904,2978877440,799907840,7815495680,7,18,0,7,2,8.199,3.230,88.571,0,0,25,14
4,0,12,83,12,13,82,5880,6850,23-03 14:12:27,0,114,0,0,0,4797747200,2985635840,799907840,7815536640,7,18,0,7,2,7.576,4.672,87.626,0.126,0,25,14
1,0,4,83,12,13,82,5962,6850,23-03 14:12:28,0,119,0,0,0,4774547456,3008831488,799907840,7815540736,7,18,0,7,2,7.663,2.638,89.573,0.126,0,25,14
3,0,1,83,12,13,82,6072,7162,23-03 14:12:29,0,121,0,0,0,4773818368,3009552384,799920128,7815602176,7,18,0,7,2,8.145,3.133,88.596,0.125,0,25,14
1,0,0,83,12,13,82,5750,6992,23-03 14:12:30,0,118,0,0,0,4775452672,3007893504,799920128,7815892992,7,18,0,6,2,6.641,2.682,90.677,0,0,25,14
4,0,0,83,12,13,82,5750,6850,23-03 14:12:31,0,115,0,0,0,4775829504,3007504384,799928320,7816155136,7,18,0,6,2,8.489,2.871,88.514,0.125,0,25,14
5,0,8,83,12,13,82,22239,12955,23-03 14:12:32,0,169,0,0,0,4740706304,3042578432,799928320,7815872512,7,18,0,7,2,9.206,2.774,87.894,0.126,0,25,14
5,0,8,83,12,13,82,6793,7305,23-03 14:12:33,0,121,0,0,0,4741214208,3042066432,799928320,7815618560,7,18,0,7,2,7.519,3.634,88.847,0,0,25,14
3,0,0,83,12,13,82,7891,11111,23-03 14:12:34,0,128,0,0,0,4880592896,2899218432,799944704,7819337728,7,18,0,7,2,8.853,4.863,86.160,0.125,0,25,14
1,0,0,83,12,13,82,7873,7292,23-03 14:12:35,0,120,0,0,0,4882321408,2897555456,799952896,7819046912,7,18,0,7,2,8.543,2.764,88.568,0.126,0,25,14
1,0,0,83,12,13,82,5750,6850,23-03 14:12:36,0,116,0,0,0,4883210240,2896658432,799952896,7819579392,7,18,0,7,2,8.260,3.004,88.611,0.125,0,25,14
1,0,8,83,12,13,82,5860,7044,23-03 14:12:37,0,116,0,0,0,4884099072,2895769600,799952896,7819247616,7,18,0,7,2,8.365,3.246,88.265,0.125,0,25,14
3,0,8,83,12,13,82,6443,7483,23-03 14:12:38,0,160,0,0,0,4886327296,2893537280,799952896,7818993664,7,18,0,7,2,8.875,3.375,87.750,0,0,25,14
2,0,0,83,12,13,82,5750,6713,23-03 14:12:39,0,115,0,0,0,4881743872,2898071552,799952896,7819108352,7,18,0,7,2,7.314,3.026,89.533,0.126,0,25,14
1,0,0,83,12,13,82,5860,7186,23-03 14:12:40,0,116,0,0,0,4881408000,2900221952,799965184,7817281536,7,18,0,6,2,8.125,3,88.875,0,0,25,14
1,0,1,83,12,13,82,5750,6850,23-03 14:12:41,0,111,0,0,0,4880609280,2900951040,799965184,7817351168,7,18,0,6,2,8.636,3.129,88.110,0.125,0,25,14
4,0,8,83,12,13,82,5990,7162,23-03 14:12:42,0,118,0,0,0,4880879616,2900590592,799965184,7817900032,7,18,0,6,2,8.040,2.889,88.945,0.126,0,25,14
1,0,8,83,12,13,82,23013,12710,23-03 14:12:43,0,135,0,0,0,4881739776,2899730432,799965184,7817633792,7,18,0,7,2,8.761,3.129,88.110,0,0,25,14
1,0,0,83,12,13,82,6029,7832,23-03 14:12:44,0,139,0,0,0,4881928192,2899542016,799973376,7817367552,7,18,0,7,2,7.895,2.882,89.098,0.125,0,25,14
2,0,0,83,12,13,82,6076,7193,23-03 14:12:45,0,120,0,0,0,4882984960,2898472960,799973376,7817445376,7,18,0,7,2,8.135,2.753,88.986,0.125,0,25,14
1,0,0,83,12,13,82,5876,6956,23-03 14:12:46,0,118,0,0,0,4883628032,2897784832,799973376,7817490432,7,18,0,7,2,9.091,2.989,87.920,0,0,25,14
1,0,8,83,12,13,82,5750,6968,23-03 14:12:47,0,116,0,0,0,4888051712,2893352960,799981568,7817756672,7,18,0,7,2,7.500,4.375,88,0.125,0,25,14
1,0,8,83,12,13,82,5860,7181,23-03 14:12:48,0,119,0,0,0,4887846912,2893549568,799981568,7818022912,7,18,0,7,2,7.779,3.388,88.833,0,0,25,14
2,0,0,83,12,13,82,6144,7257,23-03 14:12:49,0,118,0,0,0,4849483776,2933764096,799993856,7815892992,7,18,0,7,2,7.692,3.970,88.213,0.124,0,25,14
3,0,0,83,12,13,82,6113,7474,23-03 14:12:50,0,147,0,0,0,4849135616,2934226944,799993856,7815520256,7,18,0,6,2,8.966,3.487,87.547,0,0,25,14
2,0,0,83,12,13,82,7763,13961,23-03 14:12:51,0,130,0,0,0,4878323712,2905038848,799993856,7815753728,7,18,0,6,2,8.481,2.278,89.114,0.127,0,25,14
1,0,8,83,12,13,82,5820,6850,23-03 14:12:52,0,117,0,0,0,4878929920,2904428544,799993856,7815458816,7,18,0,6,2,8.385,3.254,88.360,0,0,25,14
3,0,9,83,12,13,82,10284,13855,23-03 14:12:53,0,146,0,0,0,4854763520,2928549888,799993856,7815770112,7,18,0,7,2,9.102,3.491,87.282,0.125,0,25,14
2,0,0,83,12,13,82,21917,9817,23-03 14:12:54,0,130,0,0,0,4855939072,2927362048,800006144,7816028160,7,18,0,7,2,8.674,3.717,87.361,0.248,0,25,14
1,0,0,83,12,13,82,6606,10162,23-03 14:12:55,0,117,0,0,0,4858097664,2927022080,800006144,7814008832,7,18,0,7,2,8.853,2.618,88.404,0.125,0,25,14
2,0,0,83,12,13,82,16622,8835,23-03 14:12:56,0,153,0,0,0,4747423744,3037696000,800006144,7813685248,7,18,0,7,2,8.706,3.358,87.935,0,0,25,14
4,0,8,83,12,13,82,8771,9489,23-03 14:12:57,0,127,0,0,0,4744491008,3040530432,800006144,7813783552,7,18,0,7,2,14.695,3.362,81.818,0.125,0,25,14
3,0,8,83,12,13,82,7496,9457,23-03 14:12:58,0,122,0,0,0,4745469952,3039543296,800006144,7813558272,7,18,0,7,2,8.460,2.778,88.763,0,0,25,14
1,0,0,83,12,13,82,7369,11458,23-03 14:12:59,0,129,0,0,0,4746842112,3038167040,800014336,7814377472,7,18,0,8,2,8.614,3.496,87.141,0.749,0,25,14
1,0,0,83,12,13,82,35712,9182,23-03 14:13:00,0,131,0,0,0,4747567104,3037220864,800014336,7814332416,7,18,0,6,2,9.114,2.871,87.890,0.125,0,25,14
3,0,0,83,12,13,82,12948,10767,23-03 14:13:01,0,134,0,0,0,4747501568,3037278208,800018432,7814078464,7,20,0,6,2,8.489,3.496,87.890,0.125,0,25,14
3,0,16,83,12,13,82,7634,7298,23-03 14:13:02,0,160,0,0,0,4746301440,3043962880,800018432,7808524288,7,19,0,7,2,8.489,3.745,87.765,0,0,25,14
5,0,8,83,12,13,82,5860,7044,23-03 14:13:03,0,120,0,0,0,4747497472,3044364288,800018432,7806926848,7,19,0,7,2,7.828,3.030,89.015,0.126,0,25,14
1,0,0,83,12,13,82,22074,13092,23-03 14:13:04,0,141,0,0,0,4747358208,3044569088,800051200,7806894080,7,19,0,8,2,8.820,2.733,88.199,0.248,0,25,14
1,0,1,83,12,13,82,7223,7830,23-03 14:13:05,0,122,0,0,0,4748283904,3043414016,800051200,7807647744,7,19,0,8,2,8.207,2.778,89.015,0,0,25,14
1,0,0,83,12,13,82,5860,7044,23-03 14:13:06,0,114,0,0,0,4743720960,3047972864,800051200,7807119360,7,19,0,8,2,8.750,2.500,88.625,0.125,0,25,14
1,0,8,83,12,13,82,9847,94024,23-03 14:13:07,0,139,0,0,0,4740444160,3051200512,800051200,7806877696,7,19,0,8,2,9.091,3.487,87.422,0,0,25,14
1,0,8,83,12,13,82,5880,6992,23-03 14:13:08,0,154,0,0,0,4741472256,3050168320,800051200,7807180800,7,19,0,8,2,8.060,3.401,88.413,0.126,0,25,14
1,0,0,83,12,13,82,6032,7119,23-03 14:13:09,0,122,0,0,0,4742393856,3049242624,800059392,7807176704,7,19,0,8,2,8.030,2.133,89.711,0.125,0,25,14
1,0,0,83,12,13,82,5750,6968,23-03 14:13:10,0,112,0,0,0,4742782976,3050442752,800059392,7805853696,7,19,0,8,2,7.089,2.405,90.506,0,0,25,14
2,0,0,83,12,13,82,6157,7589,23-03 14:13:11,0,119,0,0,0,4742578176,3050844160,800059392,7805915136,7,19,0,8,2,7.692,2.648,89.533,0.126,0,25,14
2,0,8,83,12,13,82,5750,6850,23-03 14:13:12,0,114,0,0,0,4881301504,2906935296,800059392,7810768896,7,19,0,8,2,8.668,4.020,87.312,0,0,25,14
4,0,8,83,12,13,82,5917,7037,23-03 14:13:13,0,116,0,0,0,4880875520,2907361280,800059392,7810510848,7,19,0,7,2,8.209,3.731,87.935,0.124,0,25,14
1,0,0,83,12,13,82,6879,7588,23-03 14:13:14,0,157,0,0,0,4873785344,2914406400,800071680,7810543616,7,19,0,7,2,9.057,1.761,89.057,0.126,0,25,14
5,0,0,83,12,13,82,22931,12892,23-03 14:13:15,0,140,0,0,0,4874723328,2913443840,800071680,7810633728,7,19,0,8,2,10.112,2.497,87.266,0.125,0,25,14
1,0,0,83,12,13,82,6092,7463,23-03 14:13:16,0,124,0,0,0,4867477504,2920685568,800071680,7810904064,7,19,0,8,2,7.779,2.886,89.335,0,0,25,14
1,0,8,83,12,13,82,5934,7162,23-03 14:13:17,0,121,0,0,0,4868939776,2919219200,800079872,7811092480,7,19,0,8,2,7.449,3.030,89.394,0.126,0,25,14
1,0,9,83,12,13,82,6590,7679,23-03 14:13:18,0,123,0,0,0,4847575040,2942349312,800079872,7809126400,7,19,0,8,2,7.980,3.865,88.030,0.125,0,25,14
3,0,0,83,12,13,82,6414,6907,23-03 14:13:19,0,123,0,0,0,4838121472,2951786496,800079872,7808884736,7,19,0,8,2,8.668,2.764,88.568,0,0,25,14
3,0,0,83,12,13,82,5750,7247,23-03 14:13:20,0,148,0,0,0,4829458432,2960244736,800079872,7809089536,7,19,0,8,2,8.344,3.113,88.418,0.125,0,25,14
3,0,0,83,12,13,82,9194,20620,23-03 14:13:21,0,136,0,0,0,4855316480,2934337536,800079872,7808905216,7,19,0,8,2,8.428,2.893,88.553,0.126,0,25,14
1,0,8,83,12,13,82,5860,7044,23-03 14:13:22,0,114,0,0,0,4856475648,2933170176,800092160,7809658880,7,19,0,8,2,7.915,2.638,89.322,0.126,0,25,14
1,0,9,83,12,13,82,14216,18104,23-03 14:13:23,0,146,0,0,0,4837003264,2952626176,800092160,7809142784,7,21,0,7,1,7.980,3.491,88.529,0,0,25,14
4,0,0,83,12,13,82,6029,7332,23-03 14:13:24,0,119,0,0,0,4837666816,2952216576,800092160,7808897024,7,21,0,7,1,8.020,3.008,86.216,2.757,0,25,14
1,0,0,83,12,13,82,7276,10546,23-03 14:13:25,0,129,0,0,0,4836622336,2954874880,800092160,7807283200,7,21,0,8,1,8.657,2.384,88.959,0,0,25,14
3,0,0,83,12,13,82,21812,9518,23-03 14:13:26,0,160,0,0,0,4837117952,2954612736,800092160,7806984192,7,21,0,8,1,8.668,2.261,88.945,0.126,0,25,14
2,2,4,83,12,13,82,5860,7402,23-03 14:13:27,0,117,0,0,0,4834668544,2956972032,800100352,7807066112,7,21,0,8,1,7.975,3.038,88.608,0.380,0,25,14
1,0,12,83,12,13,82,5750,6850,23-03 14:13:28,0,117,0,0,0,4835573760,2956013568,800100352,7807709184,7,21,0,8,1,7.224,3.042,89.100,0.634,0,25,14
2,0,0,83,12,13,82,5750,6850,23-03 14:13:29,0,114,0,0,0,4830699520,2960838656,800108544,7807483904,7,21,0,8,1,7.459,3.413,88.622,0.506,0,25,14
3,0,1,83,12,13,82,5990,7044,23-03 14:13:30,0,122,0,0,0,4831592448,2959904768,800108544,7807193088,7,21,0,8,1,7.431,3.149,89.295,0.126,0,25,14
5,0,0,83,12,13,82,5750,6850,23-03 14:13:31,0,114,0,0,0,4830777344,2960719872,800116736,7807119360,7,21,0,8,1,8.521,2.757,88.596,0.125,0,25,14
1,0,0,83,12,13,82,5750,7468,23-03 14:13:32,0,156,0,0,0,4831346688,2960142336,800116736,7807127552,7,21,0,8,1,7.431,2.771,89.798,0,0,25,14
2,0,16,83,12,13,82,6027,7231,23-03 14:13:33,0,119,0,0,0,4832501760,2960826368,800116736,7805554688,7,21,0,7,1,7.925,3.019,88.931,0.126,0,25,14
5,0,0,83,12,13,82,8467,11403,23-03 14:13:34,0,130,0,0,0,4734312448,3059015680,800129024,7805865984,7,21,0,7,1,9.429,2.978,87.469,0.124,0,25,14
4,0,0,83,12,13,82,6116,7190,23-03 14:13:35,0,122,0,0,0,4733054976,3059961856,800129024,7805644800,7,21,0,7,1,8.816,2.771,88.413,0,0,25,14
3,0,0,83,12,13,82,21976,12616,23-03 14:13:36,0,140,0,0,0,4733952000,3059060736,800129024,7805591552,7,21,0,8,1,9.488,3.246,87.141,0.125,0,25,14
5,0,0,83,12,13,82,6745,7500,23-03 14:13:37,0,118,0,0,0,4734361600,3058651136,800129024,7805591552,7,21,0,8,1,7.491,3.246,89.139,0.125,0,25,14
5,0,16,83,12,13,82,6256,7632,23-03 14:13:38,0,154,0,0,0,4734664704,3058348032,800129024,7805657088,7,21,0,8,1,8.978,3.990,86.908,0.125,0,25,14
4,0,0,83,12,13,82,5880,6968,23-03 14:13:39,0,118,0,0,0,4735807488,3057197056,800137216,7805923328,7,21,0,8,1,8.407,2.509,88.708,0.376,0,25,14
4,0,0,83,12,13,82,5824,6713,23-03 14:13:40,0,118,0,0,0,4734980096,3058012160,800137216,7806193664,7,21,0,8,1,7.206,3.034,89.760,0,0,25,14
4,0,0,83,12,13,82,5860,7186,23-03 14:13:41,0,119,0,0,0,4730630144,3069636608,800137216,7798575104,7,21,0,8,1,7.980,4.239,87.656,0.125,0,25,14
2,0,1,83,12,13,82,5750,7208,23-03 14:13:42,0,116,0,0,0,4731478016,3068657664,800137216,7798448128,7,21,0,8,1,8.647,2.757,88.596,0,0,25,14
1,0,16,83,12,13,82,6239,7231,23-03 14:13:43,0,115,0,0,0,4731420672,3068715008,800137216,7798448128,7,21,0,7,1,7.673,3.270,88.931,0.126,0,25,14
1,0,0,83,12,13,82,6371,7332,23-03 14:13:44,0,152,0,0,0,4732780544,3067346944,800145408,7798513664,7,21,0,7,1,8.145,2.882,88.596,0.376,0,25,14
4,0,0,83,12,13,82,5750,7110,23-03 14:13:45,0,117,0,0,0,4731842560,3068272640,800145408,7799050240,7,21,0,7,1,7.296,3.522,89.057,0.126,0,25,14
4,0,0,83,12,13,82,6072,7299,23-03 14:13:46,0,123,0,0,0,4731080704,3069026304,800145408,7798726656,7,21,0,7,1,8.344,3.362,88.294,0,0,25,14
4,0,0,83,12,13,82,22931,13205,23-03 14:13:47,0,136,0,0,0,4731506688,3068596224,800145408,7798472704,7,21,0,8,1,9.637,3.379,86.859,0.125,0,25,14
4,0,16,83,12,13,82,5750,6850,23-03 14:13:48,0,110,0,0,0,4734631936,3067301888,800145408,7796707328,7,21,0,8,1,7.875,3.250,88.875,0,0,25,14
1,0,0,83,12,13,82,6084,7235,23-03 14:13:49,0,119,0,0,0,4886798336,2910003200,800157696,7801827328,7,21,0,8,1,8.978,3.616,87.032,0.374,0,25,14
2,0,0,83,12,13,82,5790,7105,23-03 14:13:50,0,159,0,0,0,4888125440,2908540928,800157696,7801962496,7,21,0,8,1,8,3,89,0,0,25,14
1,0,0,83,12,13,82,7645,13642,23-03 14:13:51,0,131,0,0,0,4916363264,2880290816,800174080,7802417152,7,21,0,8,1,8.816,2.267,88.791,0.126,0,25,14
3,0,0,83,12,13,82,5820,6850,23-03 14:13:52,0,118,0,0,0,4915748864,2880888832,800174080,7802163200,7,21,0,8,1,8.085,2.736,89.055,0.124,0,25,14
1,0,16,83,12,13,82,5917,7537,23-03 14:13:53,0,119,0,0,0,4915933184,2880700416,800174080,7801909248,7,21,0,8,1,6.516,4.386,89.098,0,0,25,14
4,0,1,83,12,13,82,7371,8742,23-03 14:13:54,0,133,0,0,0,4892340224,2904293376,800174080,7801974784,7,21,0,8,1,8.653,3.214,88.010,0.124,0,25,14
3,0,0,83,12,13,82,5750,6713,23-03 14:13:55,0,113,0,0,0,4893044736,2903584768,800174080,7801913344,7,21,0,8,1,8.010,2.879,88.861,0.250,0,25,14
2,0,0,83,12,13,82,5750,6968,23-03 14:13:56,0,153,0,0,0,4895637504,2902622208,800178176,7800811520,7,21,0,8,1,7.683,3.149,89.043,0.126,0,25,14
1,0,0,83,12,13,82,7109,10236,23-03 14:13:57,0,124,0,0,0,4896788480,2901372928,800178176,7800967168,7,21,0,9,1,8.586,2.525,88.763,0.126,0,25,14
1,0,16,83,12,13,82,22288,10504,23-03 14:13:58,0,129,0,0,0,4891959296,2906202112,800178176,7800434688,7,21,0,9,1,7.053,4.030,88.917,0,0,25,14
1,0,0,83,12,13,82,5860,7044,23-03 14:13:59,0,119,0,0,0,4893454336,2905001984,800178176,7800147968,7,21,0,9,1,7.875,2.500,89.625,0,0,25,14
1,0,1,83,12,13,82,22262,12791,23-03 14:14:00,0,143,0,0,0,4893827072,2904629248,800178176,7801196544,7,21,0,9,1,8.270,2.926,88.677,0.127,0,25,14
2,0,0,83,12,13,82,15955,7220,23-03 14:14:01,0,117,0,0,0,4896382976,2902065152,800186368,7800328192,7,21,0,9,1,7.769,4.010,87.343,0.877,0,25,14
4,0,8,83,12,13,82,14759,7466,23-03 14:14:02,0,159,0,0,0,4898279424,2900152320,800186368,7800360960,7,21,0,8,1,8.619,2.788,88.593,0,0,25,14
7,0,12,83,12,13,82,5878,7419,23-03 14:14:03,0,119,0,0,0,4898881536,2901303296,800186368,7798865920,7,21,0,8,1,9.340,3.238,87.298,0.125,0,25,14
2,0,4,83,12,13,82,6029,8119,23-03 14:14:04,0,114,0,0,0,4925366272,2874744832,800206848,7798460416,7,21,0,8,1,8.291,2.513,89.070,0.126,0,28,14
4,0,0,83,12,13,82,6628,9016,23-03 14:14:05,0,123,0,0,0,4925640704,2874429440,800206848,7798501376,7,21,0,8,1,8.674,2.974,88.228,0.124,0,28,14
1,0,0,83,12,13,82,10230,12499,23-03 14:14:06,0,137,0,0,0,4772098048,3027963904,800206848,7798710272,7,21,0,7,1,8.207,2.273,89.520,0,0,28,14
1,0,1,83,12,13,82,6344,8551,23-03 14:14:07,0,121,0,0,0,4773703680,3026350080,800206848,7799316480,7,21,0,7,1,7.143,3.258,89.474,0.125,0,28,14
1,0,8,83,12,13,82,22485,13043,23-03 14:14:08,0,182,0,0,0,4749471744,3050577920,800206848,7800094720,7,21,0,8,1,8.955,3.483,87.438,0.124,0,28,14
3,0,8,83,12,13,82,11728,94330,23-03 14:14:09,0,147,0,0,0,4749258752,3050778624,800215040,7798767616,7,21,0,8,1,8.291,3.392,87.940,0.377,0,25,14
3,0,0,83,12,13,82,5860,7025,23-03 14:14:10,0,114,0,0,0,4749402112,3052269568,800215040,7796891648,7,21,0,8,1,7.925,2.767,89.308,0,0,25,14
4,0,0,83,12,13,82,5750,6850,23-03 14:14:11,0,115,0,0,0,4748951552,3052675072,800215040,7796871168,7,21,0,8,1,8.071,2.900,88.903,0.126,0,25,14
3,0,0,83,12,13,82,5750,6850,23-03 14:14:12,0,115,0,0,0,4747431936,3054194688,800215040,7796871168,7,21,0,8,1,8.761,2.503,88.736,0,0,25,14
1,0,8,83,12,13,82,6027,7373,23-03 14:14:13,0,120,0,0,0,4747292672,3054235648,800215040,7796969472,7,21,0,8,1,8.553,2.893,88.302,0.252,0,25,14
2,0,8,83,12,13,82,6159,7690,23-03 14:14:14,0,150,0,0,0,4748054528,3053469696,800227328,7797682176,7,21,0,8,1,8.447,3.354,87.950,0.248,0,25,14
1,0,0,83,12,13,82,6673,7299,23-03 14:14:15,0,120,0,0,0,4747907072,3053604864,800227328,7797161984,7,21,0,8,1,7.453,2.733,89.689,0.124,0,25,14
3,0,0,83,12,13,82,5042,6968,23-03 14:14:16,0,108,0,0,0,4748517376,3052969984,800235520,7797055488,7,21,0,7,1,7.152,3.576,89.272,0,0,25,14
4,0,0,83,12,13,82,0,6850,23-03 14:14:17,0,69,0,0,0,4745715712,3061051392,800235520,7791775744,7,21,0,7,1,7.491,3.620,88.764,0.125,0,25,14
3,0,8,83,12,13,82,396,7627,23-03 14:14:18,0,72,0,0,0,4746231808,3060748288,800235520,7791599616,7,21,0,7,1,7.836,3.483,88.557,0.124,0,25,14
3,0,9,83,12,13,82,17221,15093,23-03 14:14:19,0,97,0,0,0,4747423744,3061293056,800235520,7790129152,7,21,0,8,1,9.091,2.740,88.169,0,0,25,14
1,0,0,83,12,13,82,86,10315,23-03 14:14:20,0,106,0,0,0,4747894784,3060822016,800235520,7790387200,7,21,0,8,1,8.614,2.622,88.639,0.125,0,25,14
1,2,0,83,12,13,82,3666,20961,23-03 14:14:21,0,100,0,0,0,4770697216,3037995008,800256000,7790059520,7,21,0,8,1,8.500,3.250,87.875,0.375,0,25,14
2,0,0,83,12,13,82,0,9954,23-03 14:14:22,0,76,0,0,0,4771069952,3037622272,800256000,7789801472,7,21,0,8,1,8.189,3.102,88.710,0,0,25,14
1,0,11,83,12,13,82,0,5707,23-03 14:14:23,0,48,0,0,0,4747984896,3060707328,800256000,7789801472,7,21,0,8,1,7.931,3.841,88.104,0.124,0,25,14
2,0,8,83,12,13,82,279,3944,23-03 14:14:24,0,35,0,0,0,4748505088,3060146176,800256000,7789907968,7,21,0,8,1,8.489,2.622,88.889,0,0,25,14
1,0,0,83,12,13,82,0,3104,23-03 14:14:25,0,32,0,0,0,4749262848,3059372032,800256000,7790190592,7,21,0,8,1,6.642,2.506,90.727,0.125,0,25,14
3,0,0,83,12,13,82,167,3291,23-03 14:14:26,0,65,0,0,0,4749025280,3061444608,800268288,7788535808,7,21,0,7,1,7.125,2.500,90.375,0,0,25,14
2,0,0,83,12,13,82,17790,11326,23-03 14:14:27,0,60,0,0,0,4914712576,2890592256,800268288,7793496064,7,22,0,7,1,11.447,3.396,85.031,0.126,0,25,20
2,0,11,83,12,13,82,83210,36401,23-03 14:14:28,0,193,0,0,0,4917727232,2887544832,800268288,7793532928,7,25,0,7,2,11.648,3.470,84.882,0,0,25,14
1,0,9,83,12,13,82,9062,17222,23-03 14:14:29,0,137,0,0,0,4919230464,2886037504,800268288,7793819648,7,25,0,8,2,14.604,3.713,81.559,0.124,0,25,15
1,0,0,83,12,13,82,29703,11868,23-03 14:14:30,0,153,0,0,0,4925583360,2879672320,800268288,7793553408,7,25,0,8,2,9.768,3.663,86.569,0,0,25,15
3,0,1,83,12,13,82,6184,8162,23-03 14:14:31,0,118,0,0,0,4900368384,2904842240,800276480,7794057216,7,25,0,8,2,9.914,3.550,86.047,0.490,0,25,15
1,0,0,83,12,13,82,15268,9324,23-03 14:14:32,0,153,0,0,0,4900823040,2904367104,800276480,7794135040,7,25,0,8,2,11.098,3.049,85.854,0,0,25,15
1,0,8,83,12,13,82,9926,10734,23-03 14:14:33,0,134,0,0,0,4904132608,2901057536,800276480,7793836032,7,25,0,8,2,10.269,3.790,85.819,0.122,0,25,15
1,0,8,83,12,13,82,8710,13023,23-03 14:14:34,0,141,0,0,0,4891119616,2915860480,800296960,7791566848,7,25,0,8,2,10.636,3.790,85.452,0.122,0,25,15
1,0,0,83,12,13,82,8290,8583,23-03 14:14:35,0,124,0,0,0,4892274688,2914897920,800296960,7791607808,7,25,0,8,2,9.622,3.410,86.967,0,0,25,15
1,0,0,83,12,13,82,7744,9615,23-03 14:14:36,0,126,0,0,0,4894707712,2912456704,800317440,7791362048,7,25,0,8,2,10.256,3.541,85.958,0.244,0,25,15
1,0,0,83,12,13,82,6744,8124,23-03 14:14:37,0,121,0,0,0,4900995072,2906152960,800317440,7792136192,7,25,0,7,2,9.035,3.960,86.881,0.124,0,25,15
6,0,8,83,12,13,82,6649,8368,23-03 14:14:38,0,176,0,0,0,4901687296,2905419776,800317440,7791845376,7,25,0,7,2,10.801,4.733,84.466,0,0,25,15
1,0,8,83,12,13,82,10138,14777,23-03 14:14:39,0,139,0,0,0,4901523456,2905579520,800317440,7791656960,7,25,0,7,2,10.907,3.064,85.907,0.123,0,25,15
2,0,0,83,12,13,82,22452,13412,23-03 14:14:40,0,141,0,0,0,4828315648,2978783232,800321536,7791656960,7,25,0,8,2,10.934,3.440,85.504,0.123,0,25,15
