"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/net_fs_socket_proc_udp_io_page_swap_zones_vm.csv --net --fs --socket --proc --udp --io --page --swap --zones --vm 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"net/total",,"filesystem",,"sockets",,,,,"procs",,,"udp",,"io/total",,"paging",,"swap",,"zones memory",,,,"virtual memory",,,
6558,7162,13792,179920,1201,25,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,572979,22688,0,82,501,502
5387,7105,13792,179917,1201,25,34,0,0,4,0,0,25,14,0,24,0,0,108527616,914878464,169007,3141,573019,22688,0,311,656,905
0,6850,13824,178817,1201,25,34,0,0,2,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,575098,22688,0,258,733,2741
396,7490,13824,178817,1201,25,34,0,0,1,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,574918,22688,0,1336,1852,1824
17221,15173,13824,178781,1201,25,34,0,0,1,0,9,25,14,0,0,0,0,108527616,914878464,169007,3141,575293,22688,0,2255,2714,2539
86,9904,13856,178782,1201,25,34,0,0,6,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,574936,22688,0,188,637,505
3666,21098,13856,178781,1201,25,34,0,0,2,0,0,25,14,0,76,0,0,108527616,914878464,169007,3141,569294,22688,0,7126,8785,2085
0,9954,13856,178780,1201,25,34,0,0,1,0,0,25,14,0,718,0,0,108527616,914878464,169007,3141,569272,22688,0,47,1292,1409
0,6118,13824,178778,1199,25,34,0,0,2,0,11,25,14,0,0,0,0,108527616,914878464,169007,3141,574908,22688,0,2938,3426,7373
279,3944,13856,178789,1199,25,34,0,0,1,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,574831,22688,0,1690,2080,1834
0,3104,13856,178789,1199,25,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,574708,22688,0,45,481,446
167,3291,13856,178743,1199,25,34,0,0,2,0,0,25,14,0,24,0,0,108527616,914878464,169007,3141,575144,22688,0,441,1283,1703
16458,11333,13856,179814,1193,26,30,0,0,1,0,0,20,14,0,0,0,0,108527616,914878464,169007,3141,533246,22688,0,45527,67213,22714
81725,35803,13760,179828,1206,30,34,0,0,1,0,11,25,14,0,0,0,0,108527616,914878464,169007,3141,532632,22688,0,3158,3546,3093
10015,13432,13760,179840,1215,30,43,0,0,2,0,9,25,23,0,0,0,0,108527616,914878464,169007,3141,532264,22688,0,3274,3973,3241
31222,16169,13792,179832,1207,30,34,0,0,1,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,530710,22688,0,3026,4030,1490
6184,8025,13792,179841,1207,30,34,0,0,1,0,1,25,15,0,36,0,0,108527616,914878464,169007,3141,536855,22688,0,695,1173,6436
15268,9187,13792,179843,1207,30,34,0,0,1,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,536739,22688,0,874,1345,974
9594,11019,13824,179852,1207,30,34,0,0,2,0,8,25,15,0,0,0,0,108527616,914878464,169007,3141,535931,22688,0,2441,3529,2855
9042,12875,13824,179805,1207,30,34,0,0,1,0,8,25,15,0,66,0,0,108527616,914878464,169007,3141,539783,22688,0,1675,2877,5923
8290,8583,13856,179755,1207,30,34,0,0,3,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,539310,22688,0,874,1370,2539
7744,9615,13856,179755,1207,30,34,0,0,2,0,0,25,15,0,54,0,0,108527616,914878464,169007,3141,538714,22688,0,298,1731,1653
6481,8074,13792,179756,1207,30,34,0,0,2,0,0,25,15,0,2372,0,0,108527616,914878464,169007,3141,537175,22688,0,124,2622,2799
6912,8555,13856,179765,1207,30,34,0,0,1,0,8,25,15,0,0,0,0,108527616,914878464,169007,3141,536930,22688,0,2378,2932,2705
10138,14777,13824,179765,1207,30,34,0,0,1,0,8,25,15,0,0,0,0,108527616,914878464,169007,3141,537151,22688,0,1441,2449,2615
21924,12780,13824,179719,1207,30,34,0,0,2,0,0,25,15,0,40,0,0,108527616,914878464,169007,3141,536684,22688,0,411,1039,2185
